Scaffold	Locus_start	Locus_end	Mean_rho	Median	L95	U95
superscaffold8	6908367	7097974	 178.31874	 178.28413	 170.08910	 187.05148
superscaffold8	7067339	7241474	 193.38654	 193.21039	 184.52459	 203.26368
superscaffold8	7208769	7359197	 212.57866	 212.48810	 204.48408	 220.95536
superscaffold8	7327628	7496120	 176.34608	 176.32680	 169.32924	 183.70216
superscaffold8	7458524	7636206	 159.84197	 159.77869	 153.38808	 166.53274
superscaffold8	7601497	7763137	 200.99973	 201.01851	 193.23505	 209.38667
superscaffold8	7726977	7916491	 169.30930	 169.33017	 162.73707	 176.09128
superscaffold8	7878464	8082733	 224.54400	 224.42772	 214.83889	 235.01088
superscaffold8	8033204	8317684	 160.00669	 159.87369	 152.43983	 168.08925
superscaffold8	8261187	8503723	 156.34891	 156.22962	 149.35749	 163.71047
superscaffold8	8461667	8795543	 173.49233	 173.46619	 165.46257	 181.51847
superscaffold8	8655806	9020273	 194.16799	 193.62618	 182.10343	 206.64562
superscaffold8	8967691	9155111	 220.23667	 220.02431	 211.39075	 229.66204
superscaffold8	9118897	9286812	 186.40757	 186.08845	 177.60752	 196.59294
superscaffold8	9254358	9421807	 208.59143	 208.55147	 199.46618	 218.32903
superscaffold8	9387422	9546887	 170.56149	 170.44024	 163.58471	 178.26236
superscaffold8	9513104	9651788	 157.34311	 157.24825	 151.39893	 163.82635
superscaffold8	9624720	9819078	 129.71051	 129.70181	 124.46052	 135.00064
superscaffold8	9776233	9983986	 159.33953	 159.29367	 153.03433	 165.63629
superscaffold8	9942666	10161757	 173.26786	 173.26225	 165.83236	 180.54737
superscaffold8	10116193	10321272	 125.01216	 124.96205	 119.92680	 130.46161
superscaffold8	10266072	10576499	 103.21654	 102.64290	  95.61860	 113.84504
superscaffold8	10512240	10743658	 154.12451	 153.94969	 147.30037	 162.24823
superscaffold8	10699542	10903887	 260.00363	 260.08796	 246.62643	 273.30841
superscaffold8	10861741	11073752	 196.29844	 196.11613	 187.69488	 205.41971
superscaffold8	11032201	11199655	 159.96079	 159.90124	 152.96374	 167.37879
superscaffold8	11164180	11347408	 133.75740	 133.64063	 127.81222	 140.32711
superscaffold8	11317671	11473985	 288.00251	 287.78380	 271.54875	 305.64631
superscaffold8	11440879	11653778	 197.25306	 197.10318	 187.52820	 207.72028
superscaffold8	11606389	11835149	 177.02227	 176.88514	 168.08423	 186.89089
superscaffold8	11797625	12006766	 168.70710	 168.55796	 157.39800	 180.92392
superscaffold8	11956146	12163362	 226.40225	 225.87376	 212.81770	 242.63890
superscaffold8	12122022	12342458	 159.10148	 159.03695	 151.18757	 167.15825
superscaffold8	12298460	12541748	 168.32748	 168.10762	 159.91914	 177.47231
superscaffold8	12493215	12752822	 160.52311	 160.43300	 152.71260	 168.55926
superscaffold8	12701467	12911305	 123.24352	 123.17332	 116.49394	 130.27528
superscaffold8	12878787	13063586	  98.16482	  98.15565	  93.65430	 102.87471
superscaffold8	13025949	13221367	 102.32597	 102.25981	  98.59428	 106.24191
superscaffold8	13176185	13438715	 114.80823	 114.68410	 107.01491	 123.43091
superscaffold8	13388969	13564972	 205.03210	 204.93591	 195.62005	 215.13668
superscaffold8	13532595	13696268	 167.71520	 167.63980	 160.00972	 175.79672
superscaffold8	13662117	13882638	 105.52517	 105.52387	 101.19248	 109.98661
superscaffold8	13837525	14038907	 122.02161	 121.94109	 117.00191	 127.23606
superscaffold8	13992536	14207225	 166.86672	 166.74758	 158.32262	 175.99484
superscaffold8	14172380	14341974	 127.28206	 127.26272	 122.56740	 132.48532
superscaffold8	14306484	14487443	 187.43813	 187.18689	 178.66016	 196.82512
superscaffold8	14457276	14649134	 179.45291	 179.08199	 169.86139	 190.98352
superscaffold8	14599147	14837175	  87.97973	  87.93584	  84.33371	  91.86458
superscaffold8	14780504	15005271	  96.75534	  96.70172	  92.36685	 101.56696
superscaffold8	14971201	15140153	 107.26292	 107.22351	 103.12625	 111.32123
superscaffold8	15117045	15238992	 124.38036	 124.26776	 119.33919	 130.06733
superscaffold8	15214645	15345656	 118.44323	 118.42288	 114.17210	 122.88864
superscaffold8	15318129	15527621	  80.66471	  80.64346	  77.07101	  84.36256
superscaffold8	15476952	15706756	 126.14000	 126.14669	 121.38395	 131.03416
superscaffold8	15661051	15847755	 125.66333	 125.63997	 120.59189	 130.95909
superscaffold8	15816990	16000423	  91.99369	  92.00401	  87.89861	  96.23586
superscaffold8	15978450	16160408	  61.47821	  61.58011	  57.02701	  65.51682
superscaffold8	16114935	16300472	  84.65614	  84.65132	  81.48097	  87.93947
superscaffold8	16262748	16433030	 122.07903	 122.03902	 117.15495	 127.29275
superscaffold8	16400383	16550144	 130.89897	 130.88276	 124.66725	 137.16766
superscaffold8	16514627	16707840	 105.98393	 105.98664	 101.57669	 110.37254
superscaffold8	16659578	16896104	 155.53307	 155.40412	 147.53537	 164.20832
superscaffold8	16858632	17065125	 163.28362	 163.30195	 155.55540	 170.93978
superscaffold8	17017239	17244309	 155.06345	 154.87049	 147.80723	 163.00452
superscaffold8	17205526	17432425	 129.80150	 129.71885	 123.90265	 136.70603
superscaffold8	17369260	17633584	 155.96904	 155.86785	 148.97898	 163.69370
superscaffold8	17591693	17782501	 193.49241	 193.44093	 185.70001	 201.88431
superscaffold8	17742646	17960922	 150.16672	 150.11053	 143.88345	 156.58376
superscaffold8	17916385	18115740	 126.69824	 126.66802	 122.09276	 131.74573
superscaffold8	18075879	18317985	  96.98921	  96.96224	  93.76752	 100.35306
superscaffold8	18252534	18459316	 146.18947	 145.99827	 140.72836	 152.46680
superscaffold8	18413826	18599684	 159.80742	 159.76031	 153.96007	 166.02416
superscaffold8	18570893	18770356	 130.79256	 130.72013	 126.36901	 135.47751
superscaffold8	18731159	18944784	 189.45515	 189.35044	 181.02585	 198.52388
superscaffold8	18902628	19087698	 168.10515	 167.98364	 161.15539	 175.49712
superscaffold8	19041506	19318135	 141.60841	 141.52661	 135.70444	 148.13755
superscaffold8	19266448	19548851	 155.34916	 155.28171	 147.71919	 163.38493
superscaffold8	19497508	19750465	 124.98403	 124.87202	 119.31073	 130.86116
superscaffold8	19706342	19924565	 112.67761	 112.54510	 107.74649	 118.39142
superscaffold8	19865906	20109733	 120.93606	 120.78679	 115.67893	 126.80618
superscaffold8	20063217	20341308	 134.84702	 134.82235	 129.93316	 140.14930
superscaffold8	20276712	20512303	  88.74902	  88.71541	  85.72821	  91.99744
superscaffold8	20477261	20649612	  97.81914	  97.76289	  94.48854	 101.29020
superscaffold8	20613712	20797912	 131.42942	 131.42136	 126.85741	 136.13918
superscaffold8	20755300	20964522	 153.94732	 153.97613	 148.41126	 159.74506
superscaffold8	20919904	21131771	 170.93523	 170.87454	 164.72416	 177.34767
superscaffold8	21080131	21301784	 166.88283	 166.88534	 160.37688	 173.78506
superscaffold8	21262157	21447886	 149.86194	 149.79772	 143.77058	 156.44421
superscaffold8	21416156	21560757	 119.97301	 119.95486	 115.88668	 124.13467
superscaffold8	21530200	21707952	  98.82218	  98.78477	  95.22226	 102.53955
superscaffold8	21664125	21834338	 151.34841	 151.29615	 144.77044	 158.56321
superscaffold8	21798013	21956295	 183.12185	 183.09282	 175.72701	 190.52716
superscaffold8	21924727	22093914	  97.14900	  97.10146	  92.93312	 101.76745
superscaffold8	22054294	22292898	 164.29502	 164.23361	 158.22052	 170.75802
superscaffold8	22189516	22430818	 117.76312	 117.54993	 113.04025	 123.51914
superscaffold8	22391898	22593007	 131.50274	 131.47674	 125.60981	 137.62597
superscaffold8	22558087	22731863	 156.44399	 156.41642	 149.80880	 163.20265
superscaffold8	22693580	22888005	 108.67257	 108.68041	 104.15427	 113.62158
superscaffold8	22848359	23101150	 114.93584	 114.88853	 110.55701	 119.54956
superscaffold8	23048542	23318503	  99.27772	  99.25557	  95.92029	 102.83125
superscaffold8	23275683	23526075	  91.35297	  91.34159	  88.40608	  94.32872
superscaffold8	23471614	23704879	  99.63068	  99.60478	  95.60462	 103.96695
superscaffold8	23663816	23944695	 104.40529	 104.34824	 100.71858	 108.48605
superscaffold8	23885949	24126803	 115.63044	 115.64014	 111.72994	 119.50446
superscaffold8	24075782	24337038	 115.99861	 115.96125	 111.76318	 120.40102
superscaffold8	24289009	24563214	 144.29280	 144.19504	 136.87694	 152.02982
superscaffold8	24501361	24769434	 108.72215	 108.66155	 104.27024	 113.45736
superscaffold8	24727692	25050993	  96.22156	  96.18443	  92.44197	 100.17881
superscaffold8	25014415	25195434	 127.68077	 127.62202	 122.95591	 132.75321
superscaffold8	25157515	25336721	  95.92318	  95.80830	  92.21508	 100.05304
superscaffold8	25303873	25510624	  94.49433	  94.43740	  90.71319	  98.66409
superscaffold8	25453114	25643542	 141.05819	 141.03672	 136.10148	 146.24065
superscaffold8	25611742	25808768	 137.46795	 137.45624	 131.95584	 143.12690
superscaffold8	25765138	25989921	  77.56212	  77.55476	  74.55206	  80.82455
superscaffold8	25945723	26189871	 116.49103	 116.46077	 111.68732	 121.56782
superscaffold8	26141062	26347928	 122.15713	 122.10308	 116.42227	 128.14052
superscaffold8	26314920	26580782	 135.29309	 135.25650	 130.09458	 140.71183
superscaffold8	26516557	26780263	  72.05656	  72.04707	  68.86523	  75.23501
superscaffold8	26735114	26916572	 120.41471	 120.35856	 116.07183	 124.81050
superscaffold8	26890704	27058716	 126.76582	 126.76184	 122.52890	 131.27113
superscaffold8	27018461	27215639	 129.05456	 129.03473	 123.81935	 134.26133
superscaffold8	27175320	27341893	 105.10041	 105.13057	 101.32855	 109.02485
superscaffold8	27306801	27496727	  95.98391	  95.92059	  92.24609	 100.26678
superscaffold8	27454761	27659894	 111.53531	 111.47631	 107.34962	 115.94847
superscaffold8	27611936	27890976	  96.15648	  96.05859	  91.69925	 101.11937
superscaffold8	27831150	28144111	  70.41487	  70.39335	  67.64757	  73.40467
superscaffold8	28106093	28315179	 141.18864	 141.09037	 135.57587	 147.07692
superscaffold8	28271954	28503986	  88.81947	  88.77651	  85.04466	  93.03541
superscaffold8	28451567	28751162	  93.08457	  93.06215	  89.52764	  96.74527
superscaffold8	28719799	28909146	  90.05761	  90.00083	  86.92996	  93.50217
superscaffold8	28861922	29146370	  83.02342	  82.95022	  79.71959	  86.76326
superscaffold8	29081832	29357579	  78.62402	  78.64459	  74.15564	  83.14561
superscaffold8	29296633	29528254	  84.71019	  84.67073	  82.14723	  87.49673
superscaffold8	29480712	29724359	  93.64569	  93.53407	  89.68988	  98.33518
superscaffold8	29670851	29966186	  65.70525	  65.69464	  62.97456	  68.67129
superscaffold8	29911407	30182510	  91.26157	  91.20069	  87.65074	  95.17915
superscaffold8	30132103	30385373	 112.28467	 112.22780	 108.08595	 116.91951
superscaffold8	30338475	30622003	 102.44037	 102.41697	  98.61593	 106.26624
superscaffold8	30562370	30819027	  88.13562	  88.07116	  84.21117	  92.41214
superscaffold8	30771584	30988298	  88.74804	  88.73859	  84.43601	  93.18620
superscaffold8	30948350	31139256	 120.08722	 119.98703	 114.87225	 125.60686
superscaffold8	31105147	31303846	 118.70690	 118.60520	 113.40448	 124.57287
superscaffold8	31273255	31449101	 132.08546	 132.08458	 127.00578	 137.21607
superscaffold8	31419635	31603444	 166.29293	 166.24732	 159.10951	 173.97722
superscaffold8	31559502	31747947	 148.68947	 148.63019	 143.81587	 153.61211
superscaffold8	31717461	31882042	 124.54724	 124.48700	 119.94716	 129.47994
superscaffold8	31837167	32039580	 159.08686	 158.93705	 153.15366	 165.75047
superscaffold8	32002300	32238023	  75.90685	  75.90340	  72.35677	  79.44352
superscaffold8	32186370	32463002	  73.97214	  73.91135	  69.67569	  78.91059
superscaffold8	32400811	32608340	  85.68697	  85.68745	  82.48580	  89.06632
superscaffold8	32575480	32753710	 104.94103	 104.88192	 101.06438	 109.18318
superscaffold8	32722169	32905118	 123.10030	 123.05100	 118.60392	 127.80643
superscaffold8	32869445	33083140	  87.69846	  87.70478	  84.44076	  91.02325
superscaffold8	33034487	33207909	 118.85304	 118.77971	 114.41658	 123.50755
superscaffold8	33182873	33332496	 100.64850	 100.50941	  96.30768	 105.98273
superscaffold8	33290144	33555220	  92.27494	  92.22029	  88.44537	  96.70144
superscaffold8	33496925	33719871	  94.47094	  94.47400	  91.27429	  97.70024
superscaffold8	33686853	33855323	 139.95256	 139.89182	 133.85841	 146.70904
superscaffold8	33825868	34059387	 107.29883	 107.18094	 103.06255	 112.19307
superscaffold8	33992764	34210502	  92.67334	  92.65141	  89.36486	  96.29918
superscaffold8	34174499	34387853	 114.21487	 113.86288	 108.21076	 122.10114
superscaffold8	34339809	34610390	  75.49626	  75.45994	  73.00333	  78.20490
superscaffold8	34549164	34859368	  87.33208	  87.08959	  83.61622	  92.43954
superscaffold8	34808043	34976983	  88.03619	  87.98969	  85.27467	  91.04396
superscaffold8	34948795	35107783	  99.67541	  99.66370	  96.54838	 102.87291
superscaffold8	35075927	35238079	 102.06563	 102.01824	  98.83982	 105.51268
superscaffold8	35202910	35442635	  48.02663	  47.97719	  45.64261	  50.78425
superscaffold8	35399996	35588269	  68.93380	  68.92757	  66.07718	  71.98454
superscaffold8	35557916	35716521	 103.17420	 102.94712	  99.22587	 108.02993
superscaffold8	35682687	35887514	  99.46733	  99.43836	  95.85898	 103.44447
superscaffold8	35848448	35996810	  88.96065	  88.98391	  85.61038	  92.36979
superscaffold8	35967535	36168832	  96.85090	  96.83060	  93.05952	 100.98248
superscaffold8	36121545	36328287	  91.53438	  91.47501	  87.93218	  95.28607
superscaffold8	36281075	36583888	  89.02229	  88.97713	  85.82201	  92.26433
superscaffold8	36583890	36773476	  46.65221	  46.64380	  44.49950	  48.93340
