Scaffold	Start	End	midpont	pi	theta	Td	win_length	pi_resamp_mean	pi_resampl_CI_low	pi_resamp_CI_up
superscaffold8	200000	400000	300000.0	225.6761000000015	197.87246749813278	0.5880234262765056	190886	225.987897	217.771985	233.25495
superscaffold8	400000	600000	500000.0	274.2914000000017	220.14016683196826	1.0297332254248002	194177	274.509844	269.257605	280.58424
superscaffold8	600000	800000	700000.0	250.76350000000198	199.8455547808777	1.0662725370708834	178894	250.893262	244.003525	258.2259475
superscaffold8	800000	1000000	900000.0	302.84010000000177	274.82287152518444	0.4270028506681377	189199	303.054743	293.52398	312.407905
superscaffold8	1000000	1200000	1100000.0	312.8868000000014	270.3129577360532	0.6596569475977611	189134	313.150478	305.373135	320.7271275
superscaffold8	1200000	1400000	1300000.0	263.7824000000019	240.1529092712381	0.41198730583290066	189781	264.647934	257.3255475	272.7504025
superscaffold8	1400000	1600000	1500000.0	267.6426000000021	248.04525840221774	0.33084086713724536	188825	266.740477	258.222525	275.603975
superscaffold8	1600000	1800000	1700000.0	220.90800000000146	201.8186420636226	0.3958539800340625	189175	220.888466	214.4640925	227.141435
superscaffold8	1800000	2000000	1900000.0	234.74110000000138	213.9390353719128	0.40700217076495837	184982	234.925571	226.34969	242.11125
superscaffold8	2000000	2200000	2100000.0	205.2427000000015	186.59768302530472	0.4180739188490351	190753	205.508544	199.086435	212.1532275
superscaffold8	2200000	2400000	2300000.0	171.6510000000008	155.8738953368482	0.4232211065866171	186905	172.052802	166.0492725	177.55193
superscaffold8	2400000	2600000	2500000.0	197.00570000000107	178.14159467068365	0.44299537826580826	192237	197.261484	191.23127	204.67026
superscaffold8	2600000	2800000	2700000.0	267.5747000000019	236.77047392938965	0.544733526714256	181007	267.730874	261.0835	275.6910725
superscaffold8	2800000	3000000	2900000.0	255.98350000000204	245.50843189583142	0.17866199069036803	188745	255.879581	246.63285	264.1027075
superscaffold8	3000000	3200000	3100000.0	272.0800000000019	229.44186402205142	0.7780198257070599	190953	272.633694	263.84192	280.1698875
superscaffold8	3200000	3400000	3300000.0	393.3726999999997	318.79453096921395	0.9801539053698023	188046	393.630841	383.3191875	402.28111
superscaffold8	3400000	3600000	3500000.0	347.6495000000016	302.4460934836132	0.626139362131779	179759	347.790509	338.906245	356.009035
superscaffold8	3600000	3800000	3700000.0	304.1437000000013	273.4135234660809	0.47075885495039277	186046	304.968879	296.79279	313.69019
superscaffold8	3800000	4000000	3900000.0	283.0491000000018	241.2803877185209	0.7248557965063287	186288	283.119288	277.052595	290.378655
superscaffold8	4000000	4200000	4100000.0	263.2400000000005	237.05234354121038	0.4625461578087183	182023	263.392212	255.0562125	272.53544
superscaffold8	4200000	4400000	4300000.0	303.9892000000006	264.11182627599777	0.6323499885798562	188471	304.292789	295.1242725	311.754195
superscaffold8	4400000	4600000	4500000.0	259.05480000000057	216.47586187829913	0.8233421919916664	188384	259.366951	252.230965	266.62882
superscaffold8	4600000	4800000	4700000.0	221.8435999999995	224.08634139745809	-0.041898739559837146	186457	221.583465	211.293385	230.976045
superscaffold8	4800000	5000000	4900000.0	250.6837000000004	231.696820916617	0.3430915462060995	186496	250.46327	242.76543	258.775865
superscaffold8	5000000	5200000	5100000.0	303.6511000000003	260.1656517105079	0.6999989278762219	189403	304.112212	293.3801175	312.6231925
superscaffold8	5200000	5400000	5300000.0	275.2047000000006	271.1585665715153	0.06249742589050703	178995	275.067993	265.7772275	284.356265
superscaffold8	5400000	5600000	5500000.0	258.92280000000096	246.63591034311423	0.2086086803697749	181714	258.586278	249.0017125	265.919255
superscaffold8	5600000	5800000	5700000.0	225.11290000000076	202.38238128726402	0.4700513701109749	188726	224.670477	217.6183425	232.836635
superscaffold8	5800000	6000000	5900000.0	246.93100000000086	251.14582413224545	-0.07027806344755931	189869	246.670664	237.2364475	254.16568
superscaffold8	6000000	6200000	6100000.0	319.60330000000135	320.4857486401381	-0.011536620016005576	181663	319.709703	310.12764	329.7059875
superscaffold8	6200000	6400000	6300000.0	329.2234000000024	295.6812227999164	0.4752203004548583	189500	329.367049	320.71774	336.766565
superscaffold8	6400000	6600000	6500000.0	297.1940000000009	301.0367454245097	-0.05347684329366051	191523	297.752085	289.1057375	307.1216525
superscaffold8	6600000	6800000	6700000.0	243.56270000000143	242.6897357776244	0.015061702092937078	190054	243.203247	235.4719325	250.06462
superscaffold8	6800000	7000000	6900000.0	297.9601000000012	265.23930472328055	0.5166650802946852	190312	297.589588	289.8967	304.8578075
superscaffold8	7000000	7200000	7100000.0	336.74400000000225	324.431923205628	0.15900684302251306	184578	337.424354	329.70369	346.1216925
superscaffold8	7200000	7400000	7300000.0	372.1475000000008	363.04806002506416	0.10503809258393891	188984	372.238599	362.689085	382.2383175
superscaffold8	7400000	7600000	7500000.0	343.4674000000026	326.6868801001936	0.21522242569495567	188048	343.438445	333.5647725	353.55777
superscaffold8	7600000	7800000	7700000.0	359.3609000000012	333.1698811720697	0.3293946065816406	188279	359.548824	348.8317125	369.9764225
superscaffold8	7800000	8000000	7900000.0	309.96290000000226	294.55374435263354	0.2191483951670069	189906	309.271898	300.8572375	319.2920025
superscaffold8	8000000	8200000	8100000.0	187.3185000000004	191.67133603807736	-0.0950275932210078	188003	187.600685	179.9754175	195.6335075
superscaffold8	8200000	8400000	8300000.0	267.13500000000124	243.2534750012658	0.41108779732917256	191279	267.104593	260.482395	273.9703525
superscaffold8	8400000	8600000	8500000.0	235.19920000000135	229.44186402205142	0.10505434703848193	190433	234.483512	227.1622325	242.258335
superscaffold8	8600000	8800000	8700000.0	120.79709999999957	120.35832424743974	0.015225563788338236	119283	120.932663	115.8543525	127.68812
superscaffold8	8800000	9000000	8900000.0	199.39210000000085	202.38238128726402	-0.061836944148030516	182378	199.915256	193.709265	206.7411675
superscaffold8	9000000	9200000	9100000.0	346.98000000000104	318.79453096921395	0.3704314265720517	193318	347.612686	340.0488075	358.8914
superscaffold8	9200000	9400000	9300000.0	364.12510000000145	345.5721440921806	0.22497444475601536	193642	364.66261	355.53815	372.595645
superscaffold8	9400000	9600000	9500000.0	405.52710000000036	388.1344554771066	0.18781385016477875	195120	406.312848	396.621165	416.0369375
superscaffold8	9600000	9800000	9700000.0	297.5416000000015	292.86252668170937	0.06692906759046222	190341	296.585868	287.87805	305.5552525
superscaffold8	9800000	10000000	9900000.0	292.3468000000021	286.6613952216539	0.08307895985345483	193145	292.473181	284.4020125	301.21295
superscaffold8	10000000	10200000	10100000.0	267.3133000000018	251.70956335588687	0.25959575155978415	184874	267.511658	259.4483825	275.20331
superscaffold8	10200000	10400000	10300000.0	263.2214000000019	237.33421315303107	0.45669741256280205	181327	263.153763	254.8500175	271.280735
superscaffold8	10400000	10600000	10500000.0	188.82440000000042	177.85972505886295	0.25789568596617324	182366	188.613439	182.582295	197.265915
superscaffold8	10600000	10800000	10700000.0	292.96740000000216	284.688307938909	0.12181631329121272	187460	293.725662	286.8870575	301.5879075
superscaffold8	10800000	11000000	10900000.0	263.41810000000174	270.8766969596946	-0.11532666216770683	190648	263.82298	256.4255725	273.0816075
superscaffold8	11000000	11200000	11100000.0	307.66710000000154	324.7137928174487	-0.219962272966594	192304	308.042183	297.204315	318.626285
superscaffold8	11200000	11400000	11300000.0	313.30150000000134	331.19679388932485	-0.2264006795887373	185326	312.895452	304.724955	324.857035
superscaffold8	11400000	11600000	11500000.0	279.18110000000127	276.2322195842879	0.044714285345659695	185687	279.102202	269.5791575	286.5721375
superscaffold8	11600000	11800000	11700000.0	251.75810000000249	240.43477888305878	0.1971946697241106	184794	251.834296	244.227985	259.0249175
superscaffold8	11800000	12000000	11900000.0	235.55869999999976	271.1585665715153	-0.5498830085784173	178863	235.281372	226.3048275	242.8844475
superscaffold8	12000000	12200000	12100000.0	280.03230000000013	280.74213337341916	-0.010590779266039218	191016	280.182787	269.2409125	289.3079425
superscaffold8	12200000	12400000	12300000.0	224.9229000000003	240.1529092712381	-0.2655398103789603	187758	224.287583	216.0708175	233.006405
superscaffold8	12400000	12600000	12500000.0	203.46529999999998	228.5962551865893	-0.46025728413713707	190757	203.496426	194.5407075	210.7686525
superscaffold8	12600000	12800000	12700000.0	206.3109000000003	211.68407847734719	-0.10624537252904069	187502	206.856095	198.5511575	215.586415
superscaffold8	12800000	13000000	12900000.0	282.35210000000063	304.13731115453743	-0.3000853798338621	185658	282.067932	272.83631	292.3993125
superscaffold8	13000000	13200000	13100000.0	294.0178000000019	289.76196095168166	0.061525156768430275	192274	294.302715	285.11864	302.13834
superscaffold8	13200000	13400000	13300000.0	176.97479999999942	206.89229507639524	-0.6052272800588906	188736	177.153199	168.5097225	184.4758675
superscaffold8	13400000	13600000	13500000.0	332.14890000000264	334.29735961935256	-0.02692940743904315	184947	332.461467	322.211085	341.5938875
superscaffold8	13600000	13800000	13700000.0	272.85030000000097	276.5140891961086	-0.05549804319901142	191121	273.203251	263.3384475	282.6537975
superscaffold8	13800000	14000000	13900000.0	273.50060000000065	291.73504823442653	-0.26182987623684684	189646	273.637871	265.0435575	283.8648825
superscaffold8	14000000	14200000	14100000.0	274.48610000000076	262.13873899325284	0.19726684391482532	181436	275.101404	267.386065	285.2172075
superscaffold8	14200000	14400000	14300000.0	322.70870000000247	325.27753204109007	-0.033089627561738735	188376	322.931526	313.566755	333.2470825
superscaffold8	14400000	14600000	14500000.0	319.859700000002	308.365355331848	0.15616493505897724	187591	319.630994	311.0367325	326.7659725
superscaffold8	14600000	14800000	14700000.0	234.7956000000009	242.9716053894451	-0.14090160730524828	190187	234.321321	227.9087675	242.2879425
superscaffold8	14800000	15000000	14900000.0	246.7451000000015	251.70956335588687	-0.0825926267121497	193541	246.550386	239.0345725	255.2604425
superscaffold8	15000000	15200000	15100000.0	387.5475000000009	378.83275828702347	0.09641268132288401	192642	386.993059	374.661325	397.9828675
superscaffold8	15200000	15400000	15300000.0	432.8558999999997	387.2888466416445	0.4931268318682273	186946	432.467589	421.6128275	442.073805
superscaffold8	15400000	15600000	15500000.0	236.3244000000013	225.21381984474087	0.20653080788480022	191467	235.989177	226.88721	244.3832975
superscaffold8	15600000	15800000	15700000.0	299.1427000000024	286.3795256098332	0.18668726169011834	188014	299.19654	291.04068	309.4967575
superscaffold8	15800000	16000000	15900000.0	306.7915000000019	310.33844261459285	-0.04788384530210552	188981	306.690718	297.0405025	316.70745
superscaffold8	16000000	16200000	16100000.0	301.7266000000013	286.0976559980125	0.22882968261253891	190445	301.808429	292.23319	309.9932125
superscaffold8	16200000	16400000	16300000.0	360.73110000000133	333.7336203957111	0.33896468284066783	192216	361.043101	348.76911	369.6398
superscaffold8	16400000	16600000	16500000.0	400.5986000000024	368.9673218732989	0.3592832828971189	194199	399.914437	390.0336575	408.66233
superscaffold8	16600000	16800000	16700000.0	226.35810000000012	242.9716053894451	-0.28630969536412326	191760	226.329382	218.740855	235.1720725
superscaffold8	16800000	17000000	16900000.0	265.6220000000012	273.4135234660809	-0.11935917976787687	188729	264.781729	256.9909675	274.68431
superscaffold8	17000000	17200000	17100000.0	246.7402000000003	235.36112587028614	0.20242621194469004	190296	246.083788	237.4607375	255.89506
superscaffold8	17200000	17400000	17300000.0	290.1442000000012	263.8299566641771	0.4177192677874787	187012	290.721814	281.890715	301.15657
superscaffold8	17400000	17600000	17500000.0	222.1186000000013	206.32855585275385	0.32030081646994873	192523	221.615818	213.8849025	228.8998675
superscaffold8	17600000	17800000	17700000.0	326.9196000000025	293.42626590535076	0.47816731615897273	191666	327.471472	318.5536375	335.3689825
superscaffold8	17800000	18000000	17900000.0	267.13850000000133	263.2662174405356	0.0616009561427337	191101	266.485474	258.088685	274.0200275
superscaffold8	18000000	18200000	18100000.0	276.4073000000009	260.7293909341493	0.25182785482602743	191239	277.088236	268.6381825	285.6625725
superscaffold8	18200000	18400000	18300000.0	301.3994000000011	276.79595880792937	0.37230730452514976	189961	301.774497	293.10356	312.3056
superscaffold8	18400000	18600000	18500000.0	329.0862000000007	305.54665921364096	0.3227582041961652	195790	329.12569	319.7546525	339.1698175
superscaffold8	18600000	18800000	18700000.0	280.12500000000114	264.67556549963916	0.24446670551589497	191020	281.243602	271.81472	290.54341
superscaffold8	18800000	19000000	18900000.0	283.88390000000214	267.7761312296669	0.2519395000611092	190547	283.525346	274.8950375	293.4789825
superscaffold8	19000000	19200000	19100000.0	266.02750000000094	243.81721422490722	0.3814379657637679	188541	265.76632	257.4461475	272.919815
superscaffold8	19200000	19400000	19300000.0	203.53630000000058	200.4092940045191	0.06529899234438759	190163	203.415382	196.1616	209.4579275
superscaffold8	19400000	19600000	19500000.0	193.6844000000009	193.92629293264295	-0.005219601542755829	188247	193.736141	186.815375	200.94009
superscaffold8	19600000	19800000	19700000.0	271.5348000000012	248.89086723767986	0.38097764485873475	187967	272.018174	264.508865	279.9262025
superscaffold8	19800000	20000000	19900000.0	282.56570000000085	247.76338879039704	0.588196774700818	173525	283.081572	274.6174975	291.6773075
superscaffold8	20000000	20200000	20100000.0	270.6144000000017	229.44186402205142	0.751276962061564	192180	270.79355	264.8384975	276.5860225
superscaffold8	20200000	20400000	20300000.0	249.33960000000224	207.17416468821597	0.8518445341339621	192161	249.105442	242.688255	256.613705
superscaffold8	20400000	20600000	20500000.0	353.9283000000005	306.67413766092375	0.64553975874771	192351	353.478311	343.7323375	363.786385
superscaffold8	20600000	20800000	20700000.0	343.5890000000018	299.0636581417648	0.6237081046234072	190271	343.506585	335.5520425	353.4142
superscaffold8	20800000	21000000	20900000.0	304.87690000000157	273.6953930779016	0.47718200668525246	181138	304.507428	294.2103575	311.9815525
superscaffold8	21000000	21200000	21100000.0	293.784400000001	262.42060860507354	0.500544709678831	190310	293.6857	285.8225975	301.437805
superscaffold8	21200000	21400000	21300000.0	292.8021000000017	271.72230579515673	0.32492893805944695	185745	293.149443	284.9977525	299.9140175
superscaffold8	21400000	21600000	21500000.0	433.75840000000045	390.3894123716722	0.46561766830069296	192764	434.827058	423.9459075	444.1706275
superscaffold8	21600000	21800000	21700000.0	346.1731000000014	321.0494878637796	0.32787586135167146	194834	346.405522	338.6638425	354.8262425
superscaffold8	21800000	22000000	21900000.0	382.7116000000008	357.9744070122915	0.2895904373948649	191996	383.166681	372.7838925	393.84927
superscaffold8	22000000	22200000	22100000.0	376.7783000000022	334.57922923117326	0.5284904423161687	194179	377.043307	368.07595	385.4559975
superscaffold8	22200000	22400000	22300000.0	243.0872000000019	222.39512372653385	0.38949944458600555	138198	243.250092	236.7326175	251.2104875
superscaffold8	22400000	22600000	22500000.0	290.7087000000014	273.9772626897223	0.25578447745625055	187036	290.528288	282.797015	297.3433225
superscaffold8	22600000	22800000	22700000.0	325.6412000000015	318.51266135739326	0.09377055379796358	190005	325.427514	314.320745	334.1782975
superscaffold8	22800000	23000000	22900000.0	268.86380000000236	245.79030150765212	0.3930897208176751	193516	268.91645	261.7107625	276.86318
superscaffold8	23000000	23200000	23100000.0	219.07940000000156	204.07359895818823	0.30774572415832097	194490	219.920197	213.0755825	228.008895
superscaffold8	23200000	23400000	23300000.0	251.6871000000014	215.630253042837	0.6999519263433941	191311	251.998911	245.5508825	260.555345
superscaffold8	23400000	23600000	23500000.0	238.4630000000015	230.85121208115493	0.13804693921489775	191742	238.607916	229.7311725	247.009315
superscaffold8	23600000	23800000	23700000.0	206.0122000000007	197.3087282744914	0.1845953723181128	144663	205.565335	199.439695	212.2813325
superscaffold8	23800000	24000000	23900000.0	266.6370000000014	226.05942868020298	0.7514689277767416	192288	266.852702	259.54774	275.3450225
superscaffold8	24000000	24200000	24100000.0	245.36240000000166	232.82429936389983	0.22546833996927512	191359	245.407476	235.62508	255.0809225
superscaffold8	24200000	24400000	24300000.0	223.39760000000066	222.39512372653385	0.018870216142912417	179261	223.302729	215.2598125	232.663655
superscaffold8	24400000	24600000	24500000.0	195.51530000000108	184.6245957425598	0.24680138089726983	185596	195.177419	186.8938675	202.5546225
superscaffold8	24600000	24800000	24700000.0	221.04310000000112	226.34129829202368	-0.09799715973486407	190503	221.341454	214.33061	227.3009
superscaffold8	24800000	25000000	24900000.0	139.96389999999982	124.58636842475028	0.515582730967107	91782	140.079784	135.59551	145.798495
superscaffold8	25000000	25200000	25100000.0	339.7672000000005	302.1642238717925	0.5213461471441029	184126	339.862674	331.9340425	347.3989325
superscaffold8	25200000	25400000	25300000.0	347.0891000000009	303.00983270725465	0.6094346190920267	191430	347.454217	338.95069	356.1228325
superscaffold8	25400000	25600000	25500000.0	313.23380000000196	292.5806570698887	0.2957048070364338	173752	313.819643	304.7343275	322.799655
superscaffold8	25600000	25800000	25700000.0	334.0157000000016	290.04383056350235	0.6350692800937816	187267	335.013709	324.616165	343.6550425
superscaffold8	25800000	26000000	25900000.0	259.1934000000014	246.63591034311423	0.2132029683046809	190360	258.857291	249.343165	268.3431825
superscaffold8	26000000	26200000	26100000.0	237.44500000000102	228.0325159629479	0.17280860160320521	179541	237.567805	230.1458425	245.7676675
superscaffold8	26200000	26400000	26300000.0	267.1939000000014	265.23930472328055	0.030863281807489207	181690	268.05377	260.9608925	275.650825
superscaffold8	26400000	26600000	26500000.0	202.3770000000002	182.9333780716356	0.44468446955535146	193261	202.917772	195.3108475	210.9619525
superscaffold8	26600000	26800000	26700000.0	258.03450000000146	242.125996553983	0.2751150477755891	192736	258.245824	249.21628	265.523765
superscaffold8	26800000	27000000	26900000.0	366.98460000000125	336.5523165139182	0.378895891793937	193911	366.739916	358.05001	376.9333
superscaffold8	27000000	27200000	27100000.0	299.9053000000017	291.73504823442653	0.11731728764710739	191549	299.076744	288.01976	308.874225
superscaffold8	27200000	27400000	27300000.0	357.90949999999924	341.0622303030494	0.20698763861855113	196169	356.942093	344.95762	367.729635
superscaffold8	27400000	27600000	27500000.0	301.9574000000004	285.5339167743711	0.24093657702389673	192031	302.256239	293.83325	312.06746
superscaffold8	27600000	27800000	27700000.0	220.4470000000005	209.99286080642298	0.20837254081102183	188154	220.150638	212.88866	226.772625
superscaffold8	27800000	28000000	27900000.0	179.15749999999997	163.20250524418645	0.4088466351034492	187834	179.316627	172.664635	187.5811025
superscaffold8	28000000	28200000	28100000.0	244.13100000000028	222.95886295017527	0.39753103652308447	190489	244.209985	235.096195	252.69855
superscaffold8	28200000	28400000	28300000.0	276.3099000000011	253.11891141499038	0.383680119432824	190674	276.139378	266.483955	284.892655
superscaffold8	28400000	28600000	28500000.0	223.37290000000027	220.14016683196826	0.06147325845241184	188452	223.704495	214.9958075	230.2550925
superscaffold8	28600000	28800000	28700000.0	212.7646000000004	198.7180763335949	0.2958119467162945	147686	213.399623	205.6481	221.18675
superscaffold8	28800000	29000000	28900000.0	275.8661000000009	250.01834568496267	0.4329247399436838	188315	276.004546	266.352105	285.546065
superscaffold8	29000000	29200000	29100000.0	186.20640000000006	177.85972505886295	0.1963187664966852	190640	186.374647	178.383525	195.6691475
superscaffold8	29200000	29400000	29300000.0	246.06130000000007	233.38803858754125	0.22734986780805722	192258	245.427952	237.10186	254.942465
superscaffold8	29400000	29600000	29500000.0	301.042400000001	259.32004287504583	0.6738027281061159	188736	301.104312	290.3895475	310.101035
superscaffold8	29600000	29800000	29700000.0	226.2649000000003	211.1203392537058	0.3002549473096524	187105	226.104142	219.64329	234.104815
superscaffold8	29800000	30000000	29900000.0	187.41549999999975	191.95320564989805	-0.09891851735009013	192518	186.638204	178.3112025	194.267325
superscaffold8	30000000	30200000	30100000.0	190.52569999999955	198.1543371099535	-0.16111046867008375	189048	191.649851	184.6047975	200.00192
superscaffold8	30200000	30400000	30300000.0	243.37140000000068	223.24073256199597	0.37750033492340973	192474	243.757635	236.908405	251.0059
superscaffold8	30400000	30600000	30500000.0	192.21389999999977	193.92629293264295	-0.03695026843241647	191744	192.161377	184.473195	200.7569125
superscaffold8	30600000	30800000	30700000.0	216.3327000000003	219.57642760832684	-0.06184024436159811	190788	216.630711	209.186295	224.2028325
superscaffold8	30800000	31000000	30900000.0	265.6817000000003	271.1585665715153	-0.08459683021219257	191958	265.212443	256.2387675	274.941605
superscaffold8	31000000	31200000	31100000.0	276.1998000000013	274.25913230154305	0.029637839717147247	189480	276.491434	268.4923225	285.0951825
superscaffold8	31200000	31400000	31300000.0	287.2174000000006	287.78887366893673	-0.008318112123996007	192105	286.768053	278.414575	294.918305
superscaffold8	31400000	31600000	31500000.0	331.89720000000057	315.4120956273655	0.21897661108513866	171528	332.220468	323.4833175	342.77856
superscaffold8	31600000	31800000	31700000.0	370.74590000000126	332.888011560249	0.47652684716924626	192488	370.92008	359.917055	381.401545
superscaffold8	31800000	32000000	31900000.0	324.74290000000167	290.88943939896444	0.4875145903263888	189806	324.859497	316.7272675	334.2862925
superscaffold8	32000000	32200000	32100000.0	275.15889999999985	244.6628230603693	0.5219320138078559	189622	275.751249	268.0977625	283.513955
superscaffold8	32200000	32400000	32300000.0	219.60650000000004	206.61042546457455	0.26326660680927794	186153	219.670491	209.3910175	230.8560275
superscaffold8	32400000	32600000	32500000.0	285.5514000000019	274.54100191336374	0.16797833751736096	183823	285.988299	275.017005	297.2008675
superscaffold8	32600000	32800000	32700000.0	301.6289000000015	296.52683163537847	0.07207959715683811	181041	300.853208	290.5923125	311.298895
superscaffold8	32800000	33000000	32900000.0	308.1996000000005	293.70813551717146	0.20668914697177432	192980	308.14905	298.37116	319.2759675
superscaffold8	33000000	33200000	33100000.0	305.6196000000013	305.26478960182027	0.004869402293520875	191158	305.879249	294.707795	315.4224675
superscaffold8	33200000	33400000	33300000.0	330.2809000000019	314.002747568262	0.21719619301963367	178554	329.982824	320.0223025	338.3154825
superscaffold8	33400000	33600000	33500000.0	174.41160000000042	184.6245957425598	-0.23144338444773707	188181	173.644925	167.1524325	181.10613
superscaffold8	33600000	33800000	33700000.0	347.95980000000185	327.250619323835	0.2651536814915779	182822	348.319605	339.5020625	356.55882
superscaffold8	33800000	34000000	33900000.0	264.51460000000037	268.62174006512896	-0.06403748314124709	190051	264.13144	253.117585	273.95321
superscaffold8	34000000	34200000	34100000.0	265.7882000000006	254.2463898622732	0.1901071568789958	188988	265.381622	256.82401	275.8632225
superscaffold8	34200000	34400000	34300000.0	254.71330000000023	261.01126054597	-0.1010525831391817	190944	254.068919	244.5005775	262.130015
superscaffold8	34400000	34600000	34500000.0	227.36850000000078	199.8455547808777	0.5763579127194409	181682	226.918201	221.26597	233.17795
superscaffold8	34600000	34800000	34700000.0	169.0046999999998	168.5580278687798	0.01108363390205381	187081	168.80079	161.674125	176.04793
superscaffold8	34800000	35000000	34900000.0	342.1957999999997	317.3851829101104	0.3275220866462294	193483	342.292286	332.05848	353.891795
superscaffold8	35000000	35200000	35100000.0	393.30609999999996	363.89366886052625	0.3387305978971269	192270	393.230823	382.4201525	404.638495
superscaffold8	35200000	35400000	35300000.0	247.90850000000074	230.85121208115493	0.30934997317433544	192541	247.269663	238.351065	253.8255975
superscaffold8	35400000	35600000	35500000.0	292.7783000000007	296.2449620235578	-0.04902185500704374	189860	293.011537	282.5942325	302.05691
superscaffold8	35600000	35800000	35700000.0	327.8871000000017	318.79453096921395	0.11950034656512148	180659	327.555838	318.142485	339.78634
superscaffold8	35800000	36000000	35900000.0	341.6452000000013	346.135883315822	-0.054365811765527614	193169	342.503502	331.1162175	351.4741875
