window	Window_start	Window_end	chr	chr_start	chr_end	scaffold	scaf_start	scaf_end	rho_per_bp	rho_per_window
ChrZ	9000001	9200000	ChrZ	9186134	9341303	superscaffold26	9186134	9341303	0.000874	174.717808
ChrZ	9200001	9400000	ChrZ	9312706	9514102	superscaffold26	9312706	9514102	0.000757	151.424634
ChrZ	9400001	9600000	ChrZ	9312706	9514102	superscaffold26	9312706	9514102	0.000453	90.661858
ChrZ	9600001	9800000	ChrZ	9659032	9897300	superscaffold26	9659032	9897300	0.000341	68.268529
ChrZ	9800001	10000000	ChrZ	9839855	10060068	superscaffold26	9839855	10060068	0.000437	87.318451
ChrZ	10000001	10200000	ChrZ	10159558	10306781	superscaffold26	10159558	10306781	0.000641	128.206715
ChrZ	10200001	10400000	ChrZ	10279599	10489107	superscaffold26	10279599	10489107	0.000668	133.601146
ChrZ	10400001	10600000	ChrZ	10449765	10627830	superscaffold26	10449765	10627830	0.000581	116.119722
ChrZ	10600001	10800000	ChrZ	10449765	10627830	superscaffold26	10449765	10627830	0.000801	160.099664
ChrZ	10800001	11000000	ChrZ	10885082	11045321	superscaffold26	10885082	11045321	0.001334	266.842243
ChrZ	11000001	11200000	ChrZ	11123005	11261190	superscaffold26	11123005	11261190	0.001592	318.401557
ChrZ	11200001	11400000	ChrZ	11330796	11468736	superscaffold26	11330796	11468736	0.001284	256.860712
ChrZ	11400001	11600000	ChrZ	11444164	11594616	superscaffold26	11444164	11594616	0.000974	194.856956
ChrZ	11600001	11800000	ChrZ	11691071	11842798	superscaffold26	11691071	11842798	0.000938	187.589747
ChrZ	11800001	12000000	ChrZ	11934525	12139692	superscaffold26	11934525	12139692	0.001016	203.217011
ChrZ	12000001	12200000	ChrZ	12097688	12412458	superscaffold26	12097688	12412458	0.000602	120.336654
ChrZ	12200001	12400000	ChrZ	12382143	12552872	superscaffold26	12382143	12552872	0.000467	93.422506
ChrZ	12400001	12600000	ChrZ	12510044	12705135	superscaffold26	12510044	12705135	0.000603	120.592927
ChrZ	12600001	12800000	ChrZ	12510044	12705135	superscaffold26	12510044	12705135	0.000448	89.543858
ChrZ	12800001	13000000	ChrZ	12949088	13138948	superscaffold26	12949088	13138948	0.00043	85.998577
ChrZ	13000001	13200000	ChrZ	13092989	13303884	superscaffold26	13092989	13303884	0.000407	81.454104
ChrZ	13200001	13400000	ChrZ	13275856	13497036	superscaffold26	13275856	13497036	0.000334	66.858812
ChrZ	13400001	13600000	ChrZ	13445565	13648660	superscaffold26	13445565	13648660	0.000538	107.584076
ChrZ	13600001	13800000	ChrZ	13618940	13787488	superscaffold26	13618940	13787488	0.000727	145.385761
ChrZ	13800001	14000000	ChrZ	13895367	14072281	superscaffold26	13895367	14072281	0.00054	108.026604
ChrZ	14000001	14200000	ChrZ	14029033	14283074	superscaffold26	14029033	14283074	0.000365	73.065237
ChrZ	14200001	14400000	ChrZ	14220984	14456187	superscaffold26	14220984	14456187	0.000364	72.731738
ChrZ	14400001	14600000	ChrZ	14580133	14847940	superscaffold26	14580133	14847940	0.000497	99.361222
ChrZ	14600001	14800000	ChrZ	14580133	14847940	superscaffold26	14580133	14847940	0.000366	73.101638
ChrZ	14800001	15000000	ChrZ	14580133	14847940	superscaffold26	14580133	14847940	0.000298	59.510732
ChrZ	15000001	15200000	ChrZ	15179261	15451280	superscaffold26	15179261	15451280	0.000253	50.516938
ChrZ	15200001	15400000	ChrZ	15179261	15451280	superscaffold26	15179261	15451280	0.000216	43.246813
ChrZ	15400001	15600000	ChrZ	15401520	15669138	superscaffold26	15401520	15669138	0.000335	66.914256
ChrZ	15600001	15800000	ChrZ	15616151	15867401	superscaffold26	15616151	15867401	0.000394	78.810897
ChrZ	15800001	16000000	ChrZ	15616151	15867401	superscaffold26	15616151	15867401	0.000345	69.032327
ChrZ	16000001	16200000	ChrZ	16006524	16283177	superscaffold26	16006524	16283177	0.000284	56.706303
ChrZ	16200001	16400000	ChrZ	16203269	16435128	superscaffold26	16203269	16435128	0.000346	69.23934
ChrZ	16400001	16600000	ChrZ	16565192	16822666	superscaffold26	16565192	16822666	0.000326	65.193595
ChrZ	16600001	16800000	ChrZ	16565192	16822666	superscaffold26	16565192	16822666	0.00043	86.038755
ChrZ	16800001	17000000	ChrZ	16565192	16822666	superscaffold26	16565192	16822666	0.000549	109.836845
ChrZ	17000001	17200000	ChrZ	17157554	17359649	superscaffold26	17157554	17359649	0.000368	73.652614
ChrZ	17200001	17400000	ChrZ	17308204	17567890	superscaffold26	17308204	17567890	0.000491	98.297379
ChrZ	17400001	17600000	ChrZ	17518455	17779265	superscaffold26	17518455	17779265	0.000307	61.481207
ChrZ	17600001	17800000	ChrZ	17728328	17944757	superscaffold26	17728328	17944757	0.000288	57.636337
ChrZ	17800001	18000000	ChrZ	17728328	17944757	superscaffold26	17728328	17944757	0.000371	74.287985
ChrZ	18000001	18200000	ChrZ	18084704	18336181	superscaffold26	18084704	18336181	0.000394	78.767434
ChrZ	18200001	18400000	ChrZ	18279811	18578979	superscaffold26	18279811	18578979	0.000315	63.018743
ChrZ	18400001	18600000	ChrZ	18510094	18811417	superscaffold26	18510094	18811417	0.000203	40.613781
ChrZ	18600001	18800000	ChrZ	18750019	19029766	superscaffold26	18750019	19029766	0.000219	43.830396
ChrZ	18800001	19000000	ChrZ	18750019	19029766	superscaffold26	18750019	19029766	0.000194	38.727361
ChrZ	19000001	19200000	ChrZ	18750019	19029766	superscaffold26	18750019	19029766	0.000148	29.523128
ChrZ	19200001	19400000	ChrZ	19194662	19474193	superscaffold26	19194662	19474193	0.000205	40.919093
ChrZ	19400001	19600000	ChrZ	19416232	19754052	superscaffold26	19416232	19754052	0.000226	45.127677
ChrZ	19600001	19800000	ChrZ	19684409	19964607	superscaffold26	19684409	19964607	0.000251	50.211252
ChrZ	19800001	20000000	ChrZ	19917993	20120516	superscaffold26	19917993	20120516	0.000355	70.971305
ChrZ	20000001	20200000	ChrZ	19917993	20120516	superscaffold26	19917993	20120516	0.000413	82.505525
ChrZ	20200001	20400000	ChrZ	20246119	20475169	superscaffold26	20246119	20475169	0.000324	64.731726
ChrZ	20400001	20600000	ChrZ	20431444	20679264	superscaffold26	20431444	20679264	0.0003	59.97613
ChrZ	20600001	20800000	ChrZ	20619747	20891229	superscaffold26	20619747	20891229	0.000296	59.104439
ChrZ	20800001	21000000	ChrZ	20841904	21097900	superscaffold26	20841904	21097900	0.000292	58.422679
ChrZ	21000001	21200000	ChrZ	20841904	21097900	superscaffold26	20841904	21097900	0.000279	55.837026
ChrZ	21200001	21400000	ChrZ	21213000	21482294	superscaffold26	21213000	21482294	0.000274	54.800596
ChrZ	21400001	21600000	ChrZ	21436443	21679975	superscaffold26	21436443	21679975	0.000291	58.166416
ChrZ	21600001	21800000	ChrZ	21637496	21874374	superscaffold26	21637496	21874374	0.000269	53.769743
ChrZ	21800001	22000000	ChrZ	21823212	22079053	superscaffold26	21823212	22079053	0.000263	52.677598
ChrZ	22000001	22200000	ChrZ	21823212	22079053	superscaffold26	21823212	22079053	0.000203	40.535147
ChrZ	22200001	22400000	ChrZ	22268908	22517745	superscaffold26	22268908	22517745	0.000168	33.592929
ChrZ	22400001	22600000	ChrZ	22467874	22741482	superscaffold26	22467874	22741482	0.000167	33.339551
ChrZ	22600001	22800000	ChrZ	22692128	22935382	superscaffold26	22692128	22935382	0.000248	49.684544
ChrZ	22800001	23000000	ChrZ	22887583	23107491	superscaffold26	22887583	23107491	0.000358	71.655767
ChrZ	23000001	23200000	ChrZ	23067035	23259107	superscaffold26	23067035	23259107	0.000387	77.462019
ChrZ	23200001	23400000	ChrZ	23067035	23259107	superscaffold26	23067035	23259107	0.000455	91.018354
ChrZ	23400001	23600000	ChrZ	23525910	23745593	superscaffold26	23525910	23745593	0.000336	67.193896
ChrZ	23600001	23800000	ChrZ	23703676	23932016	superscaffold26	23703676	23932016	0.000444	88.704987
ChrZ	23800001	24000000	ChrZ	23867264	24141339	superscaffold26	23867264	24141339	0.000365	73.018382
ChrZ	24000001	24200000	ChrZ	24101950	24356708	superscaffold26	24101950	24356708	0.000329	65.87609
ChrZ	24200001	24400000	ChrZ	24101950	24356708	superscaffold26	24101950	24356708	0.000325	65.006975
ChrZ	24400001	24600000	ChrZ	24525281	24754795	superscaffold26	24525281	24754795	0.000331	66.269281
ChrZ	24600001	24800000	ChrZ	24716640	24945129	superscaffold26	24716640	24945129	0.000456	91.263836
ChrZ	24800001	25000000	ChrZ	24897864	25100499	superscaffold26	24897864	25100499	0.000374	74.746712
ChrZ	25000001	25200000	ChrZ	25100571	25309863	superscaffold26	25100571	25309863	0.000273	54.682419
ChrZ	25200001	25400000	ChrZ	25100571	25309863	superscaffold26	25100571	25309863	0.000269	53.760698
ChrZ	25400001	25600000	ChrZ	25453973	25662297	superscaffold54	16027547	16235869	0.000474	94.701632
ChrZ	25600001	25800000	ChrZ	25614242	25848366	superscaffold54	15841478	16075600	0.000527	105.400862
ChrZ	25800001	26000000	ChrZ	25958051	26145649	superscaffold54	15544195	15731791	0.000583	116.584991
ChrZ	26000001	26200000	ChrZ	26104104	26341313	superscaffold54	15348531	15585738	0.000513	102.598219
ChrZ	26200001	26400000	ChrZ	26104104	26341313	superscaffold54	15348531	15585738	0.000376	75.122373
ChrZ	26400001	26600000	ChrZ	26495724	26742414	superscaffold54	14947430	15194118	0.000345	68.914703
ChrZ	26600001	26800000	ChrZ	26693691	26914423	superscaffold54	14775421	14996151	0.000417	83.473804
ChrZ	26800001	27000000	ChrZ	26874290	27139131	superscaffold54	14550713	14815552	0.000385	77.031347
ChrZ	27000001	27200000	ChrZ	27084143	27332117	superscaffold54	14357727	14605699	0.000391	78.288658
ChrZ	27200001	27400000	ChrZ	27084143	27332117	superscaffold54	14357727	14605699	0.000519	103.834536
ChrZ	27400001	27600000	ChrZ	27590693	27761108	superscaffold54	13928736	14099149	0.000576	115.265999
ChrZ	27600001	27800000	ChrZ	27726177	27913340	superscaffold54	13776504	13963665	0.000793	158.501309
ChrZ	27800001	28000000	ChrZ	27875940	28075928	superscaffold54	13613916	13813902	0.000609	121.785214
ChrZ	28000001	28200000	ChrZ	28031507	28257632	superscaffold54	13432212	13658335	0.000495	99.066424
ChrZ	28200001	28400000	ChrZ	28205651	28461925	superscaffold54	13227919	13484191	0.000407	81.493371
ChrZ	28400001	28600000	ChrZ	28205651	28461925	superscaffold54	13227919	13484191	0.000423	84.520579
ChrZ	28600001	28800000	ChrZ	28794845	29043726	superscaffold54	12646118	12894997	0.00076	152.001026
ChrZ	28800001	29000000	ChrZ	28996932	29244015	superscaffold54	12445829	12692910	0.000697	139.342326
ChrZ	29000001	29200000	ChrZ	29176978	29426663	superscaffold54	12263181	12512864	0.000396	79.140342
ChrZ	29200001	29400000	ChrZ	29176978	29426663	superscaffold54	12263181	12512864	0.000369	73.847832
ChrZ	29400001	29600000	ChrZ	29176978	29426663	superscaffold54	12263181	12512864	0.000873	174.67948
ChrZ	29600001	29800000	ChrZ	29792839	29939834	superscaffold54	11750010	11897003	0.00154	308.0113
ChrZ	29800001	30000000	ChrZ	29914988	30076690	superscaffold54	11613154	11774854	0.001507	301.320943
ChrZ	30000001	30200000	ChrZ	30197304	30424597	superscaffold54	11265247	11492538	0.001168	233.676483
ChrZ	30200001	30400000	ChrZ	30372492	30645349	superscaffold54	11044495	11317350	0.000884	176.871459
ChrZ	30400001	30600000	ChrZ	30372492	30645349	superscaffold54	11044495	11317350	0.000543	108.57055
ChrZ	30600001	30800000	ChrZ	30372492	30645349	superscaffold54	11044495	11317350	0.00062	124.039869
ChrZ	30800001	31000000	ChrZ	30933107	31178917	superscaffold54	10510927	10756735	0.000652	130.481932
ChrZ	31000001	31200000	ChrZ	31118480	31509195	superscaffold54	10180649	10571362	0.000343	68.686706
ChrZ	31200001	31400000	ChrZ	31118480	31509195	superscaffold54	10180649	10571362	0.000226	45.172517
ChrZ	31400001	31600000	ChrZ	31118480	31509195	superscaffold54	10180649	10571362	0.00045	90.061584
ChrZ	31600001	31800000	ChrZ	31760389	31923164	superscaffold54	9766680	9929453	0.000863	172.662421
ChrZ	31800001	32000000	ChrZ	31888023	32042435	superscaffold54	9647409	9801819	0.000931	186.164158
ChrZ	32000001	32200000	ChrZ	32132010	32276446	superscaffold54	9413398	9557832	0.000792	158.431319
ChrZ	32200001	32400000	ChrZ	32371587	32550637	superscaffold54	9139207	9318255	0.000896	179.193102
ChrZ	32400001	32600000	ChrZ	32371587	32550637	superscaffold54	9139207	9318255	0.000596	119.137936
ChrZ	32600001	32800000	ChrZ	32737454	32875915	superscaffold54	8813929	8952388	0.000909	181.883771
ChrZ	32800001	33000000	ChrZ	32971775	33152585	superscaffold54	8537259	8718067	0.000814	162.885639
ChrZ	33000001	33200000	ChrZ	33127877	33297205	superscaffold54	8392639	8561965	0.00088	176.08556
ChrZ	33200001	33400000	ChrZ	33264327	33502672	superscaffold54	8187172	8425515	0.000843	168.597139
ChrZ	33400001	33600000	ChrZ	33446157	33733997	superscaffold54	7955847	8243685	0.00058	115.972312
ChrZ	33600001	33800000	ChrZ	33446157	33733997	superscaffold54	7955847	8243685	0.000515	103.064019
ChrZ	33800001	34000000	ChrZ	33908010	34206922	superscaffold54	7482922	7781832	0.000487	97.322165
ChrZ	34000001	34200000	ChrZ	34158144	34382483	superscaffold54	7307361	7531698	0.000501	100.186395
ChrZ	34200001	34400000	ChrZ	34332243	34575919	superscaffold54	7113925	7357599	0.00061	122.006785
ChrZ	34400001	34600000	ChrZ	34530891	34754191	superscaffold54	6935653	7158951	0.000541	108.265894
ChrZ	34600001	34800000	ChrZ	34530891	34754191	superscaffold54	6935653	7158951	0.000727	145.346702
ChrZ	34800001	35000000	ChrZ	34916012	35096505	superscaffold54	6593339	6773830	0.000702	140.473128
ChrZ	35000001	35200000	ChrZ	35056570	35296633	superscaffold54	6393211	6633272	0.000946	189.247041
ChrZ	35200001	35400000	ChrZ	35237825	35500726	superscaffold54	6189118	6452017	0.000781	156.268144
ChrZ	35400001	35600000	ChrZ	35453017	35729287	superscaffold54	5960557	6236825	0.000713	142.692125
ChrZ	35600001	35800000	ChrZ	35453017	35729287	superscaffold54	5960557	6236825	0.000908	181.679149
ChrZ	35800001	36000000	ChrZ	35856896	36084832	superscaffold54	5605012	5832946	0.00104	208.024477
ChrZ	36000001	36200000	ChrZ	36044566	36261949	superscaffold54	5427895	5645276	0.000807	161.420116
ChrZ	36200001	36400000	ChrZ	36389164	36526063	superscaffold54	5163781	5300678	0.000978	195.640247
ChrZ	36400001	36600000	ChrZ	36498498	36641425	superscaffold54	5048419	5191344	0.001524	304.706257
ChrZ	36600001	36800000	ChrZ	36604847	36832791	superscaffold54	4857053	5084995	0.000908	181.553759
ChrZ	36800001	37000000	ChrZ	36604847	36832791	superscaffold54	4857053	5084995	0.000992	198.474009
ChrZ	37000001	37200000	ChrZ	37186907	37315616	superscaffold54	4374228	4502935	0.001779	355.70492
ChrZ	37200001	37400000	ChrZ	37289512	37430152	superscaffold54	4259692	4400330	0.001366	273.29324
ChrZ	37400001	37600000	ChrZ	37527400	37696707	superscaffold54	3993137	4162442	0.001422	284.492214
ChrZ	37600001	37800000	ChrZ	37652646	37837050	superscaffold54	3852794	4037196	0.001081	216.130943
ChrZ	37800001	38000000	ChrZ	37652646	37837050	superscaffold54	3852794	4037196	0.000917	183.396148
ChrZ	38000001	38200000	ChrZ	38092288	38244872	superscaffold54	3444972	3597554	0.000947	189.410078
ChrZ	38200001	38400000	ChrZ	38320144	38434557	superscaffold54	3255287	3369698	0.001637	327.377654
ChrZ	38400001	38600000	ChrZ	38541879	38691020	superscaffold54	2998824	3147963	0.001304	260.837076
ChrZ	38600001	38800000	ChrZ	38764869	38887119	superscaffold54	2802725	2924973	0.001255	250.999823
ChrZ	38800001	39000000	ChrZ	38764869	38887119	superscaffold54	2802725	2924973	0.001379	275.715821
ChrZ	39000001	39200000	ChrZ	39102185	39258607	superscaffold54	2431237	2587657	0.001128	225.58694
ChrZ	39200001	39400000	ChrZ	39364547	39535330	superscaffold54	2154514	2325295	0.00083	166.006392
ChrZ	39400001	39600000	ChrZ	39509759	39676580	superscaffold54	2013264	2180083	0.00086	172.096107
ChrZ	39600001	39800000	ChrZ	39775379	39949361	superscaffold54	1740483	1914463	0.000804	160.752786
ChrZ	39800001	40000000	ChrZ	39775379	39949361	superscaffold54	1740483	1914463	0.000869	173.766804
ChrZ	40000001	40200000	ChrZ	40083160	40264284	superscaffold54	1425560	1606682	0.000758	151.510921
ChrZ	40200001	40400000	ChrZ	40371644	40613628	superscaffold54	1076216	1318198	0.000629	125.76212
ChrZ	40400001	40600000	ChrZ	40559781	40746938	superscaffold54	942906	1130061	0.00052	104.096815
ChrZ	40600001	40800000	ChrZ	40717422	40889019	superscaffold54	800825	972420	0.000789	157.857659
ChrZ	40800001	41000000	ChrZ	40851285	41029398	superscaffold54	660446	838557	0.001015	202.998157
ChrZ	41000001	41200000	ChrZ	40851285	41029398	superscaffold54	660446	838557	0.000781	156.235662
ChrZ	41200001	41400000	ChrZ	41287712	41465412	superscaffold54	224432	402130	0.000831	166.111633
ChrZ	41400001	41600000	ChrZ	41436043	41689687	superscaffold54	157	253799	0.000666	133.165238
ChrZ	41600001	41800000	ChrZ	41690707	41935689	superscaffold35	865	245847	0.00054	107.934056
ChrZ	41800001	42000000	ChrZ	41903210	42062235	superscaffold35	213368	372393	0.000652	130.43731
ChrZ	42000001	42200000	ChrZ	41903210	42062235	superscaffold35	213368	372393	0.00065	130.006467
ChrZ	42200001	42400000	ChrZ	42329838	42524657	superscaffold35	639996	834815	0.000827	165.465147
ChrZ	42400001	42600000	ChrZ	42491006	42674234	superscaffold35	801164	984392	0.000919	183.781787
ChrZ	42600001	42800000	ChrZ	42631814	42874439	superscaffold35	941972	1184597	0.00073	146.063098
ChrZ	42800001	43000000	ChrZ	42966459	43145737	superscaffold35	1276617	1455895	0.001228	245.561707
ChrZ	43000001	43200000	ChrZ	42966459	43145737	superscaffold35	1276617	1455895	0.000842	168.413753
ChrZ	43200001	43400000	ChrZ	43278813	43485322	superscaffold35	1588971	1795480	0.000621	124.279368
ChrZ	43400001	43600000	ChrZ	43594449	43759798	superscaffold35	1904607	2069956	0.000939	187.765695
ChrZ	43600001	43800000	ChrZ	43718835	43889911	superscaffold35	2028993	2200069	0.001234	246.897278
ChrZ	43800001	44000000	ChrZ	43988936	44140793	superscaffold35	2299094	2450951	0.001536	307.296858
ChrZ	44000001	44200000	ChrZ	43988936	44140793	superscaffold35	2299094	2450951	0.001648	329.544608
ChrZ	44200001	44400000	ChrZ	44381478	44528952	superscaffold35	2691636	2839110	0.001223	244.617551
ChrZ	44400001	44600000	ChrZ	44504960	44689082	superscaffold35	2815118	2999240	0.001837	367.429921
ChrZ	44600001	44800000	ChrZ	44780823	44934525	superscaffold35	3090981	3244683	0.001751	350.157471
ChrZ	44800001	45000000	ChrZ	44898751	45081083	superscaffold35	3208909	3391241	0.001222	244.328773
ChrZ	45000001	45200000	ChrZ	45052797	45211461	superscaffold35	3362955	3521619	0.00064	127.900187
ChrZ	45200001	45400000	ChrZ	45052797	45211461	superscaffold35	3362955	3521619	0.000683	136.501278
ChrZ	45400001	45600000	ChrZ	45517100	45700565	superscaffold35	3827258	4010723	0.000606	121.271808
ChrZ	45600001	45800000	ChrZ	45778756	45888409	superscaffold35	4088914	4198567	0.001005	201.038272
ChrZ	45800001	46000000	ChrZ	45965946	46144127	superscaffold35	4276104	4454285	0.001409	281.871854
ChrZ	46000001	46200000	ChrZ	46112214	46245790	superscaffold35	4422372	4555948	0.001117	223.352463
ChrZ	46200001	46400000	ChrZ	46112214	46245790	superscaffold35	4422372	4555948	0.001838	367.691706
ChrZ	46400001	46600000	ChrZ	46533219	46739376	superscaffold36	8970182	9176337	0.001066	213.102623
ChrZ	46600001	46800000	ChrZ	46692828	46881195	superscaffold36	8828363	9016728	0.000714	142.851306
ChrZ	46800001	47000000	ChrZ	46984332	47152440	superscaffold36	8557118	8725224	0.001306	261.258867
ChrZ	47000001	47200000	ChrZ	47114432	47313309	superscaffold36	8396249	8595124	0.001373	274.623536
ChrZ	47200001	47400000	ChrZ	47114432	47313309	superscaffold36	8396249	8595124	0.000813	162.534514
ChrZ	47400001	47600000	ChrZ	47533510	47671141	superscaffold36	8038417	8176046	0.001124	224.868016
ChrZ	47600001	47800000	ChrZ	47640277	47847942	superscaffold36	7861616	8069279	0.000814	162.756481
ChrZ	47800001	48000000	ChrZ	47928382	48062408	superscaffold36	7647150	7781174	0.001282	256.310602
ChrZ	48000001	48200000	ChrZ	48156670	48286273	superscaffold36	7423285	7552886	0.001092	218.421493
ChrZ	48200001	48400000	ChrZ	48156670	48286273	superscaffold36	7423285	7552886	0.001621	324.136929
ChrZ	48400001	48600000	ChrZ	48533726	48676072	superscaffold36	7033486	7175830	0.001255	251.02655
ChrZ	48600001	48800000	ChrZ	48771389	48924269	superscaffold36	6785289	6938167	0.000696	139.256651
ChrZ	48800001	49000000	ChrZ	48898845	49082631	superscaffold36	6626927	6810711	0.00068	136.006222
ChrZ	49000001	49200000	ChrZ	49041907	49246635	superscaffold36	6462923	6667649	0.000727	145.415613
ChrZ	49200001	49400000	ChrZ	49206876	49410082	superscaffold36	6299476	6502680	0.000719	143.766009
ChrZ	49400001	49600000	ChrZ	49206876	49410082	superscaffold36	6299476	6502680	0.001189	237.824595
ChrZ	49600001	49800000	ChrZ	49772514	49915006	superscaffold36	5794552	5937042	0.001137	227.312232
ChrZ	49800001	50000000	ChrZ	49997322	50151906	superscaffold36	5557652	5712234	0.000944	188.771071
ChrZ	50000001	50200000	ChrZ	50124641	50273334	superscaffold36	5436224	5584915	0.000768	153.612285
ChrZ	50200001	50400000	ChrZ	50229988	50410635	superscaffold36	5298923	5479568	0.00072	144.082777
ChrZ	50400001	50600000	ChrZ	50229988	50410635	superscaffold36	5298923	5479568	0.00096	191.969066
ChrZ	50600001	50800000	ChrZ	50789141	51008553	superscaffold36	4701005	4920415	0.00112	223.947887
ChrZ	50800001	51000000	ChrZ	50969723	51166019	superscaffold36	4543539	4739833	0.000777	155.428591
ChrZ	51000001	51200000	ChrZ	51121690	51308148	superscaffold36	4401410	4587866	0.000825	165.056858
ChrZ	51200001	51400000	ChrZ	51277682	51458832	superscaffold36	4250726	4431874	0.000788	157.538739
ChrZ	51400001	51600000	ChrZ	51277682	51458832	superscaffold36	4250726	4431874	0.001231	246.252943
ChrZ	51600001	51800000	ChrZ	51791602	51986863	superscaffold36	3722695	3917954	0.001212	242.389743
ChrZ	51800001	52000000	ChrZ	51947436	52184764	superscaffold36	3524794	3762120	0.000735	146.985716
ChrZ	52000001	52200000	ChrZ	52193581	52311020	superscaffold36	3398538	3515975	0.000612	122.448684
ChrZ	52200001	52400000	ChrZ	52311403	52552701	superscaffold36	3156857	3398153	0.000243	48.613759
