ChrZ	superscaffold26	8531818	8531976	8531818	8531976
ChrZ	superscaffold26	8587973	8588131	8587973	8588131
ChrZ	superscaffold26	8684779	8684931	8684779	8684931
ChrZ	superscaffold26	8781798	8782535	8781798	8782535
ChrZ	superscaffold26	9155570	9245854	9155570	9245854
ChrZ	superscaffold26	9232493	9232648	9232493	9232648
ChrZ	superscaffold26	9567909	9568073	9567909	9568073
ChrZ	superscaffold26	9764824	9848755	9764824	9848755
ChrZ	superscaffold26	10100854	10115428	10100854	10115428
ChrZ	superscaffold26	10118556	10129629	10118556	10129629
ChrZ	superscaffold26	10146294	10146632	10146294	10146632
ChrZ	superscaffold26	10147071	10147802	10147071	10147802
ChrZ	superscaffold26	10158128	10163167	10158128	10163167
ChrZ	superscaffold26	10193282	10207848	10193282	10207848
ChrZ	superscaffold26	10252034	10288891	10252034	10288891
ChrZ	superscaffold26	10359416	10370754	10359416	10370754
ChrZ	superscaffold26	10378276	10458049	10378276	10458049
ChrZ	superscaffold26	10388587	10389150	10388587	10389150
ChrZ	superscaffold26	10392085	10396510	10392085	10396510
ChrZ	superscaffold26	10398481	10399044	10398481	10399044
ChrZ	superscaffold26	10502372	10523255	10502372	10523255
ChrZ	superscaffold26	10550614	10562115	10550614	10562115
ChrZ	superscaffold26	10568515	10592442	10568515	10592442
ChrZ	superscaffold26	10599639	10603766	10599639	10603766
ChrZ	superscaffold26	10612196	10612669	10612196	10612669
ChrZ	superscaffold26	10634976	10636861	10634976	10636861
ChrZ	superscaffold26	10635726	10636037	10635726	10636037
ChrZ	superscaffold26	10644596	10646434	10644596	10646434
ChrZ	superscaffold26	10645382	10645693	10645382	10645693
ChrZ	superscaffold26	10672924	10712018	10672924	10712018
ChrZ	superscaffold26	10708199	10708522	10708199	10708522
ChrZ	superscaffold26	10786904	10892092	10786904	10892092
ChrZ	superscaffold26	10932107	10932520	10932107	10932520
ChrZ	superscaffold26	10941645	10946198	10941645	10946198
ChrZ	superscaffold26	10954231	10956098	10954231	10956098
ChrZ	superscaffold26	11378582	11446954	11378582	11446954
ChrZ	superscaffold26	11517654	11522878	11517654	11522878
ChrZ	superscaffold26	11553712	11554315	11553712	11554315
ChrZ	superscaffold26	11609475	11613344	11609475	11613344
ChrZ	superscaffold26	11646769	11658466	11646769	11658466
ChrZ	superscaffold26	11665918	11682619	11665918	11682619
ChrZ	superscaffold26	11691117	11700135	11691117	11700135
ChrZ	superscaffold26	11706622	11718672	11706622	11718672
ChrZ	superscaffold26	11722091	11726404	11722091	11726404
ChrZ	superscaffold26	11728947	11733698	11728947	11733698
ChrZ	superscaffold26	11734065	11734577	11734065	11734577
ChrZ	superscaffold26	11819829	11824695	11819829	11824695
ChrZ	superscaffold26	11971483	12006851	11971483	12006851
ChrZ	superscaffold26	12056463	12111390	12056463	12111390
ChrZ	superscaffold26	12162449	12179583	12162449	12179583
ChrZ	superscaffold26	12204845	12211412	12204845	12211412
ChrZ	superscaffold26	12212637	12213778	12212637	12213778
ChrZ	superscaffold26	12372347	12373796	12372347	12373796
ChrZ	superscaffold26	12376269	12378107	12376269	12378107
ChrZ	superscaffold26	12394411	12408182	12394411	12408182
ChrZ	superscaffold26	12424461	12424958	12424461	12424958
ChrZ	superscaffold26	12430473	12431862	12430473	12431862
ChrZ	superscaffold26	12444824	12448403	12444824	12448403
ChrZ	superscaffold26	12470671	12511174	12470671	12511174
ChrZ	superscaffold26	12536692	12541422	12536692	12541422
ChrZ	superscaffold26	12543980	12552803	12543980	12552803
ChrZ	superscaffold26	12554925	12555089	12554925	12555089
ChrZ	superscaffold26	12584513	12584680	12584513	12584680
ChrZ	superscaffold26	12587460	12588096	12587460	12588096
ChrZ	superscaffold26	12591973	12603885	12591973	12603885
ChrZ	superscaffold26	12614374	12621997	12614374	12621997
ChrZ	superscaffold26	12629605	12655255	12629605	12655255
ChrZ	superscaffold26	12699689	12699952	12699689	12699952
ChrZ	superscaffold26	12833288	12958068	12833288	12958068
ChrZ	superscaffold26	13051870	13061400	13051870	13061400
ChrZ	superscaffold26	13090968	13091132	13090968	13091132
ChrZ	superscaffold26	13104556	13127636	13104556	13127636
ChrZ	superscaffold26	13151467	13176634	13151467	13176634
ChrZ	superscaffold26	13199103	13210394	13199103	13210394
ChrZ	superscaffold26	13447185	13482567	13447185	13482567
ChrZ	superscaffold26	13508267	13525391	13508267	13525391
ChrZ	superscaffold26	13548936	13711072	13548936	13711072
ChrZ	superscaffold26	13562479	13562607	13562479	13562607
ChrZ	superscaffold26	13725834	13726970	13725834	13726970
ChrZ	superscaffold26	13739292	13753601	13739292	13753601
ChrZ	superscaffold26	13755685	13772762	13755685	13772762
ChrZ	superscaffold26	13786867	13801072	13786867	13801072
ChrZ	superscaffold26	13919624	13953505	13919624	13953505
ChrZ	superscaffold26	13975852	13980856	13975852	13980856
ChrZ	superscaffold26	13982917	13987630	13982917	13987630
ChrZ	superscaffold26	13989956	14001919	13989956	14001919
ChrZ	superscaffold26	14004233	14016682	14004233	14016682
ChrZ	superscaffold26	14029424	14044632	14029424	14044632
ChrZ	superscaffold26	14119911	14120075	14119911	14120075
ChrZ	superscaffold26	14123600	14123764	14123600	14123764
ChrZ	superscaffold26	14177764	14259062	14177764	14259062
ChrZ	superscaffold26	14284986	14300017	14284986	14300017
ChrZ	superscaffold26	14301277	14301441	14301277	14301441
ChrZ	superscaffold26	14312203	14318068	14312203	14318068
ChrZ	superscaffold26	14332305	14333042	14332305	14333042
ChrZ	superscaffold26	14346408	14365473	14346408	14365473
ChrZ	superscaffold26	14374586	14390117	14374586	14390117
ChrZ	superscaffold26	14395203	14415581	14395203	14415581
ChrZ	superscaffold26	14443314	14459104	14443314	14459104
ChrZ	superscaffold26	14576020	14636920	14576020	14636920
ChrZ	superscaffold26	14680944	14681681	14680944	14681681
ChrZ	superscaffold26	14777222	14777374	14777222	14777374
ChrZ	superscaffold26	14841301	14846898	14841301	14846898
ChrZ	superscaffold26	14852188	14854590	14852188	14854590
ChrZ	superscaffold26	14855542	14855907	14855542	14855907
ChrZ	superscaffold26	14856925	14873772	14856925	14873772
ChrZ	superscaffold26	14882377	14882541	14882377	14882541
ChrZ	superscaffold26	14890280	14892244	14890280	14892244
ChrZ	superscaffold26	14901236	14903799	14901236	14903799
ChrZ	superscaffold26	14907406	14908071	14907406	14908071
ChrZ	superscaffold26	14924574	14943121	14924574	14943121
ChrZ	superscaffold26	14948120	14981618	14948120	14981618
ChrZ	superscaffold26	14985177	15121798	14985177	15121798
ChrZ	superscaffold26	15156169	15174231	15156169	15174231
ChrZ	superscaffold26	15230627	15230791	15230627	15230791
ChrZ	superscaffold26	15312170	15312334	15312170	15312334
ChrZ	superscaffold26	15357803	15414610	15357803	15414610
ChrZ	superscaffold26	15430852	15457649	15430852	15457649
ChrZ	superscaffold26	15486645	15486809	15486645	15486809
ChrZ	superscaffold26	15488659	15488823	15488659	15488823
ChrZ	superscaffold26	15517854	15518591	15517854	15518591
ChrZ	superscaffold26	15541258	15541587	15541258	15541587
ChrZ	superscaffold26	15585966	15604883	15585966	15604883
ChrZ	superscaffold26	15612902	15682224	15612902	15682224
ChrZ	superscaffold26	15660463	15660627	15660463	15660627
ChrZ	superscaffold26	15717292	15758407	15717292	15758407
ChrZ	superscaffold26	15739975	15740304	15739975	15740304
ChrZ	superscaffold26	15740742	15741479	15740742	15741479
ChrZ	superscaffold26	15791451	15804850	15791451	15804850
ChrZ	superscaffold26	15815326	15824857	15815326	15824857
ChrZ	superscaffold26	15906330	15906491	15906330	15906491
ChrZ	superscaffold26	16106057	16106221	16106057	16106221
ChrZ	superscaffold26	16241974	16242138	16241974	16242138
ChrZ	superscaffold26	16290815	16300722	16290815	16300722
ChrZ	superscaffold26	16291315	16291578	16291315	16291578
ChrZ	superscaffold26	16308066	16347383	16308066	16347383
ChrZ	superscaffold26	16352287	16365000	16352287	16365000
ChrZ	superscaffold26	16378170	16380005	16378170	16380005
ChrZ	superscaffold26	16391374	16414701	16391374	16414701
ChrZ	superscaffold26	16432201	16455780	16432201	16455780
ChrZ	superscaffold26	16438394	16438558	16438394	16438558
ChrZ	superscaffold26	16578316	16578645	16578316	16578645
ChrZ	superscaffold26	16603702	16603866	16603702	16603866
ChrZ	superscaffold26	16694983	16761475	16694983	16761475
ChrZ	superscaffold26	16777782	16780988	16777782	16780988
ChrZ	superscaffold26	16781599	16787645	16781599	16787645
ChrZ	superscaffold26	17039899	17054370	17039899	17054370
ChrZ	superscaffold26	17079970	17085653	17079970	17085653
ChrZ	superscaffold26	17087320	17089312	17087320	17089312
ChrZ	superscaffold26	17116288	17129322	17116288	17129322
ChrZ	superscaffold26	17156618	17164675	17156618	17164675
ChrZ	superscaffold26	17168129	17173264	17168129	17173264
ChrZ	superscaffold26	17211824	17219382	17211824	17219382
ChrZ	superscaffold26	17225301	17236321	17225301	17236321
ChrZ	superscaffold26	17239943	17262085	17239943	17262085
ChrZ	superscaffold26	17268638	17311868	17268638	17311868
ChrZ	superscaffold26	17477022	17536422	17477022	17536422
ChrZ	superscaffold26	17664274	17670793	17664274	17670793
ChrZ	superscaffold26	17772750	17772914	17772750	17772914
ChrZ	superscaffold26	17875171	18066262	17875171	18066262
ChrZ	superscaffold26	18129599	18129763	18129599	18129763
ChrZ	superscaffold26	18205443	18212422	18205443	18212422
ChrZ	superscaffold26	18308449	18366560	18308449	18366560
ChrZ	superscaffold26	18613047	18623591	18613047	18623591
ChrZ	superscaffold26	18727721	18727885	18727721	18727885
ChrZ	superscaffold26	18786364	18786528	18786364	18786528
ChrZ	superscaffold26	18839554	18839718	18839554	18839718
ChrZ	superscaffold26	18947730	18948059	18947730	18948059
ChrZ	superscaffold26	18977436	18978158	18977436	18978158
ChrZ	superscaffold26	19206190	19206354	19206190	19206354
ChrZ	superscaffold26	19244337	19246658	19244337	19246658
ChrZ	superscaffold26	19266956	19309248	19266956	19309248
ChrZ	superscaffold26	19342622	19390823	19342622	19390823
ChrZ	superscaffold26	19398629	19403832	19398629	19403832
ChrZ	superscaffold26	19526036	19531357	19526036	19531357
ChrZ	superscaffold26	19579049	19604482	19579049	19604482
ChrZ	superscaffold26	19670775	19670939	19670775	19670939
ChrZ	superscaffold26	19750380	19750544	19750380	19750544
ChrZ	superscaffold26	19787619	19800971	19787619	19800971
ChrZ	superscaffold26	19904471	19904917	19904471	19904917
ChrZ	superscaffold26	19953219	19953383	19953219	19953383
ChrZ	superscaffold26	20103256	20109364	20103256	20109364
ChrZ	superscaffold26	20136708	20141437	20136708	20141437
ChrZ	superscaffold26	20146785	20151273	20146785	20151273
ChrZ	superscaffold26	20168886	20172866	20168886	20172866
ChrZ	superscaffold26	20215936	20238968	20215936	20238968
ChrZ	superscaffold26	20241910	20292199	20241910	20292199
ChrZ	superscaffold26	20292619	20334250	20292619	20334250
ChrZ	superscaffold26	20389492	20427148	20389492	20427148
ChrZ	superscaffold26	20452832	20474637	20452832	20474637
ChrZ	superscaffold26	20506889	20507053	20506889	20507053
ChrZ	superscaffold26	20510015	20520089	20510015	20520089
ChrZ	superscaffold26	20522312	20522476	20522312	20522476
ChrZ	superscaffold26	20543807	20563838	20543807	20563838
ChrZ	superscaffold26	20609798	20643375	20609798	20643375
ChrZ	superscaffold26	20681616	20681780	20681616	20681780
ChrZ	superscaffold26	20798609	20798773	20798609	20798773
ChrZ	superscaffold26	20805968	20806132	20805968	20806132
ChrZ	superscaffold26	20945437	20968388	20945437	20968388
ChrZ	superscaffold26	20975283	20981216	20975283	20981216
ChrZ	superscaffold26	20989901	21004616	20989901	21004616
ChrZ	superscaffold26	21044876	21057083	21044876	21057083
ChrZ	superscaffold26	21339551	21340287	21339551	21340287
ChrZ	superscaffold26	21554671	21559493	21554671	21559493
ChrZ	superscaffold26	21595196	21595360	21595196	21595360
ChrZ	superscaffold26	21606296	21606460	21606296	21606460
ChrZ	superscaffold26	21620269	21741686	21620269	21741686
ChrZ	superscaffold26	21662321	21662485	21662321	21662485
ChrZ	superscaffold26	21751876	21752040	21751876	21752040
ChrZ	superscaffold26	21788226	21801828	21788226	21801828
ChrZ	superscaffold26	21896804	21896968	21896804	21896968
ChrZ	superscaffold26	22299191	22299355	22299191	22299355
ChrZ	superscaffold26	22362304	22362468	22362304	22362468
ChrZ	superscaffold26	22405971	22424467	22405971	22424467
ChrZ	superscaffold26	22428967	22438884	22428967	22438884
ChrZ	superscaffold26	22465593	22465754	22465593	22465754
ChrZ	superscaffold26	22482697	22511033	22482697	22511033
ChrZ	superscaffold26	22558739	22578869	22558739	22578869
ChrZ	superscaffold26	22581590	22581811	22581590	22581811
ChrZ	superscaffold26	22719203	22770287	22719203	22770287
ChrZ	superscaffold26	22786807	22786971	22786807	22786971
ChrZ	superscaffold26	23001366	23001530	23001366	23001530
ChrZ	superscaffold26	23043290	23078585	23043290	23078585
ChrZ	superscaffold26	23082538	23087906	23082538	23087906
ChrZ	superscaffold26	23098685	23185979	23098685	23185979
ChrZ	superscaffold26	23261612	23261767	23261612	23261767
ChrZ	superscaffold26	23379924	23380088	23379924	23380088
ChrZ	superscaffold26	23557332	23557496	23557332	23557496
ChrZ	superscaffold26	23669273	23727241	23669273	23727241
ChrZ	superscaffold26	23711328	23711492	23711328	23711492
ChrZ	superscaffold26	23762028	23801762	23762028	23801762
ChrZ	superscaffold26	23826109	23827945	23826109	23827945
ChrZ	superscaffold26	23989159	24143532	23989159	24143532
ChrZ	superscaffold26	24176863	24197538	24176863	24197538
ChrZ	superscaffold26	24202458	24215753	24202458	24215753
ChrZ	superscaffold26	24220832	24238669	24220832	24238669
ChrZ	superscaffold26	24242477	24243241	24242477	24243241
ChrZ	superscaffold26	24246696	24265328	24246696	24265328
ChrZ	superscaffold26	24270164	24288939	24270164	24288939
ChrZ	superscaffold26	24302755	24303084	24302755	24303084
ChrZ	superscaffold26	24308028	24332608	24308028	24332608
ChrZ	superscaffold26	24421626	24486655	24421626	24486655
ChrZ	superscaffold26	24517419	24534439	24517419	24534439
ChrZ	superscaffold26	24883588	24952762	24883588	24952762
ChrZ	superscaffold26	24957567	24957677	24957567	24957677
ChrZ	superscaffold26	25201966	25202130	25201966	25202130
ChrZ	superscaffold54	16270467	16271204	25424376	25423639
ChrZ	superscaffold54	16224278	16224442	25470565	25470401
ChrZ	superscaffold54	16012807	16038642	25682036	25656201
ChrZ	superscaffold54	15907906	15908070	25786937	25786773
ChrZ	superscaffold54	15751225	15770541	25943618	25924302
ChrZ	superscaffold54	15735506	15741078	25959337	25953765
ChrZ	superscaffold54	15730111	15730314	25964732	25964529
ChrZ	superscaffold54	15712628	15726881	25982215	25967962
ChrZ	superscaffold54	15664768	15687068	26030075	26007775
ChrZ	superscaffold54	15620590	15654571	26074253	26040272
ChrZ	superscaffold54	15604215	15611900	26090628	26082943
ChrZ	superscaffold54	15552992	15553156	26141851	26141687
ChrZ	superscaffold54	15515742	15545100	26179101	26149743
ChrZ	superscaffold54	15497659	15504365	26197184	26190478
ChrZ	superscaffold54	15449678	15492633	26245165	26202210
ChrZ	superscaffold54	15329145	15395104	26365698	26299739
ChrZ	superscaffold54	15250598	15307446	26444245	26387397
ChrZ	superscaffold54	15206616	15222026	26488227	26472817
ChrZ	superscaffold54	15157246	15200074	26537597	26494769
ChrZ	superscaffold54	14931926	14948626	26762917	26746217
ChrZ	superscaffold54	14870219	14921542	26824624	26773301
ChrZ	superscaffold54	14658814	14798536	27036029	26896307
ChrZ	superscaffold54	14489611	14500553	27205232	27194290
ChrZ	superscaffold54	14395863	14414165	27298980	27280678
ChrZ	superscaffold54	14353600	14391572	27341243	27303271
ChrZ	superscaffold54	14327410	14327574	27367433	27367269
ChrZ	superscaffold54	14326108	14326437	27368735	27368406
ChrZ	superscaffold54	14254280	14277996	27440563	27416847
ChrZ	superscaffold54	14211505	14221208	27483338	27473635
ChrZ	superscaffold54	14195595	14197149	27499248	27497694
ChrZ	superscaffold54	14089404	14090456	27605439	27604387
ChrZ	superscaffold54	14016801	14126273	27678042	27568570
ChrZ	superscaffold54	13888146	13972351	27806697	27722492
ChrZ	superscaffold54	13833472	13833636	27861371	27861207
ChrZ	superscaffold54	13701265	13722385	27993578	27972458
ChrZ	superscaffold54	13683027	13699190	28011816	27995653
ChrZ	superscaffold54	13642027	13665645	28052816	28029198
ChrZ	superscaffold54	13556769	13627308	28138074	28067535
ChrZ	superscaffold54	13548135	13548581	28146708	28146262
ChrZ	superscaffold54	13526011	13540125	28168832	28154718
ChrZ	superscaffold54	13496888	13500497	28197955	28194346
ChrZ	superscaffold54	13459329	13485307	28235514	28209536
ChrZ	superscaffold54	13395187	13395351	28299656	28299492
ChrZ	superscaffold54	13342251	13359640	28352592	28335203
ChrZ	superscaffold54	13331585	13335775	28363258	28359068
ChrZ	superscaffold54	13312293	13329650	28382550	28365193
ChrZ	superscaffold54	13294374	13308943	28400469	28385900
ChrZ	superscaffold54	13274155	13274484	28420688	28420359
ChrZ	superscaffold54	13258090	13259856	28436753	28434987
ChrZ	superscaffold54	13240055	13240384	28454788	28454459
ChrZ	superscaffold54	13130972	13131136	28563871	28563707
ChrZ	superscaffold54	12926716	12950812	28768127	28744031
ChrZ	superscaffold54	12866526	12922057	28828317	28772786
ChrZ	superscaffold54	12817737	12826621	28877106	28868222
ChrZ	superscaffold54	12809627	12815957	28885216	28878886
ChrZ	superscaffold54	12794042	12797761	28900801	28897082
ChrZ	superscaffold54	12749143	12749295	28945700	28945548
ChrZ	superscaffold54	12724909	12725073	28969934	28969770
ChrZ	superscaffold54	12625521	12627193	29069322	29067650
ChrZ	superscaffold54	12611734	12618055	29083109	29076788
ChrZ	superscaffold54	12510950	12586693	29183893	29108150
ChrZ	superscaffold54	12434697	12482805	29260146	29212038
ChrZ	superscaffold54	12406807	12407136	29288036	29287707
ChrZ	superscaffold54	12405947	12406111	29288896	29288732
ChrZ	superscaffold54	12263845	12277339	29430998	29417504
ChrZ	superscaffold54	12214552	12230032	29480291	29464811
ChrZ	superscaffold54	12133410	12201865	29561433	29492978
ChrZ	superscaffold54	11969003	12003750	29725840	29691093
ChrZ	superscaffold54	11914420	11921977	29780423	29772866
ChrZ	superscaffold54	11903606	11904746	29791237	29790097
ChrZ	superscaffold54	11898338	11901350	29796505	29793493
ChrZ	superscaffold54	11875546	11885805	29819297	29809038
ChrZ	superscaffold54	11863117	11868730	29831726	29826113
ChrZ	superscaffold54	11845042	11860790	29849801	29834053
ChrZ	superscaffold54	11841789	11842781	29853054	29852062
ChrZ	superscaffold54	11825673	11838259	29869170	29856584
ChrZ	superscaffold54	11800600	11813814	29894243	29881029
ChrZ	superscaffold54	11793304	11798276	29901539	29896567
ChrZ	superscaffold54	11780460	11788899	29914383	29905944
ChrZ	superscaffold54	11767567	11769120	29927276	29925723
ChrZ	superscaffold54	11736182	11749574	29958661	29945269
ChrZ	superscaffold54	11720227	11725375	29974616	29969468
ChrZ	superscaffold54	11622968	11693852	30071875	30000991
ChrZ	superscaffold54	11463770	11464655	30231073	30230188
ChrZ	superscaffold54	11424627	11441827	30270216	30253016
ChrZ	superscaffold54	11402314	11409053	30292529	30285790
ChrZ	superscaffold54	11387743	11397117	30307100	30297726
ChrZ	superscaffold54	11368867	11384009	30325976	30310834
ChrZ	superscaffold54	11205275	11345519	30489568	30349324
ChrZ	superscaffold54	11005315	11086274	30689528	30608569
ChrZ	superscaffold54	10993728	10994413	30701115	30700430
ChrZ	superscaffold54	10987973	10990206	30706870	30704637
ChrZ	superscaffold54	10965556	10969099	30729287	30725744
ChrZ	superscaffold54	10598639	10598749	31096204	31096094
ChrZ	superscaffold54	10506756	10506920	31188087	31187923
ChrZ	superscaffold54	10457815	10567873	31237028	31126970
ChrZ	superscaffold54	10455200	10455364	31239643	31239479
ChrZ	superscaffold54	10437084	10437248	31257759	31257595
ChrZ	superscaffold54	10156613	10188171	31538230	31506672
ChrZ	superscaffold54	9932616	10039471	31762227	31655372
ChrZ	superscaffold54	9867235	9867399	31827608	31827444
ChrZ	superscaffold54	9586458	9586613	32108385	32108230
ChrZ	superscaffold54	9425691	9425855	32269152	32268988
ChrZ	superscaffold54	9308607	9308771	32386236	32386072
ChrZ	superscaffold54	9186420	9186584	32508423	32508259
ChrZ	superscaffold54	9057156	9057320	32637687	32637523
ChrZ	superscaffold54	8937162	8937326	32757681	32757517
ChrZ	superscaffold54	8839160	8839324	32855683	32855519
ChrZ	superscaffold54	8748014	8748328	32946829	32946515
ChrZ	superscaffold54	8694829	8739025	33000014	32955818
ChrZ	superscaffold54	8681127	8691467	33013716	33003376
ChrZ	superscaffold54	8660960	8661124	33033883	33033719
ChrZ	superscaffold54	8355421	8382279	33339422	33312564
ChrZ	superscaffold54	8153982	8154146	33540861	33540697
ChrZ	superscaffold54	8114007	8141013	33580836	33553830
ChrZ	superscaffold54	7618918	7619082	34075925	34075761
ChrZ	superscaffold54	7405058	7417867	34289785	34276976
ChrZ	superscaffold54	7396169	7399193	34298674	34295650
ChrZ	superscaffold54	7171562	7171726	34523281	34523117
ChrZ	superscaffold54	7109113	7369586	34585730	34325257
ChrZ	superscaffold54	7023414	7035484	34671429	34659359
ChrZ	superscaffold54	6251700	6251864	35443143	35442979
ChrZ	superscaffold54	6064626	6065016	35630217	35629827
ChrZ	superscaffold54	5782985	6033655	35911858	35661188
ChrZ	superscaffold54	5715987	5716151	35978856	35978692
ChrZ	superscaffold54	5531696	5630735	36163147	36064108
ChrZ	superscaffold54	5461133	5469623	36233710	36225220
ChrZ	superscaffold54	5265218	5444666	36429625	36250177
ChrZ	superscaffold54	5220548	5220712	36474295	36474131
ChrZ	superscaffold54	5158692	5158856	36536151	36535987
ChrZ	superscaffold54	5101472	5123581	36593371	36571262
ChrZ	superscaffold54	5045393	5093817	36649450	36601026
ChrZ	superscaffold54	5024251	5041150	36670592	36653693
ChrZ	superscaffold54	5009824	5010916	36685019	36683927
ChrZ	superscaffold54	4991299	4997031	36703544	36697812
ChrZ	superscaffold54	4952044	4982329	36742799	36712514
ChrZ	superscaffold54	4812077	4812241	36882766	36882602
ChrZ	superscaffold54	4697046	4722538	36997797	36972305
ChrZ	superscaffold54	4582635	4604913	37112208	37089930
ChrZ	superscaffold54	4561706	4576009	37133137	37118834
ChrZ	superscaffold54	4536329	4555667	37158514	37139176
ChrZ	superscaffold54	4530940	4531104	37163903	37163739
ChrZ	superscaffold54	4438058	4472911	37256785	37221932
ChrZ	superscaffold54	4367435	4404527	37327408	37290316
ChrZ	superscaffold54	4350590	4364030	37344253	37330813
ChrZ	superscaffold54	4031613	4031942	37663230	37662901
ChrZ	superscaffold54	4030437	4031174	37664406	37663669
ChrZ	superscaffold54	3817321	3830562	37877522	37864281
ChrZ	superscaffold54	3739455	3788554	37955388	37906289
ChrZ	superscaffold54	3348190	3348354	38346653	38346489
ChrZ	superscaffold54	3192874	3193044	38501969	38501799
ChrZ	superscaffold54	3050381	3104758	38644462	38590085
ChrZ	superscaffold54	2756386	2756550	38938457	38938293
ChrZ	superscaffold54	2692780	2697358	39002063	38997485
ChrZ	superscaffold54	2439333	2530421	39255510	39164422
ChrZ	superscaffold54	2421251	2426224	39273592	39268619
ChrZ	superscaffold54	2407997	2408326	39286846	39286517
ChrZ	superscaffold54	2368347	2404017	39326496	39290826
ChrZ	superscaffold54	2346774	2347394	39348069	39347449
ChrZ	superscaffold54	2266481	2297359	39428362	39397484
ChrZ	superscaffold54	2237766	2248042	39457077	39446801
ChrZ	superscaffold54	2109468	2109626	39585375	39585217
ChrZ	superscaffold54	2015828	2016565	39679015	39678278
