start	end	pair_cm	pair_cm_per_site	kosambi_r_length_region	kosambi_r_per_site	length_region
20228144	20235346	0	0	0	0	7202
20235347	20410835	0	0	0	0	175488
20410836	20418427	0	0	0	0	7591
20418428	20553916	0	0	0	0	135488
20553917	20555255	0	0	0	0	1338
20555256	20557372	0	0	0	0	2116
20557373	20559478	0	0	0	0	2105
20559479	20619745	0	0	0	0	60266
20619746	23127059	0	0	0	0	2507313
23127060	24440099	0	0	0	0	1313039
24440100	24471468	1.3255	4.22564396837541e-05	0.0132518957558956	4.22465434707205e-07	31368
24471469	24534314	0	0	0	0	62845
24534315	25933790	0.798999999999999	5.70928383858232e-07	0.00798931995959672	5.70879791321511e-09	1399475
25933791	25936949	0	0	0	0	3158
25936950	25939436	0	0	0	0	2486
25939437	25943284	0	0	0	0	3847
25943285	25964699	0	0	0	0	21414
25964700	26007928	0	0	0	0	43228
26007929	26392098	0	0	0	0	384169
26392099	26502477	0	0	0	0	110378
26502478	26921145	0	0	0	0	418667
26921146	26987492	0.1995	3.00696349440811e-06	0.0019949894132009	3.00694753745652e-08	66346
26987493	27997470	1.404	1.3901306663419e-06	0.0140363110471193	1.38976541516483e-08	1009977
27997471	28044947	0	0	0	0	47476
28044948	28109800	0	0	0	0	64852
28109801	28162988	0	0	0	0	53187
28162989	28377619	0	0	0	0	214630
28377620	28378699	0	0	0	0	1079
28378700	28386228	0.112500000000004	1.49442082890548e-05	0.00112499810156639	1.49441830707543e-07	7528
28386229	29076941	0.155000000000001	2.24406120061619e-07	0.00154999503485241	2.24405401216774e-09	690712
29076942	29117776	0	0	0	0	40834
29117777	29464892	0	0	0	0	347115
29464893	29498767	0	0	0	0	33874
29498768	29502283	0	0	0	0	3515
29502284	29796396	1.05399999999999	3.58366880644107e-06	0.0105384390701639	3.58313808010687e-08	294112
29796397	29813125	0	0	0	0	16728
29813126	29817896	0	0	0	0	4770
29817897	29818594	0	0	0	0	697
29818595	29852941	0	0	0	0	34346
29852942	29858575	0	0	0	0	5633
29858576	30285946	0	0	0	0	427370
30285947	33011968	4.5835	1.68138836788125e-06	0.0457070403240193	1.67669435870154e-08	2726021
33011969	34576721	0.000999999999997669	6.39078908349483e-10	9.99999999863555e-06	6.39078908263773e-12	1564752
34576722	35905578	0.000999999999997669	7.5252698561595e-10	9.99999999863555e-06	7.52526985515025e-12	1328856
35905579	36113261	0.796500000000002	3.8351903390761e-06	0.00796432632257269	3.83486595977152e-08	207682
36113262	36649389	0	0	0	0	536127
36649390	36657815	0	0	0	0	8425
36657816	36670115	0	0	0	0	12299
36670116	36684044	0.000999999999997669	7.17978173461853e-08	9.99999999863555e-06	7.17978173365562e-10	13928
36684045	37090120	0.000999999999997669	2.46259927352747e-09	9.99999999863555e-06	2.4625992731972e-11	406075
37090121	37094238	0.637	0.000154724313820743	0.00636965538923583	1.54715943386831e-06	4117
37094239	37100071	1.4335	0.000245799039780522	0.0143310736495363	2.45731715527029e-06	5832
37100072	37151753	1.4335	2.77374663802945e-05	0.0143310736495363	2.77298690999329e-07	51681
37151754	37158404	0.000999999999997669	1.50375939849274e-07	9.99999999863555e-06	1.50375939829106e-09	6650
37158405	41593205	4.9205	1.10952015874448e-06	0.0490467705211583	1.10595225311532e-08	4434800
41593206	42307224	1.28599999999999	1.80107504292608e-06	0.0128571650412739	1.8006779998927e-08	714018
42307225	42385430	0.00249999999999773	3.19672655200783e-08	2.4999999979122e-05	3.19672654934109e-10	78205
42385431	43113660	0.00249999999999773	3.43298605246114e-09	2.4999999979122e-05	3.43298604959731e-11	728229
43113661	43121210	0	0	0	0	7549
43121211	43129922	0	0	0	0	8711
43129923	43132139	0	0	0	0	2216
43132140	43134947	0.798500000000004	0.00028446740292127	0.00798432123538289	2.84443221780652e-06	2807
43134948	43152448	0	0	0	0	17500
43152449	43153424	0.00200000000000244	2.05128205128456e-06	1.99999999893465e-05	2.05128205018939e-08	975
43153425	43166486	0.00249999999999773	1.91409539851292e-07	2.4999999979122e-05	1.91409539691616e-09	13061
43166487	43198878	0.000499999999995282	1.54363866504672e-08	4.99999999975894e-06	1.54363866498686e-10	32391
43198879	43988444	0.000499999999995282	6.33260086244048e-10	4.99999999975894e-06	6.33260086219493e-12	789565
43988445	44169174	0.00199999999999534	1.10662926259501e-08	1.9999999989291e-05	1.10662926200505e-10	180729
44169175	45728377	0.00150000000000006	9.62030577179902e-10	1.49999999955171e-05	9.62030576892356e-12	1559202
45728378	45735720	0	0	0	0	7342
45735721	46277791	0	0	0	0	542070
46277792	49480514	8.2575	2.57827560431408e-06	0.0818323696722238	2.55508813041606e-08	3202722
49480515	49483269	0.283000000000001	0.000102759622367466	0.00282996978013795	1.02758525059475e-06	2754
49483270	49486644	0.0919999999999987	2.72673384706576e-05	0.000919998961750711	2.72673076985984e-07	3374
49486645	49490789	0.0929999999999964	2.24420849420841e-05	0.000929998927525427	2.2442059061907e-07	4144
49490790	50992471	1.1925	7.94110067317894e-07	0.0119227394449029	7.93959532344283e-09	1501681
50992472	51689547	0	0	0	0	697075
51689548	51699365	0.329000000000001	3.35132932667822e-05	0.00328995251910363	3.35128096068415e-07	9817
51699366	51738941	0.972000000000001	2.45609602021479e-05	0.0097187757450007	2.45578666961483e-07	39575
51738942	53065776	32.1685	2.42445550837558e-05	0.283594889238114	2.13738032970299e-07	1326834
53065777	54794370	0	0	0	0	1728593
54794371	54798862	0	0	0	0	4491
54798863	54801240	0	0	0	0	2377
54801241	55467763	0	0	0	0	666522
55467764	55484689	0	0	0	0	16925
55484690	55498326	0	0	0	0	13636
55498327	55858884	0	0	0	0	360557
55858885	55937080	0	0	0	0	78195
55937081	58164347	0	0	0	0	2227266
58164348	58175813	1.0506666666667	9.16412269225207e-05	0.01050512049789	9.16277409323156e-07	11465
58175814	58216971	0.00399999999999778	9.71888135675045e-08	3.99999999146617e-05	9.71888133602101e-10	41157
58216972	62170465	3.1726666666666	8.02497099822006e-07	0.0316841545033491	8.01421793420378e-09	3953493
62170466	62253805	0	0	0	0	83339
62253806	62421857	0	0	0	0	168051
62421858	62766500	0	0	0	0	344642
62766501	62768215	0	0	0	0	1714
62768216	62805019	0	0	0	0	36803
62805020	62887672	0	0	0	0	82652
62887673	62888261	0	0	0	0	588
62888262	66309077	5.7806666666667	1.68985071296363e-06	0.0575504798003693	1.68236165359335e-08	3420815
66309078	66392493	0	0	0	0	83415
66392494	67210879	0	0	0	0	818385
67210880	67226485	0	0	0	0	15605
67226486	67232728	0	0	0	0	6242
67232729	67237726	0	0	0	0	4997
67237727	67527693	0	0	0	0	289966
67527694	67710738	0	0	0	0	183044
67710739	67713100	1.1086666666667	0.000469575038825371	0.011084850079231	4.69498097383777e-06	2361
67713101	67725033	0	0	0	0	11932
67725034	67828582	0	0	0	0	103548
67828583	67862789	0	0	0	0	34206
67862790	67865337	0	0	0	0	2547
67865338	68669948	0.952000000000005	1.18318191421932e-06	0.00951884976491648	1.18303895861554e-08	804610
68669949	68746110	0.951333333333295	1.24910824875369e-05	0.00951218551278479	1.24895753900091e-07	76161
68746111	68747319	0	0	0	0	1208
68747320	68820812	0	0	0	0	73492
68820813	68835549	0	0	0	0	14736
68835550	68837125	0	0	0	0	1575
68837126	68849082	0	0	0	0	11956
68849083	68896389	0	0	0	0	47306
68896390	69181458	0.659333333333301	2.31289844294449e-06	0.00659295119233998	2.31276439037001e-08	285068
69181459	69307096	2.2906666666667	1.82324209163439e-05	0.0228906541360948	1.82196758407912e-07	125637
69307097	69562370	0.404666666666699	1.58523097494329e-06	0.00404657831400196	1.58519636389354e-08	255273
69562371	72160318	4.102	1.57893906226725e-06	0.0409282178778961	1.57540619103839e-08	2597947
72160319	74493214	0.543333333333294	2.32900894953821e-07	0.00543311947938471	2.32891728062545e-09	2332895
74493215	74510436	0	0	0	0	17221
74510437	75060418	3.1193333333333	5.67171108335252e-06	0.0311529270870198	5.66436423931369e-08	549981
75060419	75130378	0	0	0	0	69959
75130379	75158428	0	0	0	0	28049
75158429	75161173	0	0	0	0	2744
75161174	75168334	0	0	0	0	7160
75168335	75174666	0	0	0	0	6331
75174667	75454839	1.5426666666667	5.50614146548086e-06	0.0154217735036048	5.50439498008537e-08	280172
75454840	75499645	0	0	0	0	44805
75499646	75514038	0	0	0	0	14392
75514039	75576226	0	0	0	0	62187
75576227	75711527	0	0	0	0	135300
75711528	75717775	0	0	0	0	6247
75717776	75719169	0	0	0	0	1393
75719170	75729869	0	0	0	0	10699
75729870	75740888	0	0	0	0	11018
75740889	75741878	0	0	0	0	989
75741879	75745387	0	0	0	0	3508
75745388	75899166	0	0	0	0	153778
75899167	76631683	6.36933333333329	8.69514568054936e-06	0.0633510300897495	8.64841588303184e-08	732516
76631684	76688607	0	0	0	0	56923
76688608	76725356	0	0	0	0	36748
76725357	77235450	0	0	0	0	510093
77235451	77236913	0	0	0	0	1462
77236914	77727171	0	0	0	0	490257
77727172	78722859	0	0	0	0	995687
78722860	78734006	0	0	0	0	11146
78734007	78994236	0.0120000000000005	4.61132310388176e-08	0.000119999997695988	4.61132301534371e-10	260229
78994237	78995812	0.0120000000000005	7.61904761904791e-06	0.000119999997695988	7.61904747276113e-08	1575
78995813	79014069	0	0	0	0	18256
