start	end	pair_cm	pair_cm_per_site	kosambi_r_length_region	kosambi_r_per_site	length_region
43166487	43198878	0.000999999999997669	3.08727733011537e-08	9.99999999863555e-06	3.08727732970132e-10	32391
43198879	43988444	0.000999999999997669	1.2665201724971e-09	9.99999999863555e-06	1.26652017232724e-11	789565
43988445	44169174	0.000999999999997669	5.53314631297506e-09	9.99999999863555e-06	5.53314631223298e-11	180729
44169175	45728377	0	0	0	0	1559202
45728378	45735720	0	0	0	0	7342
45735721	46277791	0	0	0	0	542070
46277792	49480514	15.541	4.85243489756526e-06	0.150591449018853	4.70198315741588e-08	3202722
49480515	49483269	0.00100000000000477	3.63108206247195e-07	9.99999999869106e-06	3.63108206197932e-09	2754
49483270	49486644	0	0	0	0	3374
49486645	49490789	0	0	0	0	4144
49490790	50992471	2.34099999999999	1.55891963739302e-06	0.0233929092020622	1.557781526307e-08	1501681
50992472	51689547	0	0	0	0	697075
51689548	51699365	0.658000000000001	6.70265865335644e-05	0.0065796201725629	6.70227174550565e-07	9817
51699366	51738941	1.944	4.91219204042957e-05	0.0194302103988429	4.90971835725657e-07	39575
51738942	53065776	0.534999999999997	4.03215473827168e-07	0.00534979583551656	4.03200086485315e-09	1326834
53065777	54794370	0	0	0	0	1728593
54794371	54798862	0.000999999999990564	2.22667557334795e-07	9.99999999858004e-06	2.22667557305278e-09	4491
54798863	54801240	0.000999999999990564	4.20698359272429e-07	9.99999999858004e-06	4.20698359216661e-09	2377
54801241	55467763	0.000999999999990564	1.50032557063467e-09	9.99999999858004e-06	1.50032557043579e-11	666522
55467764	55484689	0.000999999999990564	5.90841949772859e-08	9.99999999858004e-06	5.90841949694537e-10	16925
55484690	55498326	0	0	0	0	13636
55498327	55858884	0	0	0	0	360557
55858885	55937080	0	0	0	0	78195
55937081	58164347	0.000999999999990564	4.48980947938218e-10	9.99999999858004e-06	4.48980947878701e-12	2227266
58164348	58175813	0.000999999999990564	8.72219799381216e-08	9.99999999858004e-06	8.72219799265594e-10	11465
58175814	58216971	0	0	0	0	41157
58216972	62170465	0	0	0	0	3953493
62170466	62253805	0	0	0	0	83339
62253806	62421857	0	0	0	0	168051
62421858	62766500	0	0	0	0	344642
62766501	62768215	0	0	0	0	1714
62768216	62805019	0	0	0	0	36803
62805020	62887672	0	0	0	0	82652
62887673	62888261	0	0	0	0	588
62888262	66309077	0	0	0	0	3420815
66309078	66392493	0	0	0	0	83415
66392494	67210879	0	0	0	0	818385
67210880	67226485	0	0	0	0	15605
67226486	67232728	0	0	0	0	6242
67232729	67237726	0	0	0	0	4997
67237727	67527693	0	0	0	0	289966
67527694	67710738	0	0	0	0	183044
67710739	67713100	0	0	0	0	2361
67713101	67725033	0	0	0	0	11932
67725034	67828582	0	0	0	0	103548
67828583	67862789	0	0	0	0	34206
67862790	67865337	0	0	0	0	2547
67865338	68669948	0	0	0	0	804610
68669949	68746110	0	0	0	0	76161
68746111	68747319	0	0	0	0	1208
68747320	68820812	0	0	0	0	73492
68820813	68835549	0	0	0	0	14736
68835550	68837125	0	0	0	0	1575
68837126	68849082	0	0	0	0	11956
68849083	68896389	0	0	0	0	47306
68896390	69181458	0	0	0	0	285068
69181459	69307096	0	0	0	0	125637
69307097	69562370	0	0	0	0	255273
69562371	72160318	0	0	0	0	2597947
72160319	74493214	0	0	0	0	2332895
74493215	74510436	0	0	0	0	17221
74510437	75060418	0	0	0	0	549981
75060419	75130378	0	0	0	0	69959
75130379	75158428	0	0	0	0	28049
75158429	75161173	0	0	0	0	2744
75161174	75168334	0	0	0	0	7160
75168335	75174666	0	0	0	0	6331
75174667	75454839	0	0	0	0	280172
75454840	75499645	0	0	0	0	44805
75499646	75514038	0	0	0	0	14392
75514039	75576226	0	0	0	0	62187
75576227	75711527	0	0	0	0	135300
75711528	75717775	0	0	0	0	6247
75717776	75719169	0	0	0	0	1393
75719170	75729869	0	0	0	0	10699
75729870	75740888	0	0	0	0	11018
75740889	75741878	0	0	0	0	989
75741879	75745387	0	0	0	0	3508
75745388	75899166	0	0	0	0	153778
75899167	76631683	0.00300000000000011	4.09547368248627e-09	2.99999999640082e-05	4.09547367757267e-11	732516
76631684	76688607	0.00900000000000034	1.58108321768008e-07	8.99999990279792e-05	1.58108320060396e-09	56923
76688608	76725356	0.0120000000000005	3.26548383585514e-07	0.000119999997695988	3.26548377315739e-09	36748
76725357	77235450	0	0	0	0	510093
77235451	77236913	0	0	0	0	1462
77236914	77727171	0	0	0	0	490257
77727172	78722859	0	0	0	0	995687
78722860	78734006	0	0	0	0	11146
78734007	78994236	0.159999999999997	6.14843080517531e-07	0.001599994538689	6.14840981861744e-09	260229
78994237	78995812	0.158999999999992	0.000100952380952376	0.00158999464044957	1.00952040663465e-06	1575
78995813	79014069	0.00100000000000477	5.47765118319881e-08	9.99999999869106e-06	5.47765118245566e-10	18256
