Scaffold	Locus_start	Locus_end	Mean_rho	Median	L95	U95
superscaffold36	3543301	3543532	0.03588	0.01714	0.00075	0.33811
superscaffold36	3543532	3544027	0.04492	0.01777	0.00076	0.36770
superscaffold36	3544027	3544174	0.06724	0.01978	0.00086	0.39874
superscaffold36	3544174	3544180	0.09885	0.02313	0.00099	0.41975
superscaffold36	3544180	3544216	0.12965	0.02883	0.00124	0.43164
superscaffold36	3544216	3544230	0.16645	0.04264	0.00151	0.44420
superscaffold36	3544230	3544579	0.20484	0.29395	0.00186	0.45465
superscaffold36	3544579	3544733	0.22870	0.31580	0.00212	0.46011
superscaffold36	3544733	3544864	0.24558	0.32666	0.00264	0.46082
superscaffold36	3544864	3545522	0.26841	0.33854	0.00301	0.46361
superscaffold36	3545522	3545592	0.30006	0.35464	0.00359	0.48068
superscaffold36	3545592	3545612	0.33849	0.36895	0.00532	0.49984
superscaffold36	3545612	3545633	0.37568	0.38275	0.01206	0.52834
superscaffold36	3545633	3545946	0.40854	0.39300	0.27963	0.61769
superscaffold36	3545946	3546174	0.40369	0.39511	0.29441	0.53724
superscaffold36	3546174	3546872	0.39725	0.39505	0.29636	0.52059
superscaffold36	3546872	3547253	0.39581	0.39478	0.29633	0.51384
superscaffold36	3547253	3547511	0.39491	0.39462	0.29633	0.50889
superscaffold36	3547511	3547879	0.39414	0.39435	0.29602	0.50656
superscaffold36	3547879	3548036	0.39322	0.39395	0.29497	0.50499
superscaffold36	3548036	3548329	0.39240	0.39326	0.29447	0.50370
superscaffold36	3548329	3548374	0.39162	0.39284	0.29383	0.50211
superscaffold36	3548374	3548425	0.39146	0.39282	0.29301	0.50142
superscaffold36	3548425	3549127	0.39113	0.39273	0.29227	0.50011
superscaffold36	3549127	3549776	0.39098	0.39273	0.29263	0.49983
superscaffold36	3549776	3550062	0.39116	0.39263	0.29263	0.49997
superscaffold36	3550062	3550063	0.39119	0.39263	0.29263	0.50011
superscaffold36	3550063	3550201	0.39159	0.39263	0.29227	0.50012
superscaffold36	3550201	3550212	0.39168	0.39276	0.29227	0.50129
superscaffold36	3550212	3550258	0.39087	0.39251	0.29182	0.49991
superscaffold36	3550258	3550519	0.39091	0.39251	0.29212	0.49983
superscaffold36	3550519	3550827	0.39088	0.39252	0.29182	0.49997
superscaffold36	3550827	3551162	0.39093	0.39258	0.29181	0.50012
superscaffold36	3551162	3551179	0.39079	0.39251	0.29168	0.50012
superscaffold36	3551179	3551229	0.39062	0.39237	0.29072	0.50142
superscaffold36	3551229	3551855	0.39057	0.39237	0.29008	0.50146
superscaffold36	3551855	3552064	0.39038	0.39235	0.28856	0.50172
superscaffold36	3552064	3552130	0.39040	0.39227	0.28581	0.50310
superscaffold36	3552130	3552383	0.39055	0.39230	0.28262	0.50370
superscaffold36	3552383	3552843	0.38961	0.39220	0.27436	0.50396
superscaffold36	3552843	3553663	0.38896	0.39172	0.26252	0.50656
superscaffold36	3553663	3553703	0.38918	0.39038	0.23618	0.51609
superscaffold36	3553703	3554005	0.38706	0.38714	0.22377	0.52753
superscaffold36	3554005	3554264	0.37798	0.38117	0.21231	0.52658
superscaffold36	3554264	3554305	0.36297	0.36541	0.19344	0.52222
superscaffold36	3554305	3554331	0.34147	0.34185	0.15164	0.50370
superscaffold36	3554331	3554418	0.32436	0.32448	0.12755	0.49861
superscaffold36	3554418	3554875	0.30250	0.30407	0.10753	0.48608
superscaffold36	3554875	3554879	0.28525	0.26245	0.06439	0.47797
superscaffold36	3554879	3554978	0.26624	0.23880	0.04369	0.46703
superscaffold36	3554978	3555097	0.24887	0.23026	0.03422	0.45322
superscaffold36	3555097	3555572	0.22694	0.22387	0.02393	0.41028
superscaffold36	3555572	3556644	0.21107	0.22001	0.01872	0.34398
superscaffold36	3556644	3556684	0.21102	0.22014	0.01919	0.34308
superscaffold36	3556684	3556731	0.21121	0.22034	0.01898	0.34235
superscaffold36	3556731	3556858	0.21144	0.22048	0.01927	0.34012
superscaffold36	3556858	3557093	0.21277	0.22100	0.01944	0.33995
superscaffold36	3557093	3558010	0.21605	0.22192	0.02380	0.34159
superscaffold36	3558010	3558410	0.22752	0.22538	0.03877	0.35059
superscaffold36	3558410	3558617	0.23429	0.22729	0.05151	0.35896
superscaffold36	3558617	3558982	0.24157	0.22982	0.06405	0.37403
superscaffold36	3558982	3559564	0.24437	0.23097	0.06983	0.37745
superscaffold36	3559564	3559691	0.26063	0.23528	0.09858	0.44260
superscaffold36	3559691	3559719	0.27168	0.23976	0.13787	0.50428
superscaffold36	3559719	3561100	0.28202	0.24625	0.19306	0.55324
superscaffold36	3561100	3561388	0.26801	0.23997	0.17759	0.44605
superscaffold36	3561388	3561488	0.26283	0.23772	0.16867	0.41536
superscaffold36	3561488	3561792	0.25976	0.23637	0.16483	0.39574
superscaffold36	3561792	3562193	0.25799	0.23545	0.16175	0.38805
superscaffold36	3562193	3562469	0.25539	0.23387	0.15793	0.38463
superscaffold36	3562469	3562587	0.25350	0.23276	0.15576	0.38272
superscaffold36	3562587	3562740	0.25151	0.23123	0.15353	0.38051
superscaffold36	3562740	3562762	0.24929	0.22978	0.15030	0.37984
superscaffold36	3562762	3562866	0.24828	0.22882	0.14874	0.37911
superscaffold36	3562866	3562876	0.24624	0.22787	0.14675	0.37802
superscaffold36	3562876	3562953	0.24462	0.22684	0.14315	0.37689
superscaffold36	3562953	3563124	0.24201	0.22584	0.14076	0.37615
superscaffold36	3563124	3563948	0.23935	0.22480	0.13620	0.37486
superscaffold36	3563948	3564490	0.23587	0.22319	0.12785	0.37403
superscaffold36	3564490	3564600	0.22603	0.22022	0.08776	0.36149
superscaffold36	3564600	3564636	0.21678	0.21686	0.06550	0.34887
superscaffold36	3564636	3564821	0.20572	0.21299	0.05171	0.33875
superscaffold36	3564821	3565097	0.19610	0.21014	0.04085	0.31999
superscaffold36	3565097	3568034	0.18713	0.20747	0.02954	0.29301
superscaffold36	3568034	3568042	0.18805	0.20756	0.02954	0.29732
superscaffold36	3568042	3568183	0.18951	0.20780	0.02954	0.30322
superscaffold36	3568183	3568438	0.19185	0.20808	0.03056	0.30895
superscaffold36	3568438	3569046	0.19932	0.20884	0.03205	0.34944
superscaffold36	3569046	3569264	0.25054	0.21266	0.03528	1.00341
superscaffold36	3569264	3569305	0.42071	0.22190	0.05171	2.11705
superscaffold36	3569305	3569917	0.65721	0.23918	0.10942	2.33434
superscaffold36	3569917	3569986	1.87712	2.27645	0.18008	3.30382
superscaffold36	3569986	3569994	2.13271	2.50127	0.20431	3.34468
superscaffold36	3569994	3570091	2.35336	2.59552	0.51562	3.36971
superscaffold36	3570091	3570307	2.44080	2.63114	0.83127	3.39484
superscaffold36	3570307	3570379	2.47126	2.64407	0.84193	3.40043
superscaffold36	3570379	3570431	2.50872	2.66707	0.85498	3.40944
superscaffold36	3570431	3570647	2.57030	2.69295	0.88687	3.43494
superscaffold36	3570647	3571477	2.82963	2.80271	1.96398	3.98798
superscaffold36	3571477	3571482	1.39091	0.25501	0.00416	3.58814
superscaffold36	3571482	3571607	0.08194	0.04517	0.00201	0.29598
superscaffold36	3571607	3571740	0.06631	0.04446	0.00196	0.25084
superscaffold36	3571740	3571741	0.06509	0.04437	0.00196	0.24968
superscaffold36	3571741	3571810	0.06445	0.04436	0.00196	0.24160
superscaffold36	3571810	3571892	0.06324	0.04432	0.00192	0.23916
superscaffold36	3571892	3571902	0.06367	0.04429	0.00192	0.23577
superscaffold36	3571902	3572086	0.06225	0.04429	0.00192	0.23279
superscaffold36	3572086	3572498	0.06227	0.04429	0.00188	0.23300
superscaffold36	3572498	3572521	0.06291	0.04436	0.00188	0.23577
superscaffold36	3572521	3572702	0.06347	0.04437	0.00188	0.24045
superscaffold36	3572702	3572857	0.06400	0.04452	0.00192	0.25002
superscaffold36	3572857	3572894	0.06492	0.04465	0.00192	0.26305
superscaffold36	3572894	3572994	0.06623	0.04482	0.00192	0.28038
superscaffold36	3572994	3573096	0.06859	0.04533	0.00192	0.32912
superscaffold36	3573096	3573194	0.07062	0.04577	0.00196	0.35879
superscaffold36	3573194	3573326	0.07424	0.04621	0.00196	0.41534
superscaffold36	3573326	3573919	0.07813	0.04675	0.00196	0.45214
superscaffold36	3573919	3573934	0.08198	0.04723	0.00196	0.47658
superscaffold36	3573934	3574177	0.08480	0.04745	0.00196	0.48422
superscaffold36	3574177	3574248	0.09242	0.04849	0.00199	0.53358
superscaffold36	3574248	3574390	0.10457	0.04991	0.00206	0.63980
superscaffold36	3574390	3574545	0.13056	0.05407	0.00218	0.73336
superscaffold36	3574545	3574814	0.20384	0.06525	0.00248	0.84606
superscaffold36	3574814	3575359	0.36716	0.13029	0.00363	0.94524
superscaffold36	3575359	3575625	0.47862	0.41117	0.00409	1.75466
superscaffold36	3575625	3575778	1.97674	1.57183	0.32663	4.82848
superscaffold36	3575778	3575870	1.95948	1.56321	0.37271	4.56783
superscaffold36	3575870	3575947	1.53730	0.88213	0.03035	3.89444
superscaffold36	3575947	3576004	1.01156	0.78435	0.01216	3.33931
superscaffold36	3576004	3576174	0.48501	0.49704	0.00648	1.04136
superscaffold36	3576174	3577397	0.46195	0.47591	0.00594	0.98669
superscaffold36	3577397	3577557	0.91421	0.82365	0.01464	2.12068
superscaffold36	3577557	3578404	1.40109	1.36513	0.64868	2.51140
superscaffold36	3578404	3578412	0.80606	0.76757	0.00354	2.33221
superscaffold36	3578412	3578489	0.25354	0.04702	0.00194	1.67950
superscaffold36	3578489	3578522	0.11933	0.03844	0.00172	0.86483
superscaffold36	3578522	3578792	0.05026	0.03528	0.00164	0.15207
superscaffold36	3578792	3578854	0.04680	0.03510	0.00164	0.14154
superscaffold36	3578854	3579281	0.04573	0.03507	0.00164	0.13835
superscaffold36	3579281	3579454	0.04489	0.03505	0.00164	0.13669
superscaffold36	3579454	3579719	0.04429	0.03493	0.00163	0.13503
superscaffold36	3579719	3579810	0.04423	0.03493	0.00162	0.13497
superscaffold36	3579810	3580238	0.04416	0.03492	0.00162	0.13479
superscaffold36	3580238	3580411	0.04417	0.03493	0.00162	0.13497
superscaffold36	3580411	3580459	0.04408	0.03493	0.00162	0.13497
superscaffold36	3580459	3581022	0.04395	0.03488	0.00162	0.13479
superscaffold36	3581022	3581391	0.04427	0.03493	0.00162	0.13531
superscaffold36	3581391	3581478	0.04474	0.03507	0.00162	0.13704
superscaffold36	3581478	3581849	0.04502	0.03509	0.00162	0.13794
superscaffold36	3581849	3582517	0.04562	0.03528	0.00162	0.13919
superscaffold36	3582517	3582618	0.25102	0.04202	0.00179	2.11740
superscaffold36	3582618	3582636	0.90041	0.08014	0.00287	3.44825
superscaffold36	3582636	3582637	1.60502	1.78352	0.00494	3.72991
superscaffold36	3582637	3582878	2.31602	2.08794	1.38365	3.88349
superscaffold36	3582878	3582962	1.88488	1.86407	0.43110	3.16683
superscaffold36	3582962	3583198	1.27048	1.57194	0.38503	2.43743
superscaffold36	3583198	3583297	0.90947	0.50525	0.15455	2.18969
superscaffold36	3583297	3583452	0.67421	0.47985	0.08157	2.03102
superscaffold36	3583452	3583810	0.40651	0.45496	0.02610	0.57222
superscaffold36	3583810	3584930	0.39683	0.45453	0.02320	0.56332
superscaffold36	3584930	3585794	0.40244	0.45635	0.02610	0.56887
superscaffold36	3585794	3585862	0.45000	0.46706	0.03789	0.76345
superscaffold36	3585862	3586063	0.51675	0.48056	0.10463	1.19005
superscaffold36	3586063	3586594	0.56093	0.48744	0.37940	1.48992
superscaffold36	3586594	3586837	0.57329	0.48749	0.38837	1.41062
superscaffold36	3586837	3587522	0.51189	0.48382	0.37810	0.97045
superscaffold36	3587522	3588393	0.50975	0.48359	0.37827	0.93603
superscaffold36	3588393	3588482	0.50359	0.48259	0.37429	0.84348
superscaffold36	3588482	3588485	0.49745	0.48154	0.36846	0.74626
superscaffold36	3588485	3588664	0.49145	0.48030	0.36063	0.68610
superscaffold36	3588664	3588723	0.48799	0.47945	0.35237	0.67147
superscaffold36	3588723	3588821	0.48522	0.47863	0.34785	0.66375
superscaffold36	3588821	3589047	0.48403	0.47848	0.34747	0.66046
superscaffold36	3589047	3589231	0.48407	0.47852	0.34796	0.65945
superscaffold36	3589231	3589259	0.48417	0.47849	0.34840	0.65851
superscaffold36	3589259	3589297	0.48452	0.47867	0.35021	0.65801
superscaffold36	3589297	3589770	0.48461	0.47877	0.35536	0.65749
superscaffold36	3589770	3589976	0.48492	0.47869	0.35765	0.65759
superscaffold36	3589976	3590171	0.48558	0.47885	0.36057	0.65851
superscaffold36	3590171	3591353	0.48577	0.47888	0.36052	0.65965
superscaffold36	3591353	3591738	0.48813	0.47983	0.36289	0.66503
superscaffold36	3591738	3591951	0.49023	0.48062	0.36776	0.66957
superscaffold36	3591951	3592078	0.49218	0.48138	0.36884	0.67853
superscaffold36	3592078	3592212	0.49496	0.48195	0.37214	0.68953
superscaffold36	3592212	3593458	0.49896	0.48314	0.37278	0.71342
superscaffold36	3593458	3593513	0.66580	0.49145	0.37577	2.88071
superscaffold36	3593513	3593532	0.75148	0.49484	0.37245	3.03053
superscaffold36	3593532	3593581	0.85419	0.49924	0.37082	3.19531
superscaffold36	3593581	3593611	0.94211	0.50527	0.34745	3.35181
superscaffold36	3593611	3593944	1.04423	0.51255	0.29965	3.47179
superscaffold36	3593944	3594142	0.50334	0.46433	0.01667	2.24618
superscaffold36	3594142	3594645	0.33877	0.43045	0.01015	0.64288
superscaffold36	3594645	3594944	0.32099	0.41596	0.00940	0.63163
superscaffold36	3594944	3596790	0.31107	0.39857	0.00910	0.62796
superscaffold36	3596790	3596794	0.32018	0.40857	0.00939	0.65655
superscaffold36	3596794	3597685	0.32942	0.41495	0.00948	0.69926
superscaffold36	3597685	3598005	0.44427	0.46255	0.02274	0.91110
superscaffold36	3598005	3598141	0.56165	0.50693	0.04440	1.04364
superscaffold36	3598141	3599029	0.67864	0.68165	0.29169	1.35264
superscaffold36	3599029	3599077	0.73927	0.72313	0.35680	1.69186
superscaffold36	3599077	3599147	0.78615	0.74448	0.39443	1.89836
superscaffold36	3599147	3599197	0.81538	0.76067	0.41558	1.97631
superscaffold36	3599197	3599223	0.84006	0.76975	0.43988	2.15042
superscaffold36	3599223	3599465	0.85585	0.77583	0.45713	2.17376
superscaffold36	3599465	3599588	0.83878	0.77723	0.47160	1.90468
superscaffold36	3599588	3599805	0.80355	0.77300	0.48320	1.41015
superscaffold36	3599805	3599808	0.79239	0.77217	0.49632	1.17478
superscaffold36	3599808	3600109	0.78164	0.77178	0.51655	1.07574
superscaffold36	3600109	3600723	0.77910	0.77192	0.52802	1.04076
superscaffold36	3600723	3600745	0.77699	0.77132	0.52765	1.02948
superscaffold36	3600745	3601193	0.77639	0.77102	0.52827	1.02680
superscaffold36	3601193	3601916	0.77362	0.77012	0.52765	1.01636
superscaffold36	3601916	3602006	0.77319	0.76988	0.52899	1.01365
superscaffold36	3602006	3602131	0.77324	0.76985	0.52997	1.01291
superscaffold36	3602131	3602262	0.77375	0.76987	0.53779	1.01063
superscaffold36	3602262	3602384	0.77392	0.76990	0.54045	1.00928
superscaffold36	3602384	3602699	0.77458	0.77021	0.54313	1.00928
superscaffold36	3602699	3603175	0.77564	0.77062	0.54792	1.01063
superscaffold36	3603175	3603804	0.77624	0.77115	0.55307	1.01063
superscaffold36	3603804	3604032	0.77936	0.77237	0.56332	1.01886
superscaffold36	3604032	3604289	0.78138	0.77306	0.57092	1.02654
superscaffold36	3604289	3604311	0.78502	0.77416	0.57901	1.03833
superscaffold36	3604311	3604428	0.78772	0.77474	0.58759	1.05398
superscaffold36	3604428	3604508	0.79199	0.77583	0.59431	1.07944
superscaffold36	3604508	3604775	0.79714	0.77760	0.60007	1.11679
superscaffold36	3604775	3605460	0.80367	0.77881	0.60588	1.19131
superscaffold36	3605460	3605620	0.80973	0.77984	0.60588	1.22149
superscaffold36	3605620	3605829	0.81026	0.77934	0.60484	1.23412
superscaffold36	3605829	3606082	0.81236	0.77918	0.60290	1.25426
superscaffold36	3606082	3606368	0.81208	0.77834	0.59330	1.25818
superscaffold36	3606368	3606706	0.76783	0.76922	0.38592	1.06024
superscaffold36	3606706	3607136	0.75547	0.76558	0.29174	1.02243
superscaffold36	3607136	3607156	0.74992	0.76355	0.23842	1.01485
superscaffold36	3607156	3607280	0.74472	0.76127	0.20560	1.01063
superscaffold36	3607280	3607328	0.73985	0.75936	0.17652	1.00660
superscaffold36	3607328	3607620	0.73516	0.75717	0.16233	1.00250
superscaffold36	3607620	3607654	0.73326	0.75593	0.15895	1.00602
superscaffold36	3607654	3607663	0.73267	0.75527	0.15895	1.00667
superscaffold36	3607663	3608061	0.73068	0.75398	0.15784	1.01291
superscaffold36	3608061	3608130	0.73897	0.75594	0.17244	1.07611
superscaffold36	3608130	3608432	0.74567	0.75790	0.18134	1.19376
superscaffold36	3608432	3608959	0.77773	0.76496	0.26822	1.48941
superscaffold36	3608959	3609058	0.82723	0.77321	0.26705	1.76086
superscaffold36	3609058	3609069	0.90211	0.78870	0.29174	1.91839
superscaffold36	3609069	3609070	0.97402	0.80459	0.32920	1.98104
superscaffold36	3609070	3609247	1.05628	0.84000	0.36757	2.02964
superscaffold36	3609247	3609248	1.23234	1.19534	0.47154	2.10617
superscaffold36	3609248	3609595	1.41978	1.54445	0.65200	2.16057
superscaffold36	3609595	3609702	1.62043	1.68860	0.71805	2.27124
superscaffold36	3609702	3609913	1.72788	1.74614	0.86009	2.31782
superscaffold36	3609913	3610137	1.75286	1.76218	1.00602	2.32319
superscaffold36	3610137	3610348	1.76379	1.76766	1.13532	2.32658
superscaffold36	3610348	3610752	1.77042	1.77225	1.20260	2.32692
superscaffold36	3610752	3610913	1.77680	1.77554	1.21815	2.32781
superscaffold36	3610913	3611072	1.78368	1.77928	1.24583	2.34480
superscaffold36	3611072	3611259	1.78456	1.78005	1.24936	2.34529
superscaffold36	3611259	3611426	1.78380	1.77883	1.24446	2.34555
superscaffold36	3611426	3611532	1.78276	1.77883	1.23280	2.34529
superscaffold36	3611532	3611588	1.78200	1.77868	1.22906	2.34555
superscaffold36	3611588	3611613	1.78076	1.77829	1.22149	2.34555
superscaffold36	3611613	3612086	1.77812	1.77735	1.21016	2.34555
superscaffold36	3612086	3612213	1.63148	1.72896	0.15758	2.32692
superscaffold36	3612213	3612249	1.31213	1.59050	0.11882	2.27849
superscaffold36	3612249	3612351	0.94120	0.64050	0.10256	2.20345
superscaffold36	3612351	3612773	0.35676	0.17805	0.08286	1.65909
superscaffold36	3612773	3613136	0.18678	0.16969	0.06677	0.38642
superscaffold36	3613136	3613371	0.17294	0.16867	0.06549	0.26835
superscaffold36	3613371	3613437	0.16901	0.16840	0.06708	0.26175
superscaffold36	3613437	3613907	0.16669	0.16824	0.06677	0.25799
superscaffold36	3613907	3613975	0.16656	0.16824	0.06708	0.25640
superscaffold36	3613975	3614006	0.16572	0.16813	0.06812	0.25552
superscaffold36	3614006	3614327	0.16558	0.16812	0.06857	0.25523
superscaffold36	3614327	3614679	0.16546	0.16802	0.06897	0.25459
superscaffold36	3614679	3615921	0.16526	0.16792	0.07063	0.25384
superscaffold36	3615921	3616084	0.16516	0.16779	0.07037	0.25381
superscaffold36	3616084	3616341	0.16519	0.16779	0.07094	0.25316
superscaffold36	3616341	3616422	0.16526	0.16783	0.07132	0.25381
superscaffold36	3616422	3616424	0.16549	0.16801	0.07168	0.25408
superscaffold36	3616424	3616847	0.16557	0.16812	0.07187	0.25408
superscaffold36	3616847	3617533	0.16571	0.16820	0.07343	0.25439
superscaffold36	3617533	3617554	0.16585	0.16829	0.07338	0.25439
superscaffold36	3617554	3618065	0.16589	0.16829	0.07343	0.25425
superscaffold36	3618065	3618532	0.16636	0.16836	0.07507	0.25552
superscaffold36	3618532	3619904	0.16681	0.16850	0.07571	0.25627
superscaffold36	3619904	3619990	0.16686	0.16850	0.07507	0.25659
superscaffold36	3619990	3620080	0.16681	0.16844	0.07421	0.25735
superscaffold36	3620080	3620894	0.16703	0.16840	0.07338	0.25877
superscaffold36	3620894	3621152	0.16744	0.16840	0.07247	0.26049
superscaffold36	3621152	3621825	0.17165	0.16875	0.07247	0.26596
superscaffold36	3621825	3621910	1.57243	0.27040	0.11343	3.69643
superscaffold36	3621910	3621911	2.32728	2.93436	0.12875	3.82268
superscaffold36	3621911	3622112	3.08925	3.11716	2.22414	3.89961
superscaffold36	3622112	3622405	3.11366	3.12252	2.29516	3.89961
superscaffold36	3622405	3622493	3.11417	3.12305	2.29516	3.89961
superscaffold36	3622493	3622722	3.11417	3.12305	2.29516	3.89961
superscaffold36	3622722	3622933	3.11485	3.12370	2.29791	3.89966
superscaffold36	3622933	3622998	3.11652	3.12434	2.29995	3.90522
superscaffold36	3622998	3623069	3.11875	3.12446	2.30358	3.90834
superscaffold36	3623069	3623257	3.12460	3.12738	2.31849	3.92005
superscaffold36	3623257	3623436	3.12667	3.12841	2.32107	3.92283
superscaffold36	3623436	3623456	3.13486	3.13136	2.34912	3.96535
superscaffold36	3623456	3623516	3.13946	3.13172	2.35359	3.97162
superscaffold36	3623516	3623558	3.14413	3.13253	2.35643	3.98354
superscaffold36	3623558	3623565	3.14817	3.13355	2.36050	3.98946
superscaffold36	3623565	3623606	3.15066	3.13534	2.36050	4.00438
superscaffold36	3623606	3623646	3.15557	3.13654	2.36446	4.03433
superscaffold36	3623646	3623761	3.16336	3.13713	2.37206	4.07691
superscaffold36	3623761	3623769	3.17166	3.13980	2.38371	4.11713
superscaffold36	3623769	3623833	3.18240	3.14226	2.39065	4.15693
superscaffold36	3623833	3624053	3.19006	3.14489	2.39078	4.19637
superscaffold36	3624053	3624116	3.16772	3.14089	2.31858	4.18910
superscaffold36	3624116	3624277	3.12475	3.13310	1.95568	4.16541
superscaffold36	3624277	3624300	2.71307	3.03511	0.22708	3.96845
superscaffold36	3624300	3624500	2.22222	2.82347	0.12151	3.74566
superscaffold36	3624500	3624640	1.37791	0.58056	0.03426	3.54146
superscaffold36	3624640	3624665	0.90003	0.45698	0.02626	3.38649
superscaffold36	3624665	3625201	0.48131	0.39343	0.02165	2.62615
superscaffold36	3625201	3625389	0.43838	0.38756	0.01916	1.72210
superscaffold36	3625389	3625498	0.41070	0.38174	0.01875	0.91143
superscaffold36	3625498	3625711	0.38488	0.37657	0.01874	0.86450
superscaffold36	3625711	3626101	0.37287	0.37424	0.01849	0.85053
superscaffold36	3626101	3626166	0.37207	0.37465	0.01828	0.84820
superscaffold36	3626166	3626637	0.37293	0.37589	0.01822	0.84762
superscaffold36	3626637	3626724	0.37567	0.37770	0.01822	0.85093
superscaffold36	3626724	3627157	0.37760	0.37944	0.01828	0.85147
superscaffold36	3627157	3627363	0.38533	0.38644	0.01874	0.85936
superscaffold36	3627363	3627686	0.40095	0.39819	0.02086	0.87604
superscaffold36	3627686	3628172	0.41972	0.41249	0.02768	0.88968
superscaffold36	3628172	3628433	0.45263	0.43471	0.03874	0.91698
superscaffold36	3628433	3630733	0.49201	0.46463	0.06029	0.93629
superscaffold36	3630733	3631131	0.60247	0.54577	0.15209	0.99624
superscaffold36	3631131	3631856	0.66579	0.64111	0.23151	1.02727
superscaffold36	3631856	3631959	0.69060	0.72544	0.27902	1.02786
superscaffold36	3631959	3632260	0.70446	0.76834	0.30771	1.02694
superscaffold36	3632260	3632813	0.70368	0.77949	0.31935	1.01833
superscaffold36	3632813	3633011	0.70310	0.78333	0.31738	1.01103
superscaffold36	3633011	3633021	0.70665	0.78780	0.31935	1.01063
superscaffold36	3633021	3633158	0.70947	0.79168	0.32052	1.00684
superscaffold36	3633158	3633385	0.71460	0.79712	0.32605	1.00836
superscaffold36	3633385	3633786	0.71911	0.80305	0.32845	1.00630
superscaffold36	3633786	3634041	0.72611	0.80876	0.33654	1.00974
superscaffold36	3634041	3634116	0.73905	0.82021	0.34451	1.01300
superscaffold36	3634116	3634919	0.75094	0.82942	0.35025	1.01546
superscaffold36	3634919	3635588	0.79090	0.85207	0.39279	1.02562
superscaffold36	3635588	3635719	0.82543	0.86861	0.42262	1.04611
