Scaffold	Start	End	midpont	pi	theta	Td	win_length	pi_resamp_mean	pi_resampl_CI_low	pi_resamp_CI_up
superscaffold36	6000000	6200000	6100000.0	NA	NA	NA	191678	NA	NA	NA
superscaffold36	6200000	6400000	6300000.0	NA	NA	NA	187992	NA	NA	NA
superscaffold36	6400000	6600000	6500000.0	NA	NA	NA	190001	NA	NA	NA
superscaffold36	6600000	6800000	6700000.0	NA	NA	NA	187494	NA	NA	NA
superscaffold36	6800000	7000000	6900000.0	NA	NA	NA	191790	NA	NA	NA
superscaffold36	7000000	7200000	7100000.0	NA	NA	NA	191671	NA	NA	NA
superscaffold36	7200000	7400000	7300000.0	NA	NA	NA	195302	NA	NA	NA
superscaffold36	7400000	7600000	7500000.0	NA	NA	NA	191003	NA	NA	NA
superscaffold36	7600000	7800000	7700000.0	NA	NA	NA	188901	NA	NA	NA
superscaffold36	7800000	8000000	7900000.0	NA	NA	NA	190963	NA	NA	NA
superscaffold36	8000000	8200000	8100000.0	NA	NA	NA	190270	NA	NA	NA
superscaffold36	8200000	8400000	8300000.0	NA	NA	NA	194281	NA	NA	NA
superscaffold36	8400000	8600000	8500000.0	NA	NA	NA	191997	NA	NA	NA
superscaffold36	8600000	8800000	8700000.0	NA	NA	NA	188164	NA	NA	NA
superscaffold36	8800000	9000000	8900000.0	NA	NA	NA	192447	NA	NA	NA
superscaffold36	9000000	9394175	9197087.5	NA	NA	NA	371893	NA	NA	NA
superscaffold93	0	200000	100000.0	206.9923000000014	217.74148206118628	-0.21980390386643514	181816	206.72638	198.6130175	213.6498225
superscaffold93	200000	400000	300000.0	143.22069999999997	151.00433289836505	-0.22923878951746318	145514	142.685581	136.057145	150.5586675
superscaffold93	400000	600000	500000.0	107.2985999999998	111.9461856924743	-0.1843905744000591	120426	107.31943	101.6681675	112.6539125
superscaffold93	600000	800000	700000.0	318.9514000000024	331.22539008460114	-0.1651415574529264	179874	319.262484	308.079775	329.865175
superscaffold93	800000	1000000	900000.0	281.8660000000023	290.9370650139579	-0.13891493731203883	182075	282.455182	274.82206	291.5470025
superscaffold93	1000000	1200000	1100000.0	222.41299999999998	283.55599782544317	-0.9606722651136874	176992	223.013784	212.6792675	231.1181125
superscaffold93	1200000	1400000	1300000.0	264.4061000000022	281.0956420959382	-0.2645147886000462	184783	264.546355	257.7440075	272.868985
superscaffold93	1400000	1600000	1500000.0	304.3923000000019	309.697277451433	-0.076328708832143	175239	304.680511	296.090165	312.073045
superscaffold93	1600000	1800000	1700000.0	252.28150000000204	246.6506618828692	0.10167783735177374	186054	252.60842	244.96995	260.683135
superscaffold93	1800000	2000000	1900000.0	221.00050000000104	240.49977255910687	-0.3610882778824303	184457	221.146476	213.8832375	227.2893625
superscaffold93	2000000	2200000	2100000.0	219.04870000000088	242.03749489004747	-0.42300919014153093	181418	219.228685	211.9978625	227.7718975
superscaffold93	2200000	2400000	2300000.0	146.5413	151.31187736455317	-0.14021563581007934	180870	146.300412	140.577945	152.64257
superscaffold93	2400000	2600000	2500000.0	165.48720000000006	156.23258882356305	0.26347347939450455	182979	165.440725	160.0249325	172.279095
superscaffold93	2600000	2800000	2700000.0	206.68110000000115	208.20760360935466	-0.032639983316211	189112	206.842498	200.78762	213.0790225
superscaffold93	2800000	3000000	2900000.0	137.65589999999884	182.68141291574102	-1.0968458454236472	189262	137.017929	129.938575	146.037335
superscaffold93	3000000	3200000	3100000.0	228.91900000000163	248.4959286799979	-0.3508878604956239	184640	228.725394	220.908435	237.7739825
superscaffold93	3200000	3400000	3300000.0	294.85910000000223	292.4747873448985	0.03632193753998632	182455	295.774696	286.190765	303.9690075
superscaffold93	3400000	3600000	3500000.0	318.18200000000064	306.00674385717565	0.17728791639935815	192702	317.440234	306.5507575	326.401355
superscaffold93	3600000	3800000	3700000.0	270.8099000000015	269.4089523807898	0.023164928591360347	188839	270.512784	263.33567	280.674255
superscaffold93	3800000	4000000	3900000.0	314.40110000000084	297.7030432700965	0.24991475761699372	185469	314.51799	305.0439425	323.3955825
superscaffold93	4000000	4200000	4100000.0	227.6862000000005	223.27728245257236	0.08792593946348837	185062	227.610086	219.0441675	236.56306
superscaffold93	4200000	4400000	4300000.0	283.1349000000001	307.23692172192807	-0.3495548771559352	190848	282.61458	273.528295	291.268415
superscaffold93	4400000	4600000	4500000.0	235.52430000000055	252.80155120663153	-0.3044073213496292	176644	234.911335	225.9908175	244.0819475
superscaffold93	4600000	4983591	4791795.5	475.58359999999897	492.68623483336216	-0.154786950893367	336503	475.453409	465.6158525	485.0497725
superscaffold63	0	200000	100000.0	256.83520000000095	280.17300869737386	-0.37109961473131625	172841	256.946694	249.6595625	264.58531
superscaffold63	200000	400000	300000.0	206.82900000000043	234.04133876915643	-0.5177907596747926	174196	207.218644	199.9155225	213.657675
superscaffold63	400000	600000	500000.0	185.12820000000042	212.82077060217642	-0.5793271968205966	174664	185.301591	179.24345	191.0811375
superscaffold63	600000	800000	700000.0	180.29240000000047	191.9077469013845	-0.26939317697330784	180491	180.576632	173.2724375	187.7065525
superscaffold63	800000	1000000	900000.0	297.98430000000127	293.3974207434629	0.06965590526164879	188107	297.901503	289.8826125	305.637735
superscaffold63	1000000	1200000	1100000.0	326.20760000000155	320.7688782342052	0.07555691871104112	188881	327.172235	317.5560375	336.292365
superscaffold63	1200000	1400000	1300000.0	295.0238000000012	310.9274553161855	-0.22792021016894037	181647	294.666929	285.347685	304.0023975
superscaffold63	1400000	1692925	1546462.5	486.31549999999993	500.9899354204413	-0.1306118473809298	277817	485.331651	472.5979675	498.7154825
superscaffold67	0	200000	100000.0	NA	NA	NA	172590	NA	NA	NA
superscaffold67	200000	400000	300000.0	118.87739999999965	126.40077560331576	-0.26450717071823676	184507	119.004938	114.1455025	124.1051475
superscaffold67	400000	600000	500000.0	328.3168000000013	314.31044444425476	0.19857288344418417	186830	328.659608	320.5232825	334.564045
superscaffold67	600000	800000	700000.0	129.76629999999975	121.4800641443059	0.3030728696904368	123459	129.92663	125.1186	135.3353975
superscaffold67	800000	1000000	900000.0	NA	NA	NA	0	NA	NA	NA
superscaffold67	1000000	1200000	1100000.0	NA	NA	NA	0	NA	NA	NA
superscaffold67	1200000	1400000	1300000.0	NA	NA	NA	0	NA	NA	NA
superscaffold67	1400000	1600000	1500000.0	NA	NA	NA	0	NA	NA	NA
superscaffold67	1600000	1800000	1700000.0	NA	NA	NA	0	NA	NA	NA
superscaffold67	1800000	2000000	1900000.0	103.73409999999973	102.10476277445458	0.07083891089329546	77144	103.707705	99.061205	108.431855
superscaffold67	2000000	2200000	2100000.0	222.21010000000146	220.50938225687932	0.034341615041649454	183993	222.417849	215.89403	229.7574575
superscaffold67	2200000	2400000	2300000.0	11.473699999999997	13.224412046088997	-0.56676044508699	10120	11.492004	9.97805	12.85781
superscaffold67	2400000	2600000	2500000.0	73.43639999999998	68.2748714937618	0.3346753271255061	70831	73.535072	69.59223	76.570905
superscaffold67	2600000	2800000	2700000.0	237.21440000000223	215.8962152640576	0.4396393460714115	183062	236.900043	229.6177375	242.827935
superscaffold67	2800000	3000000	2900000.0	237.73650000000208	219.27920439212687	0.37478294252947325	185300	237.810016	230.48751	244.3135925
superscaffold67	3000000	3200000	3100000.0	301.3353000000006	272.79194150885905	0.4661290042669147	193440	300.813328	292.60742	308.24702
superscaffold67	3200000	3400000	3300000.0	228.54110000000082	201.74916981940424	0.5911566293349844	174193	227.98463	221.964555	234.34999
superscaffold67	3400000	3600000	3500000.0	197.10750000000064	186.37194650999842	0.25636115197195963	182647	197.075691	189.45595	202.7256025
superscaffold67	3600000	3800000	3700000.0	207.36900000000128	177.45315699054305	0.7501681055172394	179533	207.390379	201.6719425	213.241305
superscaffold67	3800000	4000000	3900000.0	288.721400000001	243.26767275479992	0.8321594799920928	187260	288.376728	281.7113	296.33497
superscaffold67	4000000	4200000	4100000.0	204.81140000000008	200.21144748846365	0.10227400505049938	188323	205.442499	198.1607675	213.5922825
superscaffold67	4200000	4400000	4300000.0	247.68730000000164	206.6698812784141	0.8835495251692698	184532	247.123595	241.321555	251.90174
superscaffold67	4400000	4600000	4500000.0	159.7070000000002	168.22682300489956	-0.2253198115018503	186566	159.598889	152.61462	165.18014
superscaffold67	4600000	4800000	4700000.0	202.97390000000058	204.5170700150973	-0.03359009774417179	180864	203.194757	194.5307225	210.1525025
superscaffold67	4800000	5000000	4900000.0	173.61229999999998	169.14945640346392	0.11738515839596832	187582	173.291077	166.88882	179.29171
superscaffold67	5000000	5300260	5150130.0	248.94949999999983	239.57713916054254	0.1742245204758681	279070	249.885701	242.0829975	259.9292375
superscaffold62	0	200000	100000.0	85.70029999999998	80.26910567509833	0.29991199297135057	172872	86.019801	80.4375375	91.200015
superscaffold62	200000	400000	300000.0	210.8778000000003	217.12639312881004	-0.128134930991479	188357	210.397254	202.8059975	219.12769
superscaffold62	400000	600000	500000.0	63.030800000000035	56.28063731242527	0.530020553209075	54878	62.849276	59.910665	66.719835
superscaffold62	600000	800000	700000.0	177.55530000000047	168.8419119372758	0.22960230372209606	147559	178.018294	170.438	185.9146225
superscaffold62	800000	1000000	900000.0	128.65259999999986	125.1705977385633	0.12361803512497033	184275	128.543966	122.30877	134.8154
superscaffold62	1000000	1200000	1100000.0	8.573699999999999	7.688611654702905	0.47916722489476177	148287	8.64445	7.4960025	9.7681875
superscaffold62	1200000	1400000	1300000.0	66.70950000000009	64.5843378995044	0.14560111697353753	56205	66.795982	63.1596475	70.8180375
superscaffold62	1400000	1600000	1500000.0	148.55150000000003	155.3099554249987	-0.1935481602443927	182873	149.444743	144.9618275	155.4779125
superscaffold62	1600000	1800000	1700000.0	131.49319999999997	127.63095346806823	0.13448609476398246	153758	131.291201	125.502065	137.18675
superscaffold62	1800000	2000000	1900000.0	NA	NA	NA	0	NA	NA	NA
superscaffold62	2000000	2200000	2100000.0	NA	NA	NA	0	NA	NA	NA
superscaffold62	2200000	2400000	2300000.0	204.09950000000063	210.05287040648338	-0.12618086199810466	148841	204.277919	197.370925	210.19966
superscaffold62	2400000	2600000	2500000.0	224.39080000000124	225.7376381820773	-0.026567653960185133	184863	224.515907	216.1515525	233.2217925
superscaffold62	2600000	2917291	2758645.5	337.36550000000216	342.91207979974956	-0.0720879105066519	299613	337.229682	329.2185	346.722015
superscaffold88	0	200000	100000.0	157.71220000000002	174.3777123286619	-0.42524968394935286	189281	157.154511	149.3459275	163.66536
superscaffold88	200000	400000	300000.0	98.30289999999954	133.16675385945433	-1.1637347069232038	173711	98.596662	94.263135	104.917255
superscaffold88	400000	624114	512057.0	95.15499999999953	129.47622026519693	-1.1781318022290796	187791	94.775793	88.98525	99.94904
superscaffold69-1	0	200000	100000.0	161.3792	170.6871787344045	-0.24262742280774546	193128	161.253804	154.645735	168.888375
superscaffold69-1	200000	400000	300000.0	198.24359999999996	211.28304827123583	-0.2747645407282622	180475	199.168969	191.22746	206.19786
superscaffold69-1	400000	600000	500000.0	242.7748000000002	239.57713916054254	0.05944189899876194	189061	242.232526	234.9236275	250.4873725
superscaffold69-1	600000	800000	700000.0	228.26130000000043	234.65642770153266	-0.12136698497766998	179475	228.439091	220.8909975	239.4013175
superscaffold69-1	800000	1000000	900000.0	227.93630000000073	238.03941682960195	-0.18901898050102325	185002	227.246405	217.396745	236.9572125
superscaffold69-1	1000000	1200000	1100000.0	166.6838999999998	173.45507893009756	-0.17369446229419944	178463	165.952803	158.2257775	173.3473425
superscaffold69-1	1200000	1400000	1300000.0	205.86770000000035	193.137924766137	0.2933650455353448	182244	206.155931	199.4987825	211.60114
superscaffold69-1	1400000	1600000	1500000.0	201.23980000000054	198.05863622514684	0.07149563397318867	180523	200.777553	194.3453775	207.61921
superscaffold69-1	1600000	1800000	1700000.0	238.498500000001	242.3450393562356	-0.07068928709821298	187652	238.290793	230.8404075	246.974725
superscaffold69-1	1800000	2000000	1900000.0	207.2703000000003	215.28112633168135	-0.1656759303169752	175717	207.727421	200.128335	214.9663225
superscaffold69-1	2000000	2200000	2100000.0	144.52939999999967	158.07785562069174	-0.3812305765464383	180280	144.519042	137.87149	150.995905
superscaffold69-1	2200000	2400000	2300000.0	127.39309999999945	131.32148706232562	-0.13296172540168913	188973	127.110991	121.0989125	132.88506
superscaffold69-1	2400000	2600000	2500000.0	173.74810000000036	163.61365601207783	0.2755514278812194	188159	173.831191	165.58753	180.81509
superscaffold69-1	2600000	2800000	2700000.0	214.34530000000052	211.28304827123583	0.0645271312364055	182710	214.646736	208.5368525	222.353875
superscaffold69-1	2800000	3000000	2900000.0	203.71090000000027	195.2907360294538	0.19191474095296265	189714	203.979616	197.00851	212.1120575
superscaffold69-1	3000000	3200000	3100000.0	158.41560000000027	146.69871037173144	0.35516717601576236	179764	159.043316	151.9736175	164.5584125
superscaffold69-1	3200000	3400000	3300000.0	248.0242000000015	230.65834964108717	0.3352680968728296	178508	248.391179	241.2974225	255.6278925
superscaffold69-1	3400000	3600000	3500000.0	176.4906000000001	183.29650184811726	-0.16524083181512544	178904	176.079852	168.79375	184.670935
superscaffold69-1	3600000	3800000	3700000.0	281.1827000000016	288.78425375064114	-0.11727681937744679	185293	281.008491	271.2282	289.58605
superscaffold69-1	3800000	4000000	3900000.0	218.84120000000098	243.57521722098804	-0.45225598236586523	181201	218.829152	211.404545	226.5267375
superscaffold69-1	4000000	4200000	4100000.0	223.67930000000104	244.19030615336428	-0.3740967093312686	163643	224.159715	216.0501575	235.14467
superscaffold69-1	4200000	4400000	4300000.0	289.2898000000013	295.2426875405916	-0.08983607651896991	193123	289.252539	278.803815	297.96243
superscaffold69-1	4400000	4600000	4500000.0	235.10200000000071	230.9658941072753	0.07974630905022391	187286	235.333563	228.68305	243.56093
superscaffold69-1	4600000	4800000	4700000.0	241.2076000000011	240.807317025295	0.0074030113594678055	188278	241.007133	232.10284	247.766745
superscaffold69-1	4800000	5000000	4900000.0	206.2157000000005	219.58674885831496	-0.2711253569418159	189292	205.097961	197.12406	213.5675475
superscaffold69-1	5000000	5200000	5100000.0	280.74000000000177	296.472865405344	-0.23644418475893766	185158	280.117161	271.2143525	288.0916225
superscaffold69-1	5200000	5400000	5300000.0	181.39690000000047	211.59059273742395	-0.6353129614373895	175509	181.561563	175.36259	186.86301
superscaffold69-1	5400000	5600000	5500000.0	184.04860000000022	213.12831506836454	-0.6074707122255556	187210	184.354249	176.3141775	192.018215
superscaffold69-1	5600000	5978518	5789259.0	439.7410000000006	509.9087249398967	-0.6136261573955485	364037	439.440116	427.1887275	452.0998525
superscaffold83	0	200000	100000.0	161.10189999999932	231.88852750583962	-1.359386823498908	173482	161.033612	155.626755	166.745625
superscaffold83	200000	400000	300000.0	138.61459999999911	211.59059273742395	-1.5355059238045046	174058	138.729824	132.0671225	144.8289725
superscaffold83	400000	782506	591253.0	256.37500000000045	314.00289997806664	-0.817809147073337	303623	256.497447	247.333615	267.81959
superscaffold92	0	200000	100000.0	97.40199999999956	128.55358686663257	-1.0769693982442414	171403	97.547558	90.4694175	103.1666925
superscaffold92	200000	400000	300000.0	110.77199999999944	151.6194218307413	-1.1981513302503153	183331	110.497732	104.1433425	116.4034675
superscaffold92	400000	600000	500000.0	221.41180000000085	204.20952554890917	0.3750033026113441	171951	221.86093	213.0768675	230.178385
superscaffold92	600000	800000	700000.0	166.03910000000076	189.4473911718796	-0.5499346931007973	175912	165.615976	159.3345425	171.1613875
superscaffold92	800000	1000000	900000.0	148.59749999999997	169.14945640346392	-0.5405734271396301	186683	148.831251	142.015645	156.6146825
superscaffold92	1000000	1200000	1100000.0	315.32690000000053	326.91976755796753	-0.15802797664166426	187959	315.786859	307.5030825	327.3473175
superscaffold92	1200000	1400000	1300000.0	152.3538000000005	158.07785562069174	-0.1610652228972306	95850	151.999907	145.8641275	158.3107025
superscaffold92	1400000	1600000	1500000.0	217.7292000000005	228.81308284395845	-0.2157087195581069	126386	217.686179	210.297555	225.9285425
superscaffold92	1600000	1800000	1700000.0	308.2457000000015	315.54062230900723	-0.10302013202867313	185496	308.446289	300.11463	315.7137825
superscaffold92	1800000	2000000	1900000.0	369.1482000000007	368.74581495955135	0.004863912764686114	177799	369.650562	358.15689	379.500595
superscaffold92	2000000	2200000	2100000.0	165.2832999999999	177.14561252435493	-0.2979734729146428	123730	165.535873	158.31714	172.750265
superscaffold92	2200000	2400000	2300000.0	368.0756000000005	377.6646044790067	-0.11317599139484652	182780	368.850727	357.6049225	378.07663
superscaffold92	2400000	2600000	2500000.0	294.36010000000033	291.24460948014604	0.04766056277583462	183380	294.363276	285.4320025	303.9276825
superscaffold92	2600000	2882843	2741421.5	392.5870999999984	388.12111632940264	0.05129260704528765	243556	391.368095	380.75476	401.8632075
