Scaffold	Start	End	midpont	pi	theta	Td	win_length	pi_resamp_mean	pi_resampl_CI_low	pi_resamp_CI_up
superscaffold93	3000000	4983591	3991795.5	2649.1000999998064	2690.0914457474523	-0.0680114907778704	1823162	2650.700127	2627.19655	2682.548395
superscaffold63	0	1692925	846462.5	2234.615999999872	2345.026554684386	-0.21013881078438124	1538644	2234.43035	2208.845385	2262.8933725
superscaffold67	0	1000000	500000.0	576.9605000000005	562.1912841918764	0.11715960570961872	667386	577.038944	565.6783425	586.790405
superscaffold67	1000000	2000000	1500000.0	103.73409999999973	102.10476277445458	0.07083891089329546	77144	103.251469	98.484745	107.4864325
superscaffold67	2000000	3000000	2500000.0	782.0710999999968	737.1840854529146	0.27161584022615043	633306	782.01546	769.01032	793.839285
superscaffold67	3000000	4000000	3500000.0	1223.0742999999827	1081.6338875836047	0.5834609521144285	917073	1222.674154	1212.8385525	1238.255645
superscaffold67	4000000	5300260	4650130.0	1237.7413999999874	1188.351817350881	0.18545122202464048	1206937	1235.673754	1215.222415	1253.014855
superscaffold62	0	1000000	500000.0	665.816799999999	647.6886457921728	0.12483911356588362	747941	667.188447	654.9155275	679.9258275
superscaffold62	1000000	2917291	1958645.5	1121.1836999999916	1133.9164468355846	-0.050103758058857605	1174440	1121.904508	1103.1410825	1137.3538525
superscaffold88	0	624114	312057.0	351.17010000000477	437.02068645331315	-0.8758269751501692	550783	350.306757	339.5970225	359.9446925
superscaffold69-1	0	1000000	500000.0	1058.5952000000095	1094.2432106973174	-0.1453592510423338	927141	1058.50278	1040.2472475	1075.0050125
superscaffold69-1	1000000	2000000	1500000.0	1019.5602000000006	1022.2778056092983	-0.011861035671530502	904599	1018.986909	1006.3413225	1036.2768075
superscaffold69-1	2000000	3000000	2500000.0	863.7267999999954	859.5867829957848	0.02148676896645016	929836	864.053553	846.406585	881.088335
superscaffold69-1	3000000	4000000	3500000.0	1082.9542999999826	1093.013032832565	-0.04106188787295528	903670	1082.754716	1066.9570625	1099.9681725
superscaffold69-1	4000000	5978518	4989259.0	2281.420899999814	2461.89345183587	-0.32718277082498454	1833536	2280.619174	2251.814135	2306.7746025
superscaffold83	0	782506	391253.0	556.0915000000074	757.4820202213302	-1.186003920554428	651163	555.03076	543.7483075	569.6937475
superscaffold92	0	1000000	500000.0	744.2223999999952	842.9793818216266	-0.5226414282421413	889280	745.225813	730.807925	760.0410575
superscaffold92	1000000	2882843	1941421.5	2583.109899999835	2632.273086104087	-0.08336124471177214	1506936	2580.618461	2553.35773	2603.0893725
