chr	scaffold	scaf_pos1	scaf_pos2	pos1	pos2	Dprime	LOD	r2	CIlow	CIhi	meanDist	nSNP
ChrZ	superscaffold26	5100000	5300000	5100000	5300000	0.769307046011587	0.517949842635918	0.128113510750891	0.0915270164884135	0.911900206105169	24002.2626810383	359040
ChrZ	superscaffold26	5150000	5350000	5150000	5350000	0.787558644145977	0.506476439049798	0.127730236565716	0.0903287146570199	0.917049160786427	24181.4653184658	385897
ChrZ	superscaffold26	5200000	5400000	5200000	5400000	0.800368697339529	0.495621389121069	0.12613386449579	0.0890114680563432	0.920400669753841	24104.1698868783	372077
ChrZ	superscaffold26	5250000	5450000	5250000	5450000	0.827692111646349	0.466893431531828	0.123332805417012	0.0856822106590622	0.928577068587464	23953.0551386632	352076
ChrZ	superscaffold26	5300000	5500000	5300000	5500000	0.842999404281829	0.480067681593922	0.128113188121235	0.0879139017593432	0.933223997819594	23967.6071235879	359566
ChrZ	superscaffold26	5350000	5550000	5350000	5550000	0.841166380704362	0.489555179635412	0.129928150471074	0.0891463398006626	0.932456921587609	24165.6721977557	366715
ChrZ	superscaffold26	5400000	5600000	5400000	5600000	0.8402006298754	0.491322488385324	0.132332057314347	0.0895935200489663	0.932867335190243	24044.3038070252	370867
ChrZ	superscaffold26	5450000	5650000	5450000	5650000	0.821033714452994	0.49172300184008	0.130265931470949	0.0891852905096465	0.927538613806178	24029.9807126129	358680
ChrZ	superscaffold26	5500000	5700000	5500000	5700000	0.813602807809019	0.494730121018098	0.130325010221593	0.0894754306280647	0.924894877521674	23890.4664133751	359533
ChrZ	superscaffold26	5550000	5750000	5550000	5750000	0.813123649051671	0.497623009929876	0.129800145254953	0.0899120434899511	0.924400885128056	24174.340910285	323569
ChrZ	superscaffold26	5600000	5800000	5600000	5800000	0.814626992109189	0.507340369700365	0.131946137957569	0.0911322875252283	0.923848711077511	23887.3357071017	296294
ChrZ	superscaffold26	5650000	5850000	5650000	5850000	0.818597095055337	0.545046939824723	0.14355755010621	0.0964976466321533	0.925148674661342	23492.383154589	250917
ChrZ	superscaffold26	5700000	5900000	5700000	5900000	0.814326145143684	0.545862837470642	0.146745553397508	0.0962817622902401	0.924873754199923	24262.6773797203	211611
ChrZ	superscaffold26	5750000	5950000	5750000	5950000	0.830368092829611	0.510657045047069	0.141187253576772	0.0919211686327046	0.930573366437106	23725.8099367472	249317
ChrZ	superscaffold26	5800000	6000000	5800000	6000000	0.839959793014812	0.475449029710093	0.131798346441646	0.0874311954106543	0.93344290858404	24114.7842655286	266879
ChrZ	superscaffold26	5850000	6050000	5850000	6050000	0.824360010256761	0.474599763068823	0.125988684741359	0.0866556805360867	0.928552497521283	24101.1468289514	292490
ChrZ	superscaffold26	5900000	6100000	5900000	6100000	0.82186801044023	0.498038146511223	0.130002589872977	0.0897305028710632	0.927589107360362	23980.5458952497	287350
ChrZ	superscaffold26	5950000	6150000	5950000	6150000	0.825062180582394	0.525520872844747	0.135286903598368	0.0932378593331493	0.92754530600673	23706.7966545552	268066
ChrZ	superscaffold26	6000000	6200000	6000000	6200000	0.834850553393744	0.556809767197619	0.143377981728581	0.0978167539619491	0.930847325263569	23858.2844423649	297076
ChrZ	superscaffold26	6050000	6250000	6050000	6250000	0.856494279108481	0.530586020839113	0.141953467122908	0.0949160886587133	0.936937451832671	23801.628706187	324390
ChrZ	superscaffold26	6100000	6300000	6100000	6300000	0.864498862371493	0.538187359903615	0.144238720521192	0.0960465859989142	0.939792975906273	23974.6991469645	403383
ChrZ	superscaffold26	6150000	6350000	6150000	6350000	0.851240088130019	0.570997208464091	0.146771954300725	0.100055820692006	0.936093253391351	24204.1388925095	398956
ChrZ	superscaffold26	6200000	6400000	6200000	6400000	0.840148001797641	0.605145175532958	0.150839050644713	0.104220966423316	0.933515607444911	23888.6561509445	418326
ChrZ	superscaffold26	6250000	6450000	6250000	6450000	0.834778528482676	0.622092384845284	0.152740526049671	0.106521278779292	0.932530099673096	24057.2130330959	399506
ChrZ	superscaffold26	6300000	6500000	6300000	6500000	0.836831294568105	0.609254377708568	0.152313605806233	0.105049502492366	0.933185759171547	24302.2533192463	362507
ChrZ	superscaffold26	6350000	6550000	6350000	6550000	0.84876929469594	0.60199416175252	0.153471261159068	0.104583631668289	0.936585948624709	24004.5289391611	372903
ChrZ	superscaffold26	6400000	6600000	6400000	6600000	0.848448533597134	0.637652090848947	0.158900495562407	0.109901574065983	0.937098681828962	24117.2904501255	320444
ChrZ	superscaffold26	6450000	6650000	6450000	6650000	0.831692131828182	0.669217098961687	0.161006868091329	0.113904472526293	0.932307596855548	23880.3318476336	298176
ChrZ	superscaffold26	6500000	6700000	6500000	6700000	0.817276330309702	0.684070049903094	0.162291628541669	0.115827323427426	0.929023132094875	23853.9276800664	303388
ChrZ	superscaffold26	6550000	6750000	6550000	6750000	0.816991943601869	0.654083365828699	0.155875244885742	0.111730771160168	0.928229331442694	24335.3569696706	299017
ChrZ	superscaffold26	6600000	6800000	6600000	6800000	0.831685301610578	0.623703944735796	0.151791262675846	0.107647947009992	0.93108136153502	23984.5840551524	321872
ChrZ	superscaffold26	6650000	6850000	6650000	6850000	0.838152204168429	0.637931926727405	0.154381113171067	0.109417407919505	0.933363873044895	23911.4246193419	352219
ChrZ	superscaffold26	6700000	6900000	6700000	6900000	0.849811522649314	0.634636852552462	0.154157242736077	0.109294869854722	0.93614699354318	23985.9068906376	396480
ChrZ	superscaffold26	6750000	6950000	6750000	6950000	0.85948087530581	0.628141040078754	0.154120768835759	0.108671680715421	0.938399764994495	24126.3321919421	445947
ChrZ	superscaffold26	6800000	7000000	6800000	7000000	0.867371313613889	0.619204350466074	0.154130706594871	0.107828570284715	0.939909031665432	24015.0669495804	449607
ChrZ	superscaffold26	6850000	7050000	6850000	7050000	0.876476543795519	0.632101339397829	0.156426282891983	0.110049994884244	0.942696933337054	23908.0349173573	430044
ChrZ	superscaffold26	6900000	7100000	6900000	7100000	0.869408598391128	0.623926480995661	0.154484421788161	0.108693332007112	0.940557982817143	24004.9771773863	402145
ChrZ	superscaffold26	6950000	7150000	6950000	7150000	0.856007852510264	0.604620108529796	0.148442987492916	0.1054759847053	0.93733689115477	24045.4975752618	389939
ChrZ	superscaffold26	7000000	7200000	7000000	7200000	0.842322593877363	0.589605042404738	0.144444705013387	0.102741337694712	0.933572998140259	24100.2644736669	379085
ChrZ	superscaffold26	7050000	7250000	7050000	7250000	0.842733672071188	0.535338402316071	0.136062783977308	0.0954531907293172	0.933520518876727	23752.7813781264	375118
ChrZ	superscaffold26	7100000	7300000	7100000	7300000	0.850416373487379	0.520796050986178	0.134658639125268	0.0938356075948459	0.936247743471909	23832.8378312464	418231
ChrZ	superscaffold26	7150000	7350000	7150000	7350000	0.851447524370363	0.491475628528019	0.128510557718113	0.0899846957447516	0.936475651817103	24106.9708065786	450855
ChrZ	superscaffold26	7200000	7400000	7200000	7400000	0.856468216731026	0.472054258094277	0.125829101929573	0.0876362475349041	0.938220437482752	23921.8502853367	496431
ChrZ	superscaffold26	7250000	7450000	7250000	7450000	0.847300784325239	0.484885641778482	0.126842223200916	0.0888352564667195	0.935107450796167	24034.192002114	510885
ChrZ	superscaffold26	7300000	7500000	7300000	7500000	0.836605777345677	0.510728126198793	0.131935534410564	0.0919861452495824	0.932353541729672	24211.1665716089	492683
ChrZ	superscaffold26	7350000	7550000	7350000	7550000	0.84337842197687	0.527333786385063	0.138079049912197	0.0942513386931583	0.934401934906925	24030.3340377757	461831
ChrZ	superscaffold26	7400000	7600000	7400000	7600000	0.845551348859278	0.530630259450575	0.138915132171089	0.0945892277138608	0.934624765203099	23922.7920971277	408864
ChrZ	superscaffold26	7450000	7650000	7450000	7650000	0.852882512508458	0.498443943143586	0.132554348635366	0.0907455907246594	0.937010098077549	23837.7197356191	427111
ChrZ	superscaffold26	7500000	7700000	7500000	7700000	0.856804213033124	0.475009037790768	0.130614136296938	0.0875215655144211	0.937661254239734	24084.7223304708	415710
ChrZ	superscaffold26	7550000	7750000	7550000	7750000	0.8456137973733	0.485075379949982	0.129417251645287	0.0885060727758445	0.933880329876994	23743.9004631835	451441
ChrZ	superscaffold26	7600000	7800000	7600000	7800000	0.843099304022096	0.505824875683528	0.1325847965874	0.0910758870985374	0.93279790404979	23571.892078484	411651
ChrZ	superscaffold26	7650000	7850000	7650000	7850000	0.843237588765036	0.517973587757415	0.132631473014673	0.0925382454814535	0.931825908432521	23766.0250091316	396975
ChrZ	superscaffold26	7700000	7900000	7700000	7900000	0.835628437626298	0.522378135727746	0.130685911076268	0.0932428286920489	0.929804301567438	23882.6356790526	410734
ChrZ	superscaffold26	7750000	7950000	7750000	7950000	0.837868752895762	0.525218430851	0.132622619713509	0.0939016509145207	0.931319315243772	24172.34889823	416557
ChrZ	superscaffold26	7800000	8000000	7800000	8000000	0.839303178680295	0.503960587016926	0.12953560873496	0.0912144636584886	0.932447716456412	23747.5642179629	452389
ChrZ	superscaffold26	7850000	8050000	7850000	8050000	0.826827859765992	0.508349665641814	0.129518881629516	0.091519130583312	0.929509287727389	24083.6064138697	468360
ChrZ	superscaffold26	7900000	8100000	7900000	8100000	0.829617287270824	0.490567159291828	0.125498019144722	0.089110104489584	0.929753786710184	24136.9872893347	469999
ChrZ	superscaffold26	7950000	8150000	7950000	8150000	0.819183983295303	0.497709380247126	0.125592067852069	0.0898331898221897	0.926353188100056	24059.3579842425	464540
ChrZ	superscaffold26	8000000	8200000	8000000	8200000	0.807800675780329	0.513777358499558	0.129397452241441	0.0917747811934814	0.922891296111404	24177.471306739	419663
ChrZ	superscaffold26	8050000	8250000	8050000	8250000	0.816279640094365	0.518294239040983	0.130994055522028	0.0924885060624348	0.925524030284742	24146.1067317715	364540
ChrZ	superscaffold26	8100000	8300000	8100000	8300000	0.815013237807438	0.547251359854287	0.13847718525834	0.0964469038847066	0.92651981975056	24086.0396572422	338198
ChrZ	superscaffold26	8150000	8350000	8150000	8350000	0.825450535901011	0.560381007879799	0.141255631628741	0.0983982099287955	0.929598416571229	24058.4321534382	321328
ChrZ	superscaffold26	8200000	8400000	8200000	8400000	0.823502958802174	0.560924181332949	0.140360939303231	0.0983682258607425	0.928780564772071	24228.8461182439	332736
ChrZ	superscaffold26	8250000	8450000	8250000	8450000	0.827750869022228	0.548860431678152	0.136304705090136	0.0968032915755719	0.928877108776843	24129.7778750115	337103
ChrZ	superscaffold26	8300000	8500000	8300000	8500000	0.833027620984556	0.536962121053155	0.132876298890835	0.0956061938927314	0.929769504547766	23876.1596519971	371721
ChrZ	superscaffold26	8350000	8550000	8350000	8550000	0.838706787585021	0.514152169494176	0.128894749693795	0.0927205326661976	0.931765381909155	24176.241993068	383730
ChrZ	superscaffold26	8400000	8600000	8400000	8600000	0.831385483065812	0.513822466080711	0.128353725968404	0.0927296117939535	0.930169751668335	24042.1131263861	402647
ChrZ	superscaffold26	8450000	8650000	8450000	8650000	0.827812501569457	0.508326874655927	0.126157805512899	0.0916591332734525	0.929234467205594	23932.7362032664	414156
ChrZ	superscaffold26	8500000	8700000	8500000	8700000	0.835189397400235	0.515426126564673	0.129609320102707	0.0927189740023537	0.93148684069755	24249.3648577084	373880
ChrZ	superscaffold26	8550000	8750000	8550000	8750000	0.833118006997508	0.524807431204996	0.130511659176148	0.0938113533570017	0.930709277276979	23905.00032327	349553
