chr	pos1	pos2	Dprime	LOD	r2	CIlow	CIhi	meanDist	nSNP
scaffold198	50000	250000	0.825834278532106	0.58826456728645	0.157436016073753	0.102444858429167	0.924646341609047	24052.794576004	167478
scaffold198	100000	300000	0.827366458096322	0.622249150344884	0.160047076940422	0.10728643319087	0.925259354918058	24238.1613063576	195138
scaffold198	150000	350000	0.831701516429652	0.65536480116203	0.167364718801631	0.112547082694832	0.927028736291985	23894.1229615801	200339
scaffold198	200000	400000	0.822198993894859	0.670990148899141	0.171153095389375	0.114660073482693	0.9237470095859	24060.7019420426	180995
scaffold198	250000	450000	0.809739136496109	0.721519280112971	0.178477824114413	0.12075960700658	0.917828861580987	24300.4852627467	166415
scaffold198	300000	500000	0.789673113874059	0.704511530480126	0.17242278663616	0.117657130357153	0.91222214339346	23618.0290878133	169143
scaffold198	350000	550000	0.78595833677625	0.679194489858152	0.161170734226524	0.113770288614767	0.911522703574731	23823.5891272699	203316
scaffold198	400000	600000	0.802466181286844	0.641548904116491	0.158512801392189	0.108965664254625	0.917085124277647	24093.1868912566	258011
scaffold198	450000	650000	0.817249204661623	0.598818230423226	0.1558115392217	0.103457541061814	0.922075615075308	24257.1495570095	293460
scaffold198	500000	700000	0.814172819308018	0.600800471290272	0.158004923034401	0.103705546342362	0.92082652974444	23988.7220166971	282204
scaffold198	550000	750000	0.821238063755873	0.627431217574951	0.170883956200358	0.107764297629432	0.924349394732412	23648.7057488943	261372
scaffold198	600000	800000	0.82390788268154	0.640765432373359	0.174695173894632	0.109709484111878	0.926145018413882	24239.5828581939	233791
scaffold198	650000	850000	0.823627887302017	0.66825245159493	0.179566715419975	0.113099276484518	0.926468744622797	24270.5188581074	244086
scaffold198	700000	900000	0.83385956896194	0.681801169076622	0.182958681685975	0.114835314488779	0.929592464190191	23922.4360403047	265081
scaffold198	750000	950000	0.798457039042354	0.743480962787638	0.185749072526675	0.122091371057388	0.919454140546427	24295.8176397638	264482
scaffold198	800000	1000000	0.777984554993775	0.791617378066855	0.192061094878766	0.128053346545051	0.913102509379473	24323.948283747	236154
scaffold198	850000	1050000	0.767423460662044	0.827596779457526	0.202419901992012	0.132640776223262	0.910382329159827	23698.2363854654	204065
scaffold198	900000	1100000	0.767956277827783	0.801563258925893	0.197080354035404	0.129220522052205	0.909034203420342	23932.3977557756	166650
scaffold198	950000	1150000	0.800368827861867	0.686368400255651	0.180016696424948	0.114766262224567	0.917439181511991	23934.1801475064	197144
scaffold198	1000000	1200000	0.804902826524443	0.6448579226329	0.16886595748205	0.109551466264731	0.918042716709869	23831.2460103189	241498
scaffold198	1050000	1250000	0.803453395064014	0.620458627609238	0.15856152359514	0.106409821620301	0.916808121496642	24147.4055009663	270098
scaffold198	1100000	1300000	0.804851206041525	0.628868474597197	0.160501188962282	0.107894643702286	0.918023664012182	24049.579653065	242985
scaffold198	1150000	1350000	0.805177276460482	0.629264884062668	0.159227933727264	0.108224824751055	0.918723779250703	23459.6644232434	225251
scaffold198	1200000	1400000	0.809403695179579	0.635413783565866	0.162738798109799	0.109144918809133	0.919828687780034	23792.1969605732	195958
scaffold198	1250000	1450000	0.811691878210377	0.653992746873372	0.164596054492667	0.111391023970818	0.919296462071019	24218.6358827142	214928
scaffold198	1300000	1500000	0.81245031169219	0.651793121307987	0.162901506667787	0.110963679460978	0.918472521627145	24078.8984667357	214314
scaffold198	1350000	1550000	0.799059437238208	0.67975205263877	0.164556785039507	0.114319705614896	0.913684384114135	23685.7727279152	212239
scaffold198	1400000	1600000	0.800040641379089	0.656894731042331	0.160663302024395	0.111456947538829	0.915163530430044	23707.3318253218	249556
scaffold198	1450000	1650000	0.821138821808714	0.682870890373805	0.169743774937418	0.115690251654458	0.922919079209074	24390.6378152712	248873
scaffold198	1500000	1700000	0.828172552442652	0.661815194855635	0.168264010266307	0.112767618689164	0.92663193846622	23973.9740939904	249749
scaffold198	1550000	1750000	0.842758889977202	0.643333811811101	0.169170524857034	0.110466002557774	0.931700363990984	23211.6788153826	233797
scaffold198	1600000	1800000	0.800415169531854	0.608378975968116	0.154375161203974	0.104184581524002	0.916373862352031	22932.8251115341	336220
scaffold198	1650000	1850000	0.789584909315457	0.58746058144674	0.14770079635527	0.101073489382618	0.911897539476999	23999.7263086372	484206
scaffold198	1700000	1900000	0.792512169186258	0.592977757824927	0.148693468111622	0.1019029853083	0.912899731967285	24159.3326392455	638728
scaffold198	1750000	1950000	0.797909772515723	0.591047122922473	0.149400938807089	0.101890011758392	0.914274461917057	23710.8917295756	750953
scaffold198	1800000	2000000	0.800102476997884	0.595425864793329	0.151384634387417	0.102446708723888	0.915167174139452	24217.3597550863	753735
scaffold198	1850000	2050000	0.792362434065137	0.614451553210579	0.154261418826701	0.105152011110156	0.912775482724186	24241.6008710092	709981
scaffold198	1900000	2100000	0.789731138746116	0.612938089554839	0.153996601475158	0.104746130615327	0.911625780410605	23856.5971455121	688740
scaffold198	1950000	2150000	0.782887957617952	0.634378235803575	0.158683166127072	0.107438733370752	0.909864382650198	24156.1521657516	538058
scaffold198	2000000	2200000	0.783681090236253	0.62227307017388	0.156677393179859	0.105831993176305	0.909868212956135	24002.3829798577	450196
scaffold198	2050000	2250000	0.786025289310604	0.634516704036984	0.159626408440247	0.107103107428526	0.910152673833848	23505.3956600935	404064
scaffold198	2100000	2300000	0.796188460977779	0.632436918266499	0.162997849040101	0.107103374002243	0.914226621326931	24293.0498796593	336129
scaffold198	2150000	2350000	0.813668796472097	0.619710398581258	0.163942758898444	0.105667759829155	0.919867906712288	24224.1075428212	295473
scaffold198	2200000	2400000	0.824470716492952	0.586198225874997	0.158295512464975	0.101956003428678	0.923863638000706	23423.7922804313	277658
scaffold198	2250000	2450000	0.837246122650758	0.567527272993875	0.154560074823833	0.100099583567245	0.928660125516351	23730.5560215171	238694
scaffold198	2300000	2500000	0.813062677254255	0.587879834232456	0.152918827738585	0.102216963321033	0.920689950389371	24081.3857478793	267483
scaffold198	2350000	2550000	0.781166683714404	0.630730513957302	0.158123974019249	0.107467420176636	0.910751837160018	23907.4996116312	312847
scaffold198	2400000	2600000	0.762364822538571	0.653047178653946	0.160089976298726	0.110116389654915	0.904826324811806	24075.243201908	335425
scaffold198	2450000	2650000	0.752182899659744	0.657589203292437	0.160123875813579	0.110943285942199	0.901930847534202	23979.8131189202	354145
scaffold198	2500000	2700000	0.771383315721365	0.627448567214616	0.15750825935365	0.10723507173816	0.909002051276255	23908.9905319191	353926
scaffold198	2550000	2750000	0.784895829142772	0.608468717450196	0.153011251061064	0.104298521093813	0.912338571184442	23838.9825971486	356953
scaffold198	2600000	2800000	0.791194077178889	0.619392614948932	0.155446929570949	0.105729916198202	0.913643192196927	24078.5566853864	354527
scaffold198	2650000	2850000	0.775737172647102	0.662393964935618	0.162219917267581	0.111860259250575	0.909015369377043	23302.0303368152	417974
scaffold198	2700000	2900000	0.778116981229726	0.654440540465606	0.161044269197712	0.11093973364879	0.909431328151715	23733.3400663568	541015
scaffold198	2750000	2950000	0.796773326120077	0.62283769644948	0.158370223314592	0.106972029542204	0.91572563303109	24088.719199871	663593
scaffold198	2800000	3000000	0.806081947406126	0.598533631646994	0.15444075577458	0.10344832121609	0.918314779678851	23797.9900375551	714684
scaffold198	2850000	3050000	0.814189705345519	0.574426009671241	0.151864322588065	0.100042555461284	0.920610495013527	23937.1926297208	599923
scaffold198	2900000	3100000	0.80206074118241	0.595219227197464	0.154070475278338	0.102190119645406	0.915776344738324	23711.3308416729	481339
scaffold198	2950000	3150000	0.790823252372221	0.611510627669027	0.157097486173807	0.104028748971022	0.911597241002202	23585.3274006758	336499
scaffold198	3000000	3200000	0.794665464017186	0.619213707303974	0.159966223952739	0.104462889366273	0.911975886143931	23068.7551503759	186200
scaffold198	3050000	3123540	0.797552901666424	0.644403495603168	0.165271698731963	0.107580284700967	0.911031919545256	20872.2097847738	82332
scaffold25	0	200000	0.799961143589411	0.522103141058915	0.117624779392681	0.0926870620295873	0.920830716324942	23803.6392583701	308240
scaffold25	50000	250000	0.793618946812715	0.529310647336314	0.118392853305836	0.0935771135370101	0.918901244782534	24005.8343438959	323912
scaffold25	100000	300000	0.805341029802897	0.526272115686013	0.119516363196231	0.0934316314781653	0.922093247718153	24021.9947116384	322217
scaffold25	150000	350000	0.807573322498974	0.520853268099083	0.121200767414808	0.0928474750239496	0.921394211030519	23582.3896640208	292280
scaffold25	200000	400000	0.799804489904357	0.512567673279018	0.121582656682542	0.0915689573739521	0.918082877422233	23904.5894372942	304884
scaffold25	250000	450000	0.785661904917829	0.541052566642327	0.125028989289421	0.0951623286258305	0.913805349722822	24340.0271710123	305399
scaffold25	300000	500000	0.774908392195657	0.55859953847194	0.12724754023692	0.097273461602787	0.911106599815673	23970.625518196	281023
scaffold25	350000	550000	0.785246347811391	0.570807952228043	0.128183735376411	0.0990678834995212	0.91558034289148	23191.4708579798	266265
scaffold25	400000	600000	0.787403773453485	0.58272097470724	0.129797494667189	0.100580253362936	0.916832005572243	23977.4864960167	229710
scaffold25	450000	650000	0.771900614427798	0.588385153690318	0.130209183903159	0.101388881941492	0.911177833912746	23828.6603181352	239898
scaffold25	500000	700000	0.784927582203668	0.593520682646153	0.134744348155792	0.102292008693341	0.914514595744016	23419.0506981253	255828
scaffold25	550000	750000	0.79500586728908	0.622118429506344	0.144800040412871	0.10642144026524	0.916979055410995	24267.388561508	242497
scaffold25	600000	800000	0.814438945158205	0.611869524344102	0.145877741050268	0.105468254958214	0.923298989647	24305.7671905534	240510
scaffold25	650000	850000	0.832295815722021	0.59561944076658	0.146518996452275	0.103611337441225	0.930407182020336	23836.5506611668	235644
scaffold25	700000	900000	0.814920795084001	0.580147081236266	0.138953807063869	0.101171404267385	0.926206138796342	23763.8169880201	225712
scaffold25	750000	950000	0.810203470801917	0.583573599403435	0.137085538543388	0.101664755159978	0.926171739064074	24236.278614819	229313
scaffold25	800000	1000000	0.814854720314787	0.604045838330125	0.139880644170077	0.104827605338068	0.928588151948002	24130.0964761413	234317
scaffold25	850000	1050000	0.829784601850968	0.590631746207423	0.137363192443469	0.103238660433165	0.932581394905066	23837.9251903444	262025
scaffold25	900000	1100000	0.849110009068936	0.596249740447866	0.140277905855414	0.104530980060651	0.938394880359803	24216.4437295077	243689
scaffold25	950000	1150000	0.863204026412032	0.578152798683244	0.142434624451512	0.102094195736695	0.941664788699896	23991.827917995	260033
scaffold25	1000000	1200000	0.84860563614152	0.585910865860939	0.142343918494182	0.102766556363392	0.936648757210236	23757.4317760409	252939
scaffold25	1050000	1250000	0.837402095470055	0.592475967920657	0.143306770599056	0.103098077506793	0.931773725804269	24096.4663024279	273447
scaffold25	1100000	1300000	0.830189609324562	0.583590253180018	0.141116341016559	0.1014986302804	0.928675402627768	23977.1597354784	286555
scaffold25	1150000	1350000	0.817539961834596	0.575289721553318	0.136736276007172	0.0999620792456391	0.9236669544217	23920.0017509952	286123
scaffold25	1200000	1400000	0.822831307184172	0.553887719135284	0.133822325986846	0.0970430178595033	0.92545802713044	23882.3825877881	279907
scaffold25	1250000	1450000	0.812388738645135	0.541554776959766	0.130552347661739	0.09519741138752	0.923001395238378	23742.3130924815	202116
scaffold25	1300000	1500000	0.79975180725767	0.515832847460054	0.121178891063352	0.0913838737007912	0.920481497834155	22575.0395460675	167602
scaffold25	1350000	1550000	0.79537354928709	0.473871460846799	0.10999492496879	0.0855411395444046	0.920185139322015	22329.4242131705	197851
scaffold25	1400000	1600000	0.789704578760217	0.478509712066869	0.111541083385927	0.0861647399288826	0.918612286994135	24036.7731824269	259852
scaffold25	1450000	1650000	0.796837550875526	0.452332840836	0.106414007616984	0.0826640760737572	0.919653712812492	23956.9148814083	374689
scaffold25	1500000	1700000	0.80315848063	0.447338336243607	0.1061404877757	0.0822928586711207	0.921119477669112	24091.4053976952	434667
scaffold25	1550000	1750000	0.799855063730022	0.453270924769327	0.106873481281959	0.0833287261543106	0.920136304885182	24309.8498995226	423976
scaffold25	1600000	1800000	0.803322538499356	0.448558196854135	0.106121254500861	0.0829576184368451	0.921335715482413	24131.6196288352	364097
scaffold25	1650000	1850000	0.793666898697483	0.496138893670348	0.115904678187783	0.0895330454854822	0.92006168682682	23797.980370409	277693
scaffold25	1700000	1900000	0.800922055852367	0.525549126286074	0.121972454564543	0.0936129528964375	0.92322884539113	23899.9234304645	214315
scaffold25	1750000	1950000	0.80782914279085	0.513398585888719	0.121442155680683	0.0918972210828123	0.924857325162728	23498.366608246	241353
scaffold25	1800000	2000000	0.807269345101957	0.49906537334184	0.118934708211956	0.0897693923489901	0.924360660375087	23743.0488720899	332296
scaffold25	1850000	2050000	0.813744048752057	0.477477645470441	0.115611794289143	0.0869202393336432	0.925151821439199	24248.1912923082	406629
scaffold25	1900000	2100000	0.812510902482651	0.472803939669803	0.113824520235868	0.0863108597098771	0.92400636788245	24154.7261261591	437194
scaffold25	1950000	2150000	0.817755098262714	0.475058591528817	0.114623581753176	0.0866624431052524	0.924195268745732	23873.0136183891	385141
scaffold25	2000000	2200000	0.833075795710376	0.48180147346284	0.115434069952412	0.087890508095283	0.928234540772995	23910.2042424406	296716
scaffold25	2050000	2250000	0.839300260492627	0.500501857883649	0.120221722168206	0.0905186760654675	0.929579930319235	23585.9786865986	246840
scaffold25	2100000	2300000	0.835327594557152	0.496479378665098	0.117534337388268	0.089754578406999	0.929296604862126	23384.2714554115	263465
scaffold25	2150000	2350000	0.828596012156214	0.500073045893884	0.116868779731289	0.0900778039445033	0.928116413499245	23383.5925840831	191507
scaffold25	2200000	2288681	0.819852006103836	0.475819723907875	0.11043818801235	0.0866859008481493	0.926034635721637	22217.9216579722	140895
scaffold554	0	200000	0.884703131009897	0.518095546226371	0.139741620151039	0.0939875228669262	0.94451522116422	23922.2926497491	42638
scaffold554	50000	250000	0.897976510896428	0.524945121481529	0.14827407645152	0.09575488654235	0.948939082710145	23341.4052379883	62314
scaffold554	100000	300000	0.889559418515286	0.520385770297907	0.14820478448332	0.095083562375438	0.947637588088942	24228.0861936459	76769
scaffold554	150000	350000	0.869059636075601	0.517634951264054	0.143735679552905	0.0941575172171005	0.941171862967282	24011.9467315012	90898
scaffold554	200000	400000	0.863838527822169	0.481065909109161	0.130790139974141	0.0889230905133991	0.938677754310449	22975.5360696418	124523
scaffold554	250000	450000	0.850473794175166	0.469460747891247	0.122496512079649	0.0867580185293711	0.933607037736967	24109.7799192715	151867
scaffold554	300000	500000	0.833986188429368	0.497469256505576	0.126263783689591	0.0903553090148699	0.929706668215613	24044.4170771375	172160
scaffold554	350000	550000	0.826247728250875	0.502201053465579	0.127667067218342	0.0908057006475341	0.92831264549954	23586.6824686503	204468
scaffold554	400000	600000	0.822732266673196	0.545076251101753	0.135646915581236	0.0965097933601018	0.927537312701988	23743.2250269317	204220
scaffold554	450000	650000	0.816490663687943	0.546608696779435	0.135817216823165	0.0966048163720351	0.925393593438741	24148.1444781976	231419
scaffold554	500000	700000	0.821970100594757	0.530871131161915	0.132491428497385	0.0944835286343041	0.926420873952048	24129.0722260855	231523
scaffold554	550000	750000	0.815506113966258	0.508309914880925	0.126466977163921	0.0911850135364567	0.924646446106548	23796.6441976782	261516
scaffold554	600000	800000	0.828934642371658	0.453001280214566	0.117584993936019	0.0840574447738007	0.928697251605764	24115.7971295933	272923
scaffold554	650000	850000	0.844101134838707	0.447731634880768	0.118170746157451	0.0836735445984001	0.933214321480217	24459.3785666502	249639
scaffold554	700000	900000	0.851819158740628	0.506170525982366	0.130301135101361	0.0914671705776173	0.934795890030547	23335.6104597681	230464
scaffold554	750000	950000	0.838913045848553	0.570564703156518	0.14421831543368	0.099734776208908	0.932231805048247	23679.0324265387	183430
scaffold554	800000	1000000	0.809358899750668	0.618282735510365	0.151132478845038	0.105458139638692	0.924031526792034	24171.5829778279	156819
scaffold554	850000	1050000	0.797340675491459	0.600696860916398	0.147174296611369	0.103151300254017	0.921699902415768	23249.2069977578	134243
scaffold554	900000	1100000	0.766237905177662	0.549893248400077	0.135720495345004	0.0963590063402973	0.914273983993348	22925.2885651922	67347
scaffold554	950000	1015449	0.765436163905841	0.596932205754141	0.145692662598082	0.103047951176983	0.914353966870096	20448.0501482127	28675
superscaffold11	0	200000	0.728201496992266	0.6405035737611	0.146361929533085	0.108067888857061	0.897703122314523	23591.9235405328	174550
superscaffold11	50000	250000	0.745033911057072	0.645983375704653	0.150578971298036	0.109239821672009	0.903835820345603	23939.9346155263	135705
superscaffold11	100000	300000	0.752717898868956	0.60456267245308	0.146262782243029	0.103611985748022	0.906789058292248	22836.5110514977	96548
superscaffold11	150000	350000	0.777603204808297	0.57062210818669	0.144585516523098	0.0990459348623256	0.913243430902424	21129.401740187	46087
superscaffold11	200000	400000	0.827632524779905	0.585066428615404	0.151347429662008	0.101036754294157	0.930851443698824	11453.8247860617	16243
superscaffold11	250000	450000	0.727918613445378	0.739817773109244	0.16188601986249	0.121165584415584	0.904027883880825	21661.1579067991	52360
superscaffold11	300000	500000	0.727090907228463	0.665638307952334	0.152259782497354	0.111699986342063	0.900690835524294	23179.1969730597	117148
superscaffold11	350000	550000	0.737383669481746	0.648224008602602	0.151018554605539	0.10970926877885	0.902919507973143	24100.1807136488	152512
superscaffold11	400000	600000	0.741918505446793	0.61873994553207	0.148567351740634	0.106159100954164	0.902797103710059	23987.9045576268	153852
superscaffold11	450000	650000	0.771424339667786	0.592139640234044	0.146644785858776	0.102917642452673	0.911034635267504	23328.2155623065	137923
superscaffold11	500000	700000	0.80645433852801	0.562470929553908	0.146906576826921	0.0992921417807086	0.922110682334904	24121.5328013798	114797
superscaffold11	550000	750000	0.815371133902262	0.564908669396502	0.151995439898971	0.0997017335731507	0.926532088324213	24020.7105583407	130655
superscaffold11	600000	800000	0.840738718654981	0.557015010552674	0.15509825076015	0.0991669468789125	0.934723877660526	23959.9907708818	139775
superscaffold11	650000	850000	0.835079138922847	0.549398760138259	0.153893317281737	0.0983797402371748	0.931599657455615	24084.3618373287	161147
superscaffold11	700000	900000	0.819067964939949	0.546489680941405	0.148980631444862	0.0975897731408468	0.925753184520199	24196.5567875773	164860
superscaffold11	750000	950000	0.795468049327354	0.537510034764687	0.141017034130543	0.0956802328214884	0.918355075417856	23946.9729639444	176616
superscaffold11	800000	1000000	0.755307048031155	0.567516345593538	0.141769922400115	0.09897181595269	0.907902206836867	24013.0046444541	173325
superscaffold11	850000	1050000	0.733643923802452	0.618681613629245	0.148553678782324	0.10532907177744	0.903494205134749	23969.2635532559	172394
superscaffold11	900000	1100000	0.729087968213447	0.647508281560636	0.154569449778601	0.109310783029098	0.905012312488704	23991.9273450208	177056
superscaffold11	950000	1150000	0.758403668907828	0.632859610982438	0.155605273549054	0.107646151424524	0.914319624024645	23521.9099458074	222355
superscaffold11	1000000	1200000	0.793048608478207	0.598593785720064	0.155570465200525	0.103526302276588	0.923864255844462	23947.4976523675	284329
superscaffold11	1050000	1250000	0.792923983847519	0.560648250455867	0.147403488615642	0.0983849058695974	0.923450267359913	24188.1145150559	324656
superscaffold11	1100000	1300000	0.788467809234758	0.553132310586301	0.145729241080603	0.0972919176111664	0.92078664580073	24057.6758761322	316305
superscaffold11	1150000	1350000	0.779356790024339	0.542143186312622	0.141834538739774	0.0957278074504766	0.91715760428639	23992.6599029815	236656
superscaffold11	1200000	1400000	0.769838253296318	0.560578734677433	0.144221794609989	0.0981249206620784	0.912805554482386	23466.6359231071	181187
superscaffold11	1250000	1450000	0.772009158489735	0.541959783688551	0.136245964225414	0.0953055032177552	0.912642131793378	23032.0647612988	204335
superscaffold11	1300000	1500000	0.768343023819255	0.537456980815661	0.135958878603121	0.0943725798364296	0.911991960527369	23923.2275364578	237329
superscaffold11	1350000	1550000	0.781025303157457	0.529351710385501	0.135727568272984	0.0933501689982523	0.916575725845569	24174.5409753393	259766
superscaffold11	1400000	1600000	0.794394246907041	0.508095230600431	0.133675577919867	0.0907687563845485	0.920891226211645	23458.6952555711	264310
superscaffold11	1450000	1650000	0.820819826613041	0.506585420932517	0.135862273675774	0.0911069789717	0.928164336433252	24102.040140938	204629
superscaffold11	1500000	1700000	0.807598250387423	0.511248833591615	0.13280348916991	0.0914591934510783	0.9237574674979	24106.601575716	169066
superscaffold11	1550000	1750000	0.798328749911717	0.547285539232997	0.137522658379829	0.0962534077265344	0.920474397909457	23583.7665513101	141590
superscaffold11	1600000	1800000	0.756332127815508	0.625108811257146	0.149468406703474	0.10649347730493	0.909765867005423	24223.1091220013	102335
superscaffold11	1650000	1850000	0.738852901290636	0.680921777106525	0.158580552797786	0.114215479182949	0.90734025474747	24170.5217253543	94682
superscaffold11	1700000	1900000	0.721185697710581	0.692464140810028	0.158918875146528	0.116013851343269	0.902114183871199	24105.5298677065	83602
superscaffold11	1750000	1950000	0.756178211735257	0.648242336008246	0.15620264791774	0.110994257527792	0.911962747552087	23773.6612186802	81498
superscaffold11	1800000	2000000	0.810352667484217	0.57867658899941	0.150582361811328	0.101646182495345	0.924591815415361	23711.2265340419	110085
superscaffold11	1850000	2050000	0.828381078981066	0.573326826584781	0.152178912067829	0.101021171848776	0.928642975247709	24019.8768663675	160874
superscaffold11	1900000	2100000	0.827582679461192	0.575670476399692	0.153554733042428	0.101120552787403	0.928044224989266	24304.696461202	200294
superscaffold11	1950000	2150000	0.828493728641818	0.614827423905269	0.158960968171342	0.106381874354288	0.928592098466185	24336.371076055	201328
superscaffold11	2000000	2200000	0.843521439054147	0.692537514661071	0.17063259738193	0.11746697943619	0.933922978540317	23920.4446061992	169667
superscaffold11	2050000	2250000	0.878264371750898	0.826393113912857	0.193377482046198	0.136873961627097	0.944726673455169	23839.1323490005	149272
superscaffold11	2100000	2300000	0.867211533342603	0.836622617746966	0.191550697575866	0.13835707143945	0.941749998344623	24271.9317786033	151023
superscaffold11	2150000	2350000	0.780004541671372	0.711521698306545	0.163165493502637	0.119364442046533	0.915240550906118	23247.2110858773	239097
superscaffold11	2200000	2400000	0.746952527175562	0.641827906419598	0.150459744711027	0.108922177111516	0.904958873304223	23760.2613326008	313057
superscaffold11	2250000	2450000	0.707578634092224	0.590903451075247	0.138352090381223	0.101147620600748	0.892609304285514	23960.9319236364	420043
superscaffold11	2300000	2500000	0.712804022541641	0.591113839569141	0.139689687020723	0.101352320148375	0.89428571173806	23758.4253308129	560740
superscaffold11	2350000	2550000	0.719737279175068	0.588755244692899	0.139551847882376	0.101259951704475	0.896020551206345	24256.7117899126	527171
superscaffold11	2400000	2600000	0.74577661136215	0.588254653787455	0.140982809928308	0.101521116464387	0.903431580432376	23815.1084358982	467834
superscaffold11	2450000	2650000	0.788407859603851	0.597797388771351	0.14814711029476	0.103577459313119	0.916325207695363	23225.9110058118	354967
superscaffold11	2500000	2700000	0.808802153258374	0.592919561137457	0.148835319721166	0.103205967123012	0.921970273304623	24329.3001952176	238708
superscaffold11	2550000	2750000	0.816217898157138	0.612177005326546	0.152609351193444	0.105839958717081	0.924442505663282	23793.5162638958	228666
superscaffold11	2600000	2800000	0.785543739030378	0.605111274252475	0.146684609918924	0.104440396841809	0.915041969574047	23430.9035203538	188589
superscaffold11	2650000	2850000	0.787642662586548	0.607745671983185	0.146204741592483	0.104668273986152	0.915365417903066	23994.3006614738	161760
superscaffold11	2700000	2900000	0.785285367151472	0.579324396091041	0.142432220302326	0.100771721841422	0.914977914840541	23856.835854627	174778
superscaffold11	2750000	2950000	0.784556067027656	0.558257161382556	0.141027380380051	0.0982604185116773	0.916224349080236	24160.1993623643	158084
superscaffold11	2800000	3000000	0.796174629288821	0.55515400661126	0.141321674735374	0.0980448721705799	0.920366080952772	24086.2402735936	170618
superscaffold11	2850000	3050000	0.788608315111305	0.539020654713016	0.134914556644729	0.0955556207400454	0.917361574809869	23794.0311623343	187502
superscaffold11	2900000	3100000	0.790109791498134	0.545789415725059	0.133543335507946	0.0964236841418543	0.916081887215887	24186.534323217	191605
superscaffold11	2950000	3150000	0.779944593382345	0.553477116608065	0.134165205242156	0.0971267644844973	0.911709217079282	24164.3517472134	193966
superscaffold11	3000000	3200000	0.783457343996985	0.561510018110063	0.136173354653658	0.0986018612538863	0.91292210579208	23725.9679567033	191054
superscaffold11	3050000	3250000	0.751582541585494	0.574030287380834	0.137433902984472	0.0997700838050006	0.903252717610578	24133.1369929336	173498
superscaffold11	3100000	3300000	0.743446645887752	0.559176519653245	0.132945076542028	0.0972879353945739	0.901346536095992	24048.5779053189	192182
