Scaffold	Locus_start	Locus_end	Mean_rho	Median	L95	U95
superscaffold69-1	13935	13944	2.11485	2.03727	1.20162	3.43590
superscaffold69-1	13944	14175	2.11880	2.04120	1.20939	3.43892
superscaffold69-1	14175	14183	2.12320	2.04625	1.21517	3.44548
superscaffold69-1	14183	14600	2.12717	2.05088	1.21517	3.46662
superscaffold69-1	14600	14648	2.12810	2.05160	1.21363	3.47816
superscaffold69-1	14648	14904	2.12968	2.05571	1.21517	3.47895
superscaffold69-1	14904	15032	2.13144	2.05679	1.21718	3.49394
superscaffold69-1	15032	15049	2.13424	2.06021	1.21910	3.51736
superscaffold69-1	15049	15084	2.13660	2.06244	1.21517	3.52771
superscaffold69-1	15084	15187	2.13760	2.06425	1.21363	3.52841
superscaffold69-1	15187	15493	2.13912	2.06584	1.21363	3.52864
superscaffold69-1	15493	15548	2.13340	2.06534	1.18374	3.52864
superscaffold69-1	15548	15916	2.12762	2.06244	1.16285	3.52864
superscaffold69-1	15916	16473	2.09587	2.04094	0.65729	3.52432
superscaffold69-1	16473	16613	1.86057	1.92839	0.27075	3.41743
superscaffold69-1	16613	16695	1.50708	1.68485	0.10721	3.19808
superscaffold69-1	16695	17562	1.08897	0.52238	0.05190	2.82530
superscaffold69-1	17562	17680	0.59222	0.36936	0.01588	2.44857
superscaffold69-1	17680	18393	0.32397	0.33016	0.01114	0.65729
superscaffold69-1	18393	18874	0.31753	0.33013	0.01130	0.62657
superscaffold69-1	18874	18875	0.31584	0.33070	0.01138	0.61080
superscaffold69-1	18875	18999	0.31304	0.33131	0.01130	0.59696
superscaffold69-1	18999	19450	0.31165	0.33156	0.01138	0.59450
superscaffold69-1	19450	19458	0.31386	0.33306	0.01138	0.59696
superscaffold69-1	19458	19503	0.31556	0.33503	0.01149	0.59868
superscaffold69-1	19503	19548	0.31916	0.33831	0.01149	0.60992
superscaffold69-1	19548	19711	0.32115	0.34061	0.01227	0.60992
superscaffold69-1	19711	20067	0.32399	0.34274	0.01244	0.61518
superscaffold69-1	20067	20184	0.33336	0.34799	0.01499	0.64018
superscaffold69-1	20184	22195	0.34462	0.35355	0.01912	0.67237
superscaffold69-1	22195	22200	0.36255	0.36149	0.02432	0.76396
superscaffold69-1	22200	23008	0.37879	0.36865	0.03029	0.81874
superscaffold69-1	23008	23010	0.40447	0.37598	0.04244	0.94277
superscaffold69-1	23010	23555	0.43123	0.38230	0.07629	0.99087
superscaffold69-1	23555	23826	0.51613	0.39394	0.18440	1.77125
superscaffold69-1	23826	24007	0.53545	0.39738	0.20759	2.05998
superscaffold69-1	24007	24200	0.54257	0.39905	0.21782	2.09145
superscaffold69-1	24200	24384	0.53663	0.39977	0.22338	1.89129
superscaffold69-1	24384	24386	0.51457	0.39905	0.22343	1.57179
superscaffold69-1	24386	24476	0.49337	0.39855	0.22343	1.29779
superscaffold69-1	24476	25010	0.47708	0.39813	0.22353	1.12007
superscaffold69-1	25010	25795	0.45805	0.39696	0.21886	1.02460
superscaffold69-1	25795	26146	0.45032	0.39615	0.21543	0.99186
superscaffold69-1	26146	27679	0.44269	0.39527	0.21409	0.96827
superscaffold69-1	27679	27810	0.44039	0.39469	0.21255	0.96498
superscaffold69-1	27810	28210	0.43910	0.39447	0.21066	0.95726
superscaffold69-1	28210	28571	0.43830	0.39426	0.20912	0.95605
superscaffold69-1	28571	28854	0.43846	0.39436	0.20913	0.95605
superscaffold69-1	28854	28870	0.43915	0.39458	0.21055	0.95949
superscaffold69-1	28870	29171	0.43925	0.39458	0.21066	0.96268
superscaffold69-1	29171	29628	0.43977	0.39469	0.21066	0.96329
superscaffold69-1	29628	29649	0.43983	0.39469	0.20912	0.96481
superscaffold69-1	29649	30516	0.43939	0.39447	0.20805	0.96310
superscaffold69-1	30516	30554	0.43984	0.39445	0.20759	0.96481
superscaffold69-1	30554	31235	0.44118	0.39461	0.20738	0.96643
superscaffold69-1	31235	31824	0.44264	0.39469	0.20672	0.97216
superscaffold69-1	31824	32263	0.44654	0.39559	0.20596	0.98521
superscaffold69-1	32263	32797	0.45049	0.39602	0.20522	1.00223
superscaffold69-1	32797	33145	0.46072	0.39861	0.20506	1.04017
superscaffold69-1	33145	33387	0.47621	0.40299	0.20416	1.10173
superscaffold69-1	33387	33388	0.49797	0.40907	0.20522	1.18313
superscaffold69-1	33388	33487	0.52092	0.41814	0.20759	1.24301
superscaffold69-1	33487	33787	0.54646	0.43144	0.21066	1.28718
superscaffold69-1	33787	34174	0.58456	0.44834	0.22504	1.38213
superscaffold69-1	34174	35390	0.64201	0.49139	0.23488	1.46815
superscaffold69-1	35390	35956	0.78141	0.71586	0.26798	1.70524
superscaffold69-1	35956	35976	0.88909	0.90465	0.27949	1.89274
superscaffold69-1	35976	36060	1.00499	0.99972	0.30197	2.03371
superscaffold69-1	36060	36138	1.11340	1.07514	0.34758	2.09528
superscaffold69-1	36138	36604	1.19134	1.12800	0.51931	2.12286
superscaffold69-1	36604	36988	1.21466	1.13946	0.60668	2.18129
superscaffold69-1	36988	38274	1.20116	1.13422	0.60758	2.07821
superscaffold69-1	38274	38836	1.20130	1.13551	0.60992	2.07478
superscaffold69-1	38836	39080	1.20100	1.13637	0.61194	2.07352
superscaffold69-1	39080	39272	1.20005	1.13469	0.60983	2.07111
superscaffold69-1	39272	39285	1.19894	1.13389	0.60758	2.06968
superscaffold69-1	39285	39594	1.19724	1.13294	0.60668	2.06925
superscaffold69-1	39594	39604	1.19760	1.13334	0.60720	2.06925
superscaffold69-1	39604	39939	1.19661	1.13236	0.60650	2.06925
superscaffold69-1	39939	39958	1.19482	1.13185	0.60198	2.06117
superscaffold69-1	39958	40090	1.19399	1.13100	0.60040	2.06792
superscaffold69-1	40090	40351	1.19440	1.13100	0.60040	2.06904
superscaffold69-1	40351	40623	1.19191	1.12915	0.59196	2.06968
superscaffold69-1	40623	40798	1.18102	1.12384	0.54930	2.06904
superscaffold69-1	40798	41230	1.16242	1.11551	0.41108	2.05340
superscaffold69-1	41230	41812	1.11735	1.09125	0.19775	2.02904
superscaffold69-1	41812	42428	0.96375	1.01463	0.06801	1.90743
superscaffold69-1	42428	42710	0.72224	0.80727	0.02212	1.74489
superscaffold69-1	42710	42715	0.54757	0.29800	0.01427	1.59385
superscaffold69-1	42715	43470	0.38201	0.19322	0.01067	1.33094
superscaffold69-1	43470	43910	0.30593	0.16705	0.00833	1.19993
superscaffold69-1	43910	44691	0.25911	0.15193	0.00766	1.11502
superscaffold69-1	44691	45562	0.21502	0.14066	0.00626	0.98691
superscaffold69-1	45562	45672	0.18830	0.13364	0.00590	0.82426
superscaffold69-1	45672	47503	0.16949	0.12812	0.00583	0.64271
superscaffold69-1	47503	47597	0.16874	0.12813	0.00583	0.63895
superscaffold69-1	47597	48218	0.16795	0.12812	0.00583	0.63192
superscaffold69-1	48218	48499	0.16753	0.12806	0.00583	0.62985
superscaffold69-1	48499	48580	0.16804	0.12853	0.00583	0.63422
superscaffold69-1	48580	48609	0.16760	0.12806	0.00583	0.63422
superscaffold69-1	48609	49115	0.16789	0.12813	0.00583	0.63441
superscaffold69-1	49115	50239	0.16940	0.12853	0.00583	0.63751
superscaffold69-1	50239	50923	0.20475	0.13350	0.00587	0.86593
superscaffold69-1	50923	51512	0.26454	0.13956	0.00642	2.07689
superscaffold69-1	51512	51670	0.28943	0.14150	0.00656	2.25716
superscaffold69-1	51670	52873	0.32454	0.14544	0.00724	2.39603
superscaffold69-1	52873	53885	1.32829	0.42756	0.03003	3.98240
superscaffold69-1	53885	53887	1.76010	2.03761	0.04173	4.33967
superscaffold69-1	53887	53986	2.23467	2.46962	0.08234	4.46610
superscaffold69-1	53986	54080	2.52382	2.67212	0.12309	4.56602
superscaffold69-1	54080	54271	2.76703	2.84085	0.20594	4.62174
superscaffold69-1	54271	54545	2.87701	2.90060	0.39038	4.68330
superscaffold69-1	54545	54606	2.90665	2.91186	0.55219	4.68330
superscaffold69-1	54606	55085	2.93410	2.92116	0.72450	4.67824
superscaffold69-1	55085	55255	2.94529	2.92527	0.84381	4.67824
superscaffold69-1	55255	55256	2.95808	2.92925	0.95881	4.67824
superscaffold69-1	55256	55300	2.96963	2.93431	1.10453	4.67824
superscaffold69-1	55300	55450	2.98102	2.93904	1.29727	4.67824
superscaffold69-1	55450	56213	2.98944	2.94697	1.38679	4.67824
superscaffold69-1	56213	56217	2.99271	2.94805	1.42425	4.67295
superscaffold69-1	56217	56281	2.99653	2.94819	1.48986	4.67295
superscaffold69-1	56281	56914	3.00228	2.95496	1.56558	4.67295
superscaffold69-1	56914	57594	3.00959	2.95820	1.60785	4.67295
superscaffold69-1	57594	57690	3.01680	2.96241	1.64238	4.68330
superscaffold69-1	57690	57857	3.02302	2.96657	1.67544	4.69520
superscaffold69-1	57857	57865	3.02696	2.96869	1.68584	4.69779
superscaffold69-1	57865	57965	3.03051	2.97019	1.72633	4.69779
superscaffold69-1	57965	58027	3.03403	2.97522	1.75849	4.69779
superscaffold69-1	58027	58104	3.03725	2.97863	1.76677	4.69870
superscaffold69-1	58104	58328	3.04181	2.98252	1.78252	4.70581
superscaffold69-1	58328	58377	3.04666	2.98512	1.80140	4.70897
superscaffold69-1	58377	58442	3.04986	2.98911	1.80646	4.73079
superscaffold69-1	58442	58525	3.05451	2.99485	1.81653	4.74724
superscaffold69-1	58525	58685	3.06507	3.00416	1.84431	4.75078
superscaffold69-1	58685	59670	3.07501	3.00973	1.86669	4.75783
superscaffold69-1	59670	59727	3.08582	3.01996	1.88670	4.77297
superscaffold69-1	59727	59809	3.08951	3.02402	1.89396	4.77297
superscaffold69-1	59809	59872	3.09383	3.02755	1.89553	4.77847
superscaffold69-1	59872	60146	3.09888	3.03556	1.89708	4.77978
superscaffold69-1	60146	60215	3.10000	3.03601	1.89708	4.78345
superscaffold69-1	60215	60237	3.10058	3.03875	1.89673	4.78345
superscaffold69-1	60237	60241	3.10136	3.03995	1.89708	4.78345
superscaffold69-1	60241	60450	3.10178	3.04016	1.89708	4.78345
superscaffold69-1	60450	60524	3.10173	3.04107	1.89673	4.78345
superscaffold69-1	60524	60741	3.10268	3.04108	1.89724	4.79720
superscaffold69-1	60741	61065	3.10114	3.04118	1.89654	4.79720
superscaffold69-1	61065	61255	3.10151	3.04270	1.89654	4.79720
superscaffold69-1	61255	62431	3.10065	3.04118	1.89596	4.79720
superscaffold69-1	62431	62545	3.10089	3.04270	1.89596	4.79720
superscaffold69-1	62545	62941	3.10284	3.04586	1.89654	4.79892
superscaffold69-1	62941	63095	3.10777	3.05081	1.89708	4.81942
superscaffold69-1	63095	63541	3.11235	3.05624	1.89724	4.84624
superscaffold69-1	63541	63694	3.11761	3.06265	1.90221	4.86155
superscaffold69-1	63694	64309	3.12078	3.06418	1.90221	4.86454
superscaffold69-1	64309	64549	3.12202	3.06452	1.89724	4.86663
superscaffold69-1	64549	64871	3.11891	3.06353	1.89470	4.86663
superscaffold69-1	64871	65070	3.10633	3.05151	1.86562	4.86484
superscaffold69-1	65070	65079	3.08836	3.03601	1.81653	4.86345
superscaffold69-1	65079	65129	3.07223	3.02348	1.75608	4.86345
superscaffold69-1	65129	65136	3.05600	3.00973	1.63327	4.86170
superscaffold69-1	65136	65251	3.03552	2.99620	1.34995	4.85149
superscaffold69-1	65251	65288	3.00844	2.96936	1.06997	4.85149
superscaffold69-1	65288	65486	2.97895	2.95303	0.90397	4.82623
superscaffold69-1	65486	65532	2.32057	2.45689	0.04095	4.56385
superscaffold69-1	65532	65598	1.41302	1.01765	0.01551	3.98533
superscaffold69-1	65598	65816	0.83060	0.35150	0.01104	2.69028
superscaffold69-1	65816	65857	0.79267	0.33365	0.01092	2.57477
superscaffold69-1	65857	65921	0.77344	0.32825	0.01092	2.52678
superscaffold69-1	65921	66061	0.75986	0.32423	0.01092	2.49512
superscaffold69-1	66061	66077	0.75782	0.32379	0.01092	2.49338
superscaffold69-1	66077	66085	0.75360	0.32290	0.01104	2.48882
superscaffold69-1	66085	67081	0.75273	0.32444	0.01104	2.48208
superscaffold69-1	67081	67659	1.04132	0.57167	0.01469	2.67706
superscaffold69-1	67659	67998	1.50350	1.90400	0.03526	2.94233
superscaffold69-1	67998	68187	1.71072	2.02668	0.06530	3.00380
superscaffold69-1	68187	68803	1.98099	2.12139	0.29440	3.10429
superscaffold69-1	68803	68809	2.06746	2.15695	0.34289	3.12974
superscaffold69-1	68809	68899	2.15516	2.18790	0.53555	3.19597
superscaffold69-1	68899	69165	2.21577	2.20882	0.79568	3.22984
superscaffold69-1	69165	69956	2.25941	2.22775	1.05124	3.24902
superscaffold69-1	69956	69981	2.27171	2.23386	1.12006	3.25492
superscaffold69-1	69981	70000	2.28170	2.23943	1.18275	3.27747
superscaffold69-1	70000	70062	2.29131	2.24379	1.23476	3.29396
superscaffold69-1	70062	70131	2.29860	2.24851	1.30453	3.30133
superscaffold69-1	70131	70193	2.31210	2.25257	1.44697	3.32196
superscaffold69-1	70193	70539	2.31705	2.25465	1.47080	3.32926
superscaffold69-1	70539	70609	2.32372	2.25846	1.52798	3.33766
superscaffold69-1	70609	70654	2.33081	2.26185	1.55988	3.34050
superscaffold69-1	70654	70657	2.33506	2.26503	1.59191	3.34231
superscaffold69-1	70657	71399	2.33932	2.26745	1.61413	3.35043
superscaffold69-1	71399	71449	2.34023	2.26822	1.61517	3.35043
superscaffold69-1	71449	71552	2.34203	2.26927	1.62828	3.35106
superscaffold69-1	71552	71998	2.34336	2.27237	1.63291	3.35189
superscaffold69-1	71998	72068	2.34453	2.27260	1.63654	3.35189
superscaffold69-1	72068	72092	2.34510	2.27317	1.64259	3.35262
superscaffold69-1	72092	72680	2.34638	2.27333	1.65117	3.35931
superscaffold69-1	72680	72811	2.34867	2.27492	1.65385	3.36453
superscaffold69-1	72811	73008	2.35112	2.27699	1.65971	3.37043
superscaffold69-1	73008	73021	2.35215	2.27785	1.66060	3.37043
superscaffold69-1	73021	73174	2.35639	2.27966	1.67544	3.37633
superscaffold69-1	73174	73238	2.36051	2.28172	1.67743	3.39488
superscaffold69-1	73238	73302	2.36395	2.28460	1.68260	3.40781
superscaffold69-1	73302	73653	2.37198	2.28788	1.70570	3.44430
superscaffold69-1	73653	73787	2.39978	2.30067	1.72536	3.55599
superscaffold69-1	73787	73872	2.40594	2.30444	1.73147	3.56775
superscaffold69-1	73872	74142	2.40772	2.30495	1.73392	3.56988
superscaffold69-1	74142	74156	2.40714	2.30549	1.73392	3.56775
superscaffold69-1	74156	74511	2.40714	2.30549	1.73392	3.56775
superscaffold69-1	74511	74645	2.40426	2.30469	1.73309	3.56448
superscaffold69-1	74645	74664	2.40209	2.30495	1.73184	3.56448
superscaffold69-1	74664	74785	2.39907	2.30411	1.72688	3.55728
superscaffold69-1	74785	75193	2.38953	2.30260	1.71817	3.55252
superscaffold69-1	75193	75320	2.37631	2.29658	1.68701	3.53793
superscaffold69-1	75320	75350	2.35044	2.28450	1.59598	3.50600
superscaffold69-1	75350	75361	2.33425	2.27878	1.41059	3.48160
superscaffold69-1	75361	75401	2.32090	2.27510	0.37610	3.48016
superscaffold69-1	75401	75476	2.29798	2.26677	0.33056	3.48016
superscaffold69-1	75476	75478	2.26091	2.25266	0.31742	3.41158
superscaffold69-1	75478	75601	2.22026	2.24341	0.30893	3.37399
superscaffold69-1	75601	76239	2.14549	2.21653	0.30063	3.32196
superscaffold69-1	76239	76270	1.85705	2.12606	0.28555	3.27747
superscaffold69-1	76270	76282	1.58338	2.00036	0.27897	3.17522
superscaffold69-1	76282	76329	1.31793	0.81912	0.27535	3.05473
superscaffold69-1	76329	76351	1.07867	0.34273	0.27200	3.00380
superscaffold69-1	76351	76352	0.83673	0.32733	0.26981	2.88085
superscaffold69-1	76352	76389	0.59019	0.31970	0.26816	2.63756
superscaffold69-1	76389	76784	0.31740	0.31319	0.26519	0.39011
superscaffold69-1	76784	76796	0.31613	0.31316	0.26600	0.38524
superscaffold69-1	76796	77173	0.31575	0.31314	0.26676	0.38375
superscaffold69-1	77173	77330	0.31556	0.31314	0.26687	0.38314
superscaffold69-1	77330	77625	0.31580	0.31317	0.26719	0.38314
superscaffold69-1	77625	78277	0.31584	0.31318	0.26740	0.38276
superscaffold69-1	78277	78311	0.31577	0.31318	0.26745	0.38248
superscaffold69-1	78311	78312	0.31560	0.31314	0.26724	0.38057
superscaffold69-1	78312	78354	0.31544	0.31308	0.26719	0.37887
superscaffold69-1	78354	78357	0.31532	0.31301	0.26719	0.37840
superscaffold69-1	78357	78491	0.31518	0.31294	0.26709	0.37802
superscaffold69-1	78491	78903	0.31488	0.31291	0.26687	0.37762
superscaffold69-1	78903	79123	0.31471	0.31286	0.26679	0.37712
superscaffold69-1	79123	79144	0.31444	0.31275	0.26600	0.37679
superscaffold69-1	79144	79196	0.31437	0.31274	0.26550	0.37667
superscaffold69-1	79196	79597	0.31433	0.31274	0.26550	0.37627
superscaffold69-1	79597	79598	0.31412	0.31270	0.26545	0.37610
superscaffold69-1	79598	79660	0.31415	0.31271	0.26548	0.37610
superscaffold69-1	79660	79715	0.31419	0.31270	0.26545	0.37610
superscaffold69-1	79715	80555	0.31416	0.31271	0.26545	0.37610
superscaffold69-1	80555	81147	0.31412	0.31273	0.26548	0.37610
superscaffold69-1	81147	81451	0.31424	0.31277	0.26550	0.37627
superscaffold69-1	81451	81741	0.31441	0.31281	0.26643	0.37618
superscaffold69-1	81741	81981	0.31462	0.31286	0.26669	0.37645
superscaffold69-1	81981	82065	0.31474	0.31293	0.26685	0.37679
superscaffold69-1	82065	82219	0.31477	0.31294	0.26685	0.37679
superscaffold69-1	82219	82233	0.31486	0.31298	0.26687	0.37713
superscaffold69-1	82233	82631	0.31504	0.31312	0.26718	0.37759
superscaffold69-1	82631	82810	0.31508	0.31313	0.26719	0.37761
superscaffold69-1	82810	83296	0.31509	0.31313	0.26719	0.37761
superscaffold69-1	83296	83615	0.31517	0.31316	0.26728	0.37809
superscaffold69-1	83615	83667	0.31576	0.31323	0.26749	0.37926
superscaffold69-1	83667	84063	0.31607	0.31331	0.26752	0.38248
superscaffold69-1	84063	84115	0.31588	0.31331	0.26743	0.38274
superscaffold69-1	84115	84558	0.31624	0.31332	0.26749	0.38314
superscaffold69-1	84558	84586	0.31641	0.31335	0.26724	0.38434
superscaffold69-1	84586	84624	0.31653	0.31339	0.26728	0.38524
superscaffold69-1	84624	85122	0.31671	0.31346	0.26728	0.38862
superscaffold69-1	85122	85234	0.31626	0.31345	0.26719	0.38862
superscaffold69-1	85234	85289	0.31617	0.31346	0.26685	0.38921
superscaffold69-1	85289	85337	0.31626	0.31346	0.26679	0.38934
superscaffold69-1	85337	85758	0.31610	0.31339	0.26663	0.38942
superscaffold69-1	85758	85995	0.31608	0.31339	0.26600	0.39027
superscaffold69-1	85995	86148	0.31621	0.31345	0.26550	0.39091
superscaffold69-1	86148	86613	0.31647	0.31347	0.26548	0.39257
superscaffold69-1	86613	86633	0.31655	0.31347	0.26527	0.39370
superscaffold69-1	86633	86826	0.31644	0.31347	0.26483	0.39541
superscaffold69-1	86826	87366	0.31676	0.31345	0.26393	0.39730
superscaffold69-1	87366	87408	0.31677	0.31339	0.26279	0.39911
superscaffold69-1	87408	87475	0.31715	0.31347	0.26205	0.40137
superscaffold69-1	87475	87699	0.31783	0.31368	0.26231	0.40906
superscaffold69-1	87699	87919	0.31845	0.31369	0.26116	0.41437
superscaffold69-1	87919	87925	0.31933	0.31387	0.26148	0.41932
superscaffold69-1	87925	87974	0.32014	0.31391	0.25910	0.43036
superscaffold69-1	87974	88263	0.32208	0.31405	0.25816	0.46547
superscaffold69-1	88263	88726	0.32499	0.31420	0.25766	0.49944
superscaffold69-1	88726	88886	0.35213	0.31594	0.25910	0.87740
superscaffold69-1	88886	88906	0.40176	0.31864	0.26330	1.39635
superscaffold69-1	88906	88992	0.45992	0.32235	0.26393	1.65122
superscaffold69-1	88992	89001	0.53035	0.32754	0.26448	1.80589
superscaffold69-1	89001	89259	0.61124	0.33554	0.26685	1.89264
superscaffold69-1	89259	89278	0.70158	0.34862	0.26876	1.99485
superscaffold69-1	89278	89331	0.76873	0.36656	0.26981	2.09131
superscaffold69-1	89331	89349	0.90127	0.69887	0.27356	2.26154
superscaffold69-1	89349	89393	1.01746	0.93983	0.28201	2.36739
superscaffold69-1	89393	89402	1.13898	1.15082	0.29042	2.44495
superscaffold69-1	89402	90004	1.26856	1.32869	0.30458	2.48363
superscaffold69-1	90004	90655	1.28677	1.34252	0.30950	2.48296
superscaffold69-1	90655	91016	1.31109	1.37077	0.31331	2.48390
superscaffold69-1	91016	91060	1.32802	1.38648	0.31633	2.49422
superscaffold69-1	91060	91624	1.33984	1.39847	0.31944	2.49717
superscaffold69-1	91624	92312	1.35041	1.41030	0.31990	2.50790
superscaffold69-1	92312	92386	1.45948	1.52104	0.32923	2.68507
superscaffold69-1	92386	92630	1.56974	1.61352	0.36315	2.82120
superscaffold69-1	92630	92859	1.62843	1.65883	0.39459	2.86664
superscaffold69-1	92859	93153	1.69568	1.70374	0.47238	3.04375
superscaffold69-1	93153	93381	1.77148	1.74905	0.54858	3.20758
superscaffold69-1	93381	93737	1.84676	1.79099	0.62513	3.40993
superscaffold69-1	93737	94383	1.85583	1.79924	0.61786	3.42001
superscaffold69-1	94383	94618	1.92716	1.83504	0.69815	3.64895
superscaffold69-1	94618	95678	2.09098	1.90664	0.91843	4.41301
superscaffold69-1	95678	95880	2.22847	1.95155	1.02666	5.20044
superscaffold69-1	95880	95882	2.32813	1.98289	1.17411	5.79598
superscaffold69-1	95882	96141	2.42905	2.02112	1.26408	6.23922
superscaffold69-1	96141	96365	2.45317	2.03069	1.28319	6.33477
superscaffold69-1	96365	96761	2.47508	2.04118	1.29364	6.38872
superscaffold69-1	96761	97079	2.05769	1.91379	0.01086	5.11576
superscaffold69-1	97079	97139	1.37066	1.61404	0.00279	4.04754
superscaffold69-1	97139	97222	0.86004	0.05984	0.00175	3.18003
superscaffold69-1	97222	97223	0.55934	0.03687	0.00132	2.79745
superscaffold69-1	97223	97339	0.24330	0.02747	0.00106	2.09438
superscaffold69-1	97339	97632	0.06273	0.02334	0.00097	0.16762
superscaffold69-1	97632	98095	0.03190	0.02273	0.00090	0.10774
superscaffold69-1	98095	98497	0.03163	0.02273	0.00090	0.10737
superscaffold69-1	98497	98673	0.03100	0.02272	0.00090	0.10604
superscaffold69-1	98673	99534	0.03085	0.02270	0.00090	0.10542
superscaffold69-1	99534	99862	0.03068	0.02263	0.00090	0.10369
superscaffold69-1	99862	100885	0.03060	0.02254	0.00090	0.10318
superscaffold69-1	100885	101052	0.03061	0.02254	0.00090	0.10318
superscaffold69-1	101052	101083	0.03062	0.02263	0.00090	0.10313
superscaffold69-1	101083	101094	0.03061	0.02263	0.00090	0.10313
superscaffold69-1	101094	101121	0.03067	0.02260	0.00090	0.10318
superscaffold69-1	101121	101220	0.03067	0.02260	0.00090	0.10318
superscaffold69-1	101220	101226	0.03067	0.02260	0.00097	0.10318
superscaffold69-1	101226	102335	0.03073	0.02263	0.00097	0.10369
superscaffold69-1	102335	102372	0.03082	0.02263	0.00097	0.10423
superscaffold69-1	102372	102782	0.03153	0.02273	0.00097	0.10672
superscaffold69-1	102782	102830	0.03351	0.02299	0.00097	0.11168
superscaffold69-1	102830	102832	0.03499	0.02309	0.00097	0.11789
superscaffold69-1	102832	102875	0.03651	0.02327	0.00097	0.12379
superscaffold69-1	102875	102972	0.03698	0.02328	0.00097	0.12875
superscaffold69-1	102972	103185	0.03895	0.02336	0.00097	0.15133
superscaffold69-1	103185	103441	0.04139	0.02354	0.00097	0.32272
superscaffold69-1	103441	103470	0.04553	0.02395	0.00098	0.40231
superscaffold69-1	103470	103474	0.04934	0.02425	0.00098	0.42688
superscaffold69-1	103474	103597	0.05265	0.02449	0.00098	0.43911
superscaffold69-1	103597	104223	0.05832	0.02498	0.00098	0.46600
superscaffold69-1	104223	104513	0.06632	0.02544	0.00098	0.50446
superscaffold69-1	104513	104516	0.07565	0.02591	0.00098	0.56180
superscaffold69-1	104516	104867	0.08595	0.02637	0.00100	0.68887
superscaffold69-1	104867	104942	0.11655	0.02757	0.00106	0.99852
superscaffold69-1	104942	105440	0.16919	0.02942	0.00115	1.38499
superscaffold69-1	105440	105517	1.78328	1.24717	0.00289	4.76429
superscaffold69-1	105517	105528	2.69506	3.17454	0.00690	5.67929
superscaffold69-1	105528	105696	3.48995	3.62938	0.43601	6.14744
superscaffold69-1	105696	105748	3.10029	3.40313	0.37866	5.84314
superscaffold69-1	105748	105806	2.55875	2.96545	0.33972	5.65330
superscaffold69-1	105806	105807	1.56502	0.57992	0.30306	5.23396
superscaffold69-1	105807	106358	0.54635	0.47010	0.28331	1.41491
superscaffold69-1	106358	106499	0.49693	0.45952	0.17776	1.14178
superscaffold69-1	106499	106968	0.46087	0.44877	0.13111	0.85135
superscaffold69-1	106968	107455	0.43088	0.43525	0.12056	0.72603
superscaffold69-1	107455	107458	0.41039	0.42027	0.11531	0.70570
superscaffold69-1	107458	107613	0.39122	0.40707	0.11357	0.66784
superscaffold69-1	107613	107666	0.36735	0.38969	0.11111	0.62827
superscaffold69-1	107666	107855	0.34943	0.37528	0.11009	0.60106
superscaffold69-1	107855	107937	0.33157	0.36047	0.10930	0.57733
