Scaffold	Locus_start	Locus_end	Mean_rho	Median	L95	U95
superscaffold88	23917	23926	1.80587	1.87725	0.19633	3.74511
superscaffold88	23926	24597	2.11661	2.11247	0.28853	3.89564
superscaffold88	24597	25554	2.25278	2.18553	1.02166	4.05022
superscaffold88	25554	25652	2.17025	2.14675	0.44775	3.91269
superscaffold88	25652	25920	2.07217	2.09399	0.36856	3.83753
superscaffold88	25920	26777	1.84340	1.94073	0.13447	3.48657
superscaffold88	26777	26834	1.49971	1.62782	0.03549	3.36157
superscaffold88	26834	26845	1.14830	0.52872	0.02305	3.20858
superscaffold88	26845	26859	0.81851	0.41573	0.01336	2.92618
superscaffold88	26859	27030	0.50177	0.37926	0.01048	2.37457
superscaffold88	27030	27198	0.35305	0.35830	0.00851	1.61628
superscaffold88	27198	27517	0.29171	0.34698	0.00809	0.58124
superscaffold88	27517	27612	0.28331	0.34546	0.00808	0.55414
superscaffold88	27612	28415	0.27816	0.34521	0.00802	0.54483
superscaffold88	28415	29169	0.27989	0.34856	0.00808	0.54532
superscaffold88	29169	29190	0.28533	0.35400	0.00828	0.55356
superscaffold88	29190	30041	0.29054	0.35988	0.00829	0.56227
superscaffold88	30041	30265	0.30164	0.36722	0.00923	0.58310
superscaffold88	30265	30353	0.31660	0.37582	0.01074	0.63108
superscaffold88	30353	31677	0.33221	0.38414	0.01209	0.67043
superscaffold88	31677	31683	0.43084	0.41107	0.01957	1.22733
superscaffold88	31683	32016	0.53322	0.44008	0.04360	1.39236
superscaffold88	32016	32408	0.62895	0.47055	0.14861	1.55960
superscaffold88	32408	32511	0.66227	0.48382	0.30864	1.58896
superscaffold88	32511	33379	0.68540	0.49608	0.33918	1.59952
superscaffold88	33379	35186	0.68080	0.49419	0.33896	1.58952
superscaffold88	35186	36218	0.56726	0.44912	0.28920	1.32659
superscaffold88	36218	36351	0.52533	0.43374	0.27660	1.25204
superscaffold88	36351	36630	0.48752	0.41954	0.26428	1.17269
superscaffold88	36630	36675	0.45781	0.41092	0.25268	1.06590
superscaffold88	36675	36914	0.43135	0.40228	0.24478	0.89454
superscaffold88	36914	37541	0.41209	0.39501	0.23528	0.72796
superscaffold88	37541	37844	0.40675	0.39298	0.23570	0.69593
superscaffold88	37844	37858	0.40172	0.39047	0.23528	0.66856
superscaffold88	37858	38323	0.39803	0.38893	0.23771	0.64605
superscaffold88	38323	38408	0.39749	0.38853	0.24615	0.63927
superscaffold88	38408	38454	0.39579	0.38741	0.25024	0.62829
superscaffold88	38454	38574	0.39393	0.38641	0.25042	0.61477
superscaffold88	38574	38791	0.39281	0.38603	0.25454	0.61006
superscaffold88	38791	38996	0.39283	0.38588	0.25620	0.60704
superscaffold88	38996	39608	0.39280	0.38571	0.25652	0.60637
superscaffold88	39608	40081	0.39412	0.38603	0.26004	0.60704
superscaffold88	40081	40391	0.39830	0.38706	0.26952	0.61477
superscaffold88	40391	40858	0.40024	0.38704	0.27273	0.62187
superscaffold88	40858	41042	0.39828	0.38590	0.27260	0.61154
superscaffold88	41042	41510	0.39722	0.38469	0.27260	0.60591
superscaffold88	41510	41739	0.39366	0.38287	0.27011	0.59018
superscaffold88	41739	43226	0.38880	0.38063	0.26618	0.56326
superscaffold88	43226	43261	0.38446	0.37777	0.26015	0.54707
superscaffold88	43261	43401	0.37991	0.37486	0.25141	0.53972
superscaffold88	43401	43690	0.37740	0.37341	0.24789	0.53336
superscaffold88	43690	43995	0.37599	0.37267	0.24195	0.53194
superscaffold88	43995	44426	0.37502	0.37179	0.23975	0.52848
superscaffold88	44426	44541	0.37464	0.37132	0.23975	0.52818
superscaffold88	44541	45101	0.37437	0.37108	0.23876	0.52703
superscaffold88	45101	45365	0.37405	0.37060	0.23876	0.52611
superscaffold88	45365	45416	0.37367	0.37024	0.23975	0.52545
superscaffold88	45416	46504	0.37316	0.36980	0.23876	0.52456
superscaffold88	46504	46849	0.37326	0.36990	0.23975	0.52472
superscaffold88	46849	48094	0.37373	0.36992	0.24200	0.52472
superscaffold88	48094	48810	0.37855	0.37068	0.24884	0.53210
superscaffold88	48810	48850	0.37996	0.37087	0.24962	0.53393
superscaffold88	48850	49468	0.38295	0.37163	0.25141	0.54209
superscaffold88	49468	49504	0.37989	0.37027	0.24132	0.54080
superscaffold88	49504	49845	0.37248	0.36834	0.19684	0.53231
superscaffold88	49845	50325	0.36211	0.36453	0.02879	0.52288
superscaffold88	50325	50496	0.33674	0.35301	0.00806	0.51299
superscaffold88	50496	51254	0.30551	0.34006	0.00375	0.49844
superscaffold88	51254	51459	0.27776	0.32766	0.00171	0.49434
superscaffold88	51459	51648	0.25105	0.31378	0.00135	0.48951
superscaffold88	51648	51790	0.21245	0.28589	0.00108	0.47727
superscaffold88	51790	52048	0.17315	0.05316	0.00087	0.46378
superscaffold88	52048	52341	0.14072	0.02889	0.00068	0.45073
superscaffold88	52341	52639	0.10936	0.02094	0.00059	0.42958
superscaffold88	52639	52656	0.08380	0.01709	0.00053	0.40072
superscaffold88	52656	53889	0.05263	0.01441	0.00046	0.34845
superscaffold88	53889	54317	0.03861	0.01307	0.00043	0.32287
superscaffold88	54317	54535	0.03001	0.01244	0.00043	0.29260
superscaffold88	54535	54836	0.02395	0.01209	0.00043	0.15206
superscaffold88	54836	55069	0.02068	0.01185	0.00041	0.07660
superscaffold88	55069	55095	0.01964	0.01183	0.00041	0.07209
superscaffold88	55095	55143	0.01822	0.01166	0.00041	0.06638
superscaffold88	55143	55589	0.01709	0.01158	0.00041	0.06302
superscaffold88	55589	55772	0.01687	0.01156	0.00041	0.06210
superscaffold88	55772	55775	0.01677	0.01156	0.00041	0.06206
superscaffold88	55775	55868	0.01676	0.01156	0.00041	0.06159
superscaffold88	55868	55935	0.01671	0.01156	0.00041	0.06113
superscaffold88	55935	56182	0.01672	0.01156	0.00041	0.06159
superscaffold88	56182	56467	0.01669	0.01156	0.00041	0.06206
superscaffold88	56467	57172	0.01669	0.01156	0.00041	0.06206
superscaffold88	57172	57190	0.01669	0.01156	0.00041	0.06206
superscaffold88	57190	57209	0.01670	0.01156	0.00041	0.06206
superscaffold88	57209	57519	0.01666	0.01156	0.00041	0.06159
superscaffold88	57519	57976	0.01666	0.01156	0.00041	0.06159
superscaffold88	57976	58286	0.01664	0.01156	0.00041	0.06159
superscaffold88	58286	58535	0.01663	0.01156	0.00041	0.06113
superscaffold88	58535	59998	0.01663	0.01154	0.00041	0.06159
superscaffold88	59998	60312	0.01666	0.01156	0.00041	0.06206
superscaffold88	60312	60348	0.01666	0.01156	0.00041	0.06206
superscaffold88	60348	61067	0.01666	0.01156	0.00041	0.06206
superscaffold88	61067	61468	0.01675	0.01156	0.00041	0.06214
superscaffold88	61468	61816	0.01685	0.01156	0.00041	0.06264
superscaffold88	61816	61991	0.01763	0.01159	0.00041	0.06323
superscaffold88	61991	62171	0.01928	0.01168	0.00043	0.06845
superscaffold88	62171	62216	0.02389	0.01200	0.00043	0.08134
superscaffold88	62216	62744	0.02961	0.01228	0.00044	0.35471
superscaffold88	62744	62772	0.12252	0.01987	0.00061	0.53901
superscaffold88	62772	62847	0.22736	0.05785	0.00108	0.56912
superscaffold88	62847	63753	0.33858	0.43384	0.00403	0.59402
superscaffold88	63753	63969	0.43103	0.46461	0.01521	0.64181
superscaffold88	63969	64098	0.47613	0.47537	0.05566	0.66592
superscaffold88	64098	64824	0.49270	0.48019	0.36244	0.66746
superscaffold88	64824	65433	0.48994	0.47960	0.36263	0.66011
superscaffold88	65433	65526	0.48965	0.47950	0.36314	0.65700
superscaffold88	65526	65548	0.48936	0.47913	0.36390	0.65452
superscaffold88	65548	66052	0.48907	0.47906	0.36390	0.65305
superscaffold88	66052	66771	0.48945	0.47960	0.36555	0.65271
superscaffold88	66771	66965	0.48973	0.48004	0.36555	0.65305
superscaffold88	66965	67543	0.49052	0.48038	0.36716	0.65596
superscaffold88	67543	67714	0.49122	0.48075	0.36788	0.65770
superscaffold88	67714	68084	0.49122	0.48085	0.36671	0.65810
superscaffold88	68084	68292	0.49150	0.48110	0.36801	0.65992
superscaffold88	68292	68408	0.49190	0.48141	0.36842	0.66029
superscaffold88	68408	68878	0.49277	0.48160	0.36839	0.66114
superscaffold88	68878	68992	0.49224	0.48141	0.36807	0.66089
superscaffold88	68992	69382	0.49180	0.48122	0.36716	0.66089
superscaffold88	69382	69442	0.49168	0.48107	0.36622	0.66089
superscaffold88	69442	69691	0.49165	0.48107	0.36555	0.66089
superscaffold88	69691	69775	0.49128	0.48075	0.36391	0.66110
superscaffold88	69775	70297	0.49146	0.48085	0.36512	0.66132
superscaffold88	70297	71861	0.49123	0.48085	0.36391	0.66132
superscaffold88	71861	72517	0.49163	0.48109	0.36391	0.66294
superscaffold88	72517	72531	0.49367	0.48200	0.36390	0.67167
superscaffold88	72531	73112	0.49581	0.48274	0.36555	0.68005
superscaffold88	73112	73292	0.49700	0.48335	0.36505	0.68670
superscaffold88	73292	73480	0.49860	0.48340	0.36292	0.69225
superscaffold88	73480	73571	0.49835	0.48336	0.36162	0.69882
superscaffold88	73571	73623	0.49676	0.48336	0.36126	0.69943
superscaffold88	73623	74037	0.49508	0.48301	0.35413	0.69947
superscaffold88	74037	74458	0.49526	0.48301	0.35169	0.70271
superscaffold88	74458	74547	0.49745	0.48345	0.34952	0.70854
superscaffold88	74547	74757	0.49834	0.48366	0.34685	0.71683
superscaffold88	74757	74940	0.50405	0.48440	0.34237	0.74858
superscaffold88	74940	75082	0.52089	0.48588	0.33931	0.87770
superscaffold88	75082	75350	0.56388	0.48962	0.33779	1.79760
superscaffold88	75350	75671	0.98104	0.53634	0.37810	3.10136
superscaffold88	75671	76074	1.73657	1.79861	0.43952	4.21286
superscaffold88	76074	76098	1.23185	0.59402	0.10491	3.77555
superscaffold88	76098	76247	0.72629	0.50088	0.06147	2.73909
superscaffold88	76247	76607	0.46597	0.45523	0.04793	1.74044
superscaffold88	76607	76620	0.42638	0.44217	0.04503	1.22546
superscaffold88	76620	77760	0.38760	0.41527	0.04269	0.75743
superscaffold88	77760	77968	0.38238	0.40997	0.04078	0.74149
superscaffold88	77968	77981	0.38160	0.40727	0.04113	0.74149
superscaffold88	77981	78027	0.38079	0.40523	0.04259	0.73860
superscaffold88	78027	78215	0.37945	0.40445	0.04259	0.73514
superscaffold88	78215	78237	0.37915	0.40401	0.04282	0.73662
superscaffold88	78237	78364	0.37908	0.40388	0.04286	0.73662
superscaffold88	78364	78563	0.37933	0.40359	0.04299	0.73698
superscaffold88	78563	79088	0.38031	0.40401	0.04299	0.74118
superscaffold88	79088	79100	0.38048	0.40359	0.04336	0.74149
superscaffold88	79100	79112	0.38225	0.40452	0.04503	0.74970
superscaffold88	79112	79426	0.38397	0.40623	0.04776	0.75385
superscaffold88	79426	80087	0.38624	0.41093	0.04659	0.75745
superscaffold88	80087	80129	0.38969	0.41521	0.04858	0.77287
superscaffold88	80129	80136	0.39520	0.42461	0.05071	0.79249
superscaffold88	80136	80231	0.39925	0.43028	0.05176	0.81008
superscaffold88	80231	80609	0.40348	0.43650	0.05405	0.82266
superscaffold88	80609	82258	0.40884	0.44165	0.05759	0.83773
superscaffold88	82258	82397	0.42896	0.45807	0.06021	0.92971
superscaffold88	82397	82398	0.45627	0.47316	0.06334	1.01887
superscaffold88	82398	83314	0.48085	0.48753	0.06453	1.09181
superscaffold88	83314	83318	0.56917	0.52473	0.07335	1.47023
superscaffold88	83318	83382	0.65496	0.56835	0.08446	1.77095
superscaffold88	83382	83464	0.74361	0.61781	0.09796	1.99348
superscaffold88	83464	83466	0.85392	0.70939	0.12248	2.23495
superscaffold88	83466	83559	0.96156	0.83608	0.19169	2.39296
superscaffold88	83559	84053	1.06409	0.92576	0.46476	2.55063
superscaffold88	84053	84387	1.06581	0.92833	0.46598	2.55063
superscaffold88	84387	84590	1.06343	0.92854	0.46598	2.53995
superscaffold88	84590	84604	1.04737	0.92406	0.46005	2.43028
superscaffold88	84604	84717	1.03265	0.91967	0.45098	2.34781
superscaffold88	84717	84983	1.02377	0.91468	0.44499	2.32447
superscaffold88	84983	85288	1.02392	0.91785	0.44095	2.32554
superscaffold88	85288	85419	1.03236	0.92188	0.43650	2.34798
superscaffold88	85419	85508	1.02668	0.91503	0.41234	2.34892
superscaffold88	85508	85922	1.01742	0.91079	0.21668	2.34681
superscaffold88	85922	86855	0.77177	0.74889	0.15076	1.59851
superscaffold88	86855	87133	0.72443	0.69668	0.14688	1.57414
superscaffold88	87133	87645	0.56516	0.54741	0.14030	1.36579
superscaffold88	87645	87729	0.35360	0.17580	0.12666	1.18224
superscaffold88	87729	89869	0.19820	0.16623	0.10895	0.56782
superscaffold88	89869	89871	0.19879	0.16619	0.10975	0.57023
superscaffold88	89871	89913	0.19828	0.16614	0.11169	0.56906
superscaffold88	89913	89922	0.19889	0.16605	0.11238	0.57023
superscaffold88	89922	89946	0.19814	0.16594	0.11459	0.56615
superscaffold88	89946	90324	0.20022	0.16578	0.11712	0.57094
superscaffold88	90324	90407	0.18649	0.16521	0.11169	0.52486
superscaffold88	90407	90572	0.17651	0.16478	0.10975	0.48266
superscaffold88	90572	91127	0.16866	0.16441	0.10891	0.22421
superscaffold88	91127	91770	0.16452	0.16418	0.10622	0.20454
superscaffold88	91770	91935	0.16278	0.16406	0.10654	0.20028
superscaffold88	91935	92185	0.16238	0.16406	0.10704	0.19903
superscaffold88	92185	92421	0.16218	0.16400	0.10891	0.19841
superscaffold88	92421	92502	0.16239	0.16400	0.11059	0.19804
superscaffold88	92502	92547	0.16255	0.16406	0.11356	0.19804
superscaffold88	92547	92577	0.16271	0.16414	0.11634	0.19804
superscaffold88	92577	92661	0.16267	0.16419	0.11712	0.19762
superscaffold88	92661	92688	0.16269	0.16422	0.11718	0.19742
superscaffold88	92688	93468	0.16280	0.16423	0.11793	0.19733
superscaffold88	93468	93624	0.16313	0.16424	0.11993	0.19733
superscaffold88	93624	93964	0.16303	0.16426	0.12005	0.19733
superscaffold88	93964	93966	0.16311	0.16430	0.12066	0.19736
superscaffold88	93966	94081	0.16313	0.16430	0.12125	0.19676
superscaffold88	94081	94453	0.16317	0.16430	0.12225	0.19663
superscaffold88	94453	94634	0.16334	0.16430	0.12401	0.19662
superscaffold88	94634	95010	0.16326	0.16430	0.12433	0.19649
superscaffold88	95010	95152	0.16325	0.16430	0.12438	0.19625
superscaffold88	95152	96579	0.16304	0.16430	0.12438	0.19618
superscaffold88	96579	96962	0.16300	0.16430	0.12438	0.19607
superscaffold88	96962	97077	0.16294	0.16426	0.12438	0.19561
superscaffold88	97077	97156	0.16295	0.16428	0.12433	0.19599
superscaffold88	97156	97157	0.16296	0.16430	0.12438	0.19561
superscaffold88	97157	97873	0.16286	0.16430	0.12433	0.19553
superscaffold88	97873	97902	0.16292	0.16430	0.12438	0.19559
superscaffold88	97902	97951	0.16296	0.16431	0.12504	0.19553
superscaffold88	97951	98136	0.16298	0.16432	0.12504	0.19559
superscaffold88	98136	98217	0.16303	0.16435	0.12570	0.19561
superscaffold88	98217	98523	0.16302	0.16435	0.12570	0.19561
superscaffold88	98523	98524	0.16305	0.16435	0.12585	0.19561
superscaffold88	98524	99023	0.16318	0.16438	0.12607	0.19561
superscaffold88	99023	99267	0.16323	0.16440	0.12659	0.19581
superscaffold88	99267	100234	0.16335	0.16443	0.12695	0.19599
superscaffold88	100234	100235	0.16348	0.16445	0.12747	0.19617
superscaffold88	100235	100300	0.16351	0.16447	0.12756	0.19617
superscaffold88	100300	100538	0.16373	0.16456	0.12843	0.19651
superscaffold88	100538	100681	0.16416	0.16466	0.12966	0.19762
superscaffold88	100681	100781	0.16681	0.16478	0.13118	0.19940
superscaffold88	100781	100791	0.16751	0.16501	0.13223	0.20028
superscaffold88	100791	100857	0.16817	0.16513	0.13322	0.20109
superscaffold88	100857	101220	0.16715	0.16522	0.13385	0.20202
superscaffold88	101220	101576	0.16752	0.16529	0.13445	0.20208
superscaffold88	101576	101577	0.16693	0.16529	0.13448	0.20113
superscaffold88	101577	103017	0.16637	0.16538	0.13482	0.20187
superscaffold88	103017	103303	0.16641	0.16539	0.13499	0.20208
superscaffold88	103303	103589	0.16636	0.16539	0.13500	0.20208
superscaffold88	103589	103786	0.16627	0.16539	0.13499	0.20205
superscaffold88	103786	104117	0.16624	0.16539	0.13499	0.20202
superscaffold88	104117	104190	0.16643	0.16540	0.13500	0.20208
superscaffold88	104190	104695	0.16638	0.16540	0.13500	0.20205
superscaffold88	104695	105119	0.16636	0.16540	0.13499	0.20205
superscaffold88	105119	105130	0.16630	0.16540	0.13496	0.20187
superscaffold88	105130	105367	0.16625	0.16540	0.13491	0.20113
superscaffold88	105367	105787	0.16608	0.16540	0.13484	0.20113
superscaffold88	105787	105817	0.16611	0.16541	0.13491	0.20187
superscaffold88	105817	106458	0.16606	0.16540	0.13484	0.20187
superscaffold88	106458	106777	0.16611	0.16541	0.13491	0.20205
superscaffold88	106777	107160	0.16604	0.16540	0.13484	0.20205
superscaffold88	107160	107185	0.16607	0.16541	0.13482	0.20215
superscaffold88	107185	108301	0.16600	0.16540	0.13462	0.20215
superscaffold88	108301	108374	0.16616	0.16544	0.13462	0.20331
superscaffold88	108374	108384	0.16643	0.16546	0.13466	0.20377
superscaffold88	108384	108642	0.16682	0.16551	0.13484	0.20488
superscaffold88	108642	108671	0.16716	0.16556	0.13484	0.20695
superscaffold88	108671	109638	0.16739	0.16562	0.13462	0.20876
superscaffold88	109638	109702	0.16786	0.16568	0.13427	0.21151
superscaffold88	109702	109714	0.16898	0.16580	0.13427	0.21506
superscaffold88	109714	109920	0.16997	0.16595	0.13397	0.22558
superscaffold88	109920	109945	0.17167	0.16604	0.13356	0.25124
superscaffold88	109945	110116	0.17382	0.16614	0.13350	0.30786
superscaffold88	110116	110223	0.17672	0.16632	0.13309	0.38574
superscaffold88	110223	111092	0.18222	0.16665	0.13223	0.46670
superscaffold88	111092	111403	0.27635	0.17147	0.13482	1.04109
superscaffold88	111403	111820	0.53743	0.46885	0.14215	1.38179
superscaffold88	111820	112176	0.80751	0.81622	0.15565	1.59880
superscaffold88	112176	112810	0.91922	0.89600	0.17310	1.65741
superscaffold88	112810	112844	0.77498	0.79788	0.00088	1.59973
superscaffold88	112844	112846	0.63887	0.68331	0.00047	1.53910
superscaffold88	112846	112936	0.50894	0.51896	0.00032	1.43134
superscaffold88	112936	112983	0.37309	0.07587	0.00024	1.33123
superscaffold88	112983	113183	0.24840	0.00703	0.00020	1.16280
superscaffold88	113183	113424	0.15796	0.00509	0.00016	0.90660
superscaffold88	113424	113817	0.07519	0.00411	0.00014	0.62816
superscaffold88	113817	113948	0.05681	0.00393	0.00014	0.56047
superscaffold88	113948	113951	0.04713	0.00379	0.00013	0.52821
superscaffold88	113951	114002	0.03691	0.00367	0.00013	0.44962
superscaffold88	114002	114168	0.02853	0.00356	0.00013	0.34494
superscaffold88	114168	114270	0.02377	0.00347	0.00013	0.26633
superscaffold88	114270	114545	0.02144	0.00344	0.00013	0.23674
superscaffold88	114545	114547	0.01916	0.00341	0.00013	0.21399
superscaffold88	114547	114722	0.01777	0.00338	0.00013	0.20364
superscaffold88	114722	115211	0.01589	0.00336	0.00012	0.19567
superscaffold88	115211	115296	0.01509	0.00335	0.00012	0.19297
superscaffold88	115296	115708	0.01443	0.00332	0.00012	0.19205
superscaffold88	115708	115894	0.01362	0.00330	0.00012	0.18834
superscaffold88	115894	116087	0.01324	0.00328	0.00012	0.18541
superscaffold88	116087	116090	0.01228	0.00326	0.00012	0.18193
superscaffold88	116090	116362	0.01084	0.00324	0.00012	0.17498
superscaffold88	116362	116507	0.01000	0.00319	0.00012	0.16301
superscaffold88	116507	116619	0.00891	0.00318	0.00012	0.03683
superscaffold88	116619	116786	0.00780	0.00316	0.00012	0.02360
superscaffold88	116786	116975	0.00700	0.00315	0.00012	0.02169
superscaffold88	116975	117306	0.00600	0.00313	0.00012	0.01941
superscaffold88	117306	117792	0.00516	0.00311	0.00012	0.01825
superscaffold88	117792	117947	0.00495	0.00310	0.00012	0.01757
superscaffold88	117947	117971	0.00473	0.00310	0.00012	0.01731
superscaffold88	117971	118176	0.00458	0.00309	0.00012	0.01710
superscaffold88	118176	118812	0.00448	0.00309	0.00012	0.01705
superscaffold88	118812	118992	0.00444	0.00309	0.00012	0.01705
superscaffold88	118992	119483	0.00440	0.00309	0.00012	0.01686
superscaffold88	119483	119503	0.00437	0.00309	0.00012	0.01668
superscaffold88	119503	119564	0.00437	0.00309	0.00012	0.01668
superscaffold88	119564	120393	0.00437	0.00309	0.00012	0.01668
superscaffold88	120393	120423	0.00437	0.00309	0.00012	0.01668
superscaffold88	120423	120598	0.00437	0.00309	0.00012	0.01666
superscaffold88	120598	120754	0.00437	0.00309	0.00012	0.01666
superscaffold88	120754	120829	0.00436	0.00308	0.00011	0.01663
superscaffold88	120829	121038	0.00436	0.00308	0.00011	0.01663
superscaffold88	121038	121495	0.00436	0.00308	0.00011	0.01663
superscaffold88	121495	121934	0.00436	0.00308	0.00011	0.01663
superscaffold88	121934	121935	0.00436	0.00308	0.00011	0.01663
superscaffold88	121935	122102	0.00436	0.00308	0.00011	0.01663
superscaffold88	122102	122856	0.00436	0.00308	0.00011	0.01663
superscaffold88	122856	122875	0.00436	0.00308	0.00011	0.01663
superscaffold88	122875	122967	0.00436	0.00308	0.00011	0.01663
superscaffold88	122967	123338	0.00436	0.00308	0.00011	0.01666
superscaffold88	123338	123448	0.00436	0.00308	0.00011	0.01666
superscaffold88	123448	123453	0.00436	0.00308	0.00011	0.01666
superscaffold88	123453	123463	0.00436	0.00308	0.00011	0.01663
superscaffold88	123463	124396	0.00436	0.00308	0.00011	0.01663
superscaffold88	124396	124412	0.00436	0.00308	0.00011	0.01663
superscaffold88	124412	124639	0.00436	0.00308	0.00011	0.01663
superscaffold88	124639	124876	0.00436	0.00308	0.00011	0.01663
